,T,V,G
350,280.19429718875506,0.7235137223981366,-377.32053332545684
351,280.19429718875506,0.7307487094961357,-377.3205333254799
352,280.19429718875506,0.7379836965941348,-377.320533325503
353,280.19429718875506,0.7452186836921338,-377.3205333255261
354,280.19429718875506,0.7524536707901329,-377.3205333255492
355,280.19429718875506,0.759688657888132,-377.32053332557234
356,280.19429718875506,0.7669236449861311,-377.3205333255954
357,280.19429718875506,0.7741586320841302,-377.3205333256185
358,280.19429718875506,0.7813936191821292,-377.3205333256416
359,280.19429718875506,0.7886286062801283,-377.3205333256647
360,280.19429718875506,0.7958635933781274,-377.3205333256878
361,280.19429718875506,0.8030985804761265,-377.3205333257109
362,280.19429718875506,0.8103335675741257,-377.32053332573395
363,280.19429718875506,0.8175685546721247,-377.3205333257571
364,280.19429718875506,0.8248035417701238,-377.32053332578016
365,280.19429718875506,0.8320385288681229,-377.3205333258033
366,280.19429718875506,0.839273515966122,-377.3205333258264
367,280.19429718875506,0.8465085030641211,-377.3205333258495
368,280.19429718875506,0.8537434901621201,-377.3205333258726
369,280.19429718875506,0.8609784772601192,-377.32053332589567
370,280.19429718875506,0.8682134643581183,-377.32053332591875
371,280.19429718875506,0.8754484514561174,-377.3205333259419
372,280.19429718875506,0.8826834385541165,-377.32053332596496
373,280.19429718875506,0.8899184256521155,-377.32053332598804
374,280.19429718875506,0.8971534127501146,-377.3205333260112
375,280.19429718875506,0.9043883998481137,-377.32053332603425
376,280.19429718875506,0.9116233869461128,-377.32053332605733
377,280.19429718875506,0.9188583740441119,-377.3205333260804
378,280.19429718875506,0.9260933611421109,-377.3205333261036
379,280.19429718875506,0.93332834824011,-377.3205333261267
380,280.19429718875506,0.9405633353381091,-377.32053332614976
381,280.19429718875506,0.9477983224361082,-377.32053332617284
382,280.19429718875506,0.9550333095341073,-377.3205333261959
383,280.19429718875506,0.9622682966321063,-377.32053332621905
384,280.19429718875506,0.9695032837301054,-377.3205333262421
385,280.19429718875506,0.9767382708281045,-377.3205333262652
386,280.19429718875506,0.9839732579261036,-377.3205333262884
387,280.19429718875506,0.9912082450241027,-377.3205333263114
388,280.19429718875506,0.9984432321221017,-377.3205333263345
389,280.19429718875506,1.0056782192201008,-377.3205333263576
390,280.19429718875506,1.0129132063181,-377.32053332638066
391,280.19429718875506,1.020148193416099,-377.3205333264038
392,280.19429718875506,1.027383180514098,-377.3205333264269
393,280.19429718875506,1.0346181676120971,-377.32053332645
394,280.19429718875506,1.0418531547100962,-377.3205333264731
395,280.19429718875506,1.0490881418080953,-377.32053332649616
396,280.19429718875506,1.0563231289060944,-377.32053332651924
397,280.19429718875506,1.0635581160040934,-377.3205333265424
398,280.19429718875506,1.0707931031020925,-377.32053332656545
399,280.19429718875506,1.0780280902000916,-377.32053332658853
400,280.19429718875506,1.0852630772980907,-377.32053332661167
401,280.19429718875506,1.0924980643960898,-377.32053332663475
402,280.19429718875506,1.0997330514940888,-377.3205333266579
403,280.19429718875506,1.106968038592088,-377.3205333266809
404,280.19429718875506,1.114203025690087,-377.3205333267041
405,280.19429718875506,1.121438012788086,-377.3205333267272
406,280.19429718875506,1.1286729998860852,-377.32053332675025
407,280.19429718875506,1.1359079869840842,-377.32053332677333
408,280.19429718875506,1.1431429740820833,-377.3205333267964
409,280.19429718875506,1.1503779611800824,-377.32053332681954
410,280.19429718875506,1.1576129482780815,-377.3205333268426
411,280.19429718875506,1.1648479353760808,-377.3205333268657
412,280.19429718875506,1.1720829224740799,-377.3205333268888
413,280.19429718875506,1.179317909572079,-377.3205333269119
414,280.19429718875506,1.186552896670078,-377.320533326935
415,280.19429718875506,1.193787883768077,-377.32053332695807
416,280.19429718875506,1.2010228708660762,-377.3205333269812
417,280.19429718875506,1.2082578579640753,-377.3205333270043
418,280.19429718875506,1.2154928450620743,-377.3205333270274
419,280.19429718875506,1.2227278321600734,-377.3205333270505
420,280.19429718875506,1.2299628192580725,-377.3205333270736
421,280.19429718875506,1.2371978063560716,-377.32053332709665
422,280.19429718875506,1.2444327934540707,-377.3205333271198
423,280.19429718875506,1.2516677805520697,-377.32053332714287
424,280.19429718875506,1.2589027676500688,-377.32053332716595
425,280.19429718875506,1.266137754748068,-377.3205333271891
426,280.19429718875506,1.273372741846067,-377.32053332721216
427,280.19429718875506,1.280607728944066,-377.32053332723524
428,280.19429718875506,1.2878427160420651,-377.3205333272583
429,280.19429718875506,1.2950777031400642,-377.32053332728145
430,280.19429718875506,1.3023126902380633,-377.3205333273046
431,280.19429718875506,1.3095476773360624,-377.32053332732767
432,280.19429718875506,1.3167826644340614,-377.32053332735074
433,280.19429718875506,1.3240176515320605,-377.3205333273738
434,280.19429718875506,1.3312526386300596,-377.32053332739696
435,280.19429718875506,1.3384876257280587,-377.32053332742004
436,280.19429718875506,1.3457226128260578,-377.3205333274431
437,280.19429718875506,1.3529575999240568,-377.3205333274662
438,280.19429718875506,1.360192587022056,-377.32053332748933
439,280.19429718875506,1.367427574120055,-377.3205333275124
440,280.19429718875506,1.374662561218054,-377.3205333275355
441,280.19429718875506,1.3818975483160532,-377.32053332755856
442,280.19429718875506,1.3891325354140522,-377.32053332758164
443,280.19429718875506,1.3963675225120513,-377.32053332760483
444,280.19429718875506,1.4036025096100504,-377.3205333276279
445,280.19429718875506,1.4108374967080495,-377.320533327651
446,280.19429718875506,1.4180724838060486,-377.32053332767407
447,280.19429718875506,1.4253074709040476,-377.32053332769715
448,280.19429718875506,1.4325424580020467,-377.3205333277203
449,280.19429718875506,1.4397774451000458,-377.32053332774336
450,280.19429718875506,1.4470124321980449,-377.3205333277665
451,280.19429718875506,1.454247419296044,-377.3205333277896
452,280.19429718875506,1.461482406394043,-377.32053332781265
453,280.19429718875506,1.4687173934920421,-377.32053332783573
454,280.19429718875506,1.4759523805900412,-377.32053332785887
455,280.19429718875506,1.4831873676880403,-377.32053332788195
456,280.19429718875506,1.4904223547860393,-377.3205333279051
457,280.19429718875506,1.4976573418840384,-377.32053332792816
458,280.19429718875506,1.5048923289820375,-377.32053332795124
459,280.19429718875506,1.5121273160800366,-377.3205333279743
460,280.19429718875506,1.5193623031780357,-377.32053332799745
461,280.19429718875506,1.5265972902760347,-377.32053332802053
462,280.19429718875506,1.5338322773740338,-377.3205333280436
463,280.19429718875506,1.541067264472033,-377.3205333280667
464,280.19429718875506,1.548302251570032,-377.3205333280898
465,280.19429718875506,1.555537238668031,-377.3205333281129
466,280.19429718875506,1.5627722257660301,-377.320533328136
467,280.19429718875506,1.5700072128640292,-377.32053332815906
468,280.19429718875506,1.5772421999620283,-377.3205333281822
469,280.19429718875506,1.5844771870600274,-377.32053332820533
470,280.19429718875506,1.5917121741580265,-377.3205333282284
471,280.19429718875506,1.5989471612560255,-377.3205333282515
472,280.19429718875506,1.6061821483540246,-377.32053332827456
473,280.19429718875506,1.6134171354520237,-377.3205333282977
474,280.19429718875506,1.620652122550023,-377.3205333283208
475,280.19429718875506,1.627887109648022,-377.3205333283439
476,280.19429718875506,1.6351220967460212,-377.320533328367
477,280.19429718875506,1.6423570838440202,-377.32053332839007
478,280.19429718875506,1.6495920709420193,-377.32053332841315
479,280.19429718875506,1.6568270580400184,-377.3205333284362
480,280.19429718875506,1.6640620451380175,-377.32053332845936
481,280.19429718875506,1.6712970322360166,-377.3205333284825
482,280.19429718875506,1.6785320193340156,-377.3205333285056
483,280.19429718875506,1.6857670064320147,-377.32053332852865
484,280.19429718875506,1.6930019935300138,-377.32053332855173
485,280.19429718875506,1.7002369806280129,-377.3205333285748
486,280.19429718875506,1.707471967726012,-377.32053332859795
487,280.19429718875506,1.714706954824011,-377.320533328621
488,280.19429718875506,1.72194194192201,-377.3205333286441
489,280.19429718875506,1.7291769290200092,-377.32053332866724
490,280.19429718875506,1.7364119161180083,-377.3205333286903
491,280.19429718875506,1.7436469032160073,-377.3205333287134
492,280.19429718875506,1.7508818903140064,-377.32053332873653
493,280.19429718875506,1.7581168774120055,-377.3205333287596
494,280.19429718875506,1.7653518645100046,-377.3205333287827
495,280.19429718875506,1.7725868516080037,-377.3205333288058
496,280.19429718875506,1.7798218387060027,-377.3205333288289
497,280.19429718875506,1.7870568258040018,-377.320533328852
498,280.19429718875506,1.794291812902001,-377.3205333288751
499,280.19429718875506,1.8015268,-377.3205333288982
500,287.12859437751007,1.5012598228348097e-05,653124.506292906
501,287.12859437751007,0.007249999696227431,-1476.0985362102256
502,287.12859437751007,0.014484986794226514,-1476.09853621052
503,287.12859437751007,0.021719973892225596,-1476.098536210814
504,287.12859437751007,0.02895496099022468,-1476.098536211108
505,287.12859437751007,0.03618994808822376,-1476.0985362114025
506,287.12859437751007,0.04342493518622285,-1476.0985362116967
507,287.12859437751007,0.050659922284221934,-1476.098536211991
508,287.12859437751007,0.05789490938222101,-1476.098536212285
509,287.12859437751007,0.06512989648022009,-1476.0985362125791
510,287.12859437751007,0.07236488357821917,-1476.0985362128733
511,287.12859437751007,0.07959987067621827,-1476.0985362131673
512,287.12859437751007,0.08683485777421734,-1476.0985362134616
513,287.12859437751007,0.09406984487221642,-1476.0985362137558
514,287.12859437751007,0.10130483197021552,-1476.0985362140498
515,287.12859437751007,0.1085398190682146,-1476.098536214344
516,287.12859437751007,0.11577480616621368,-1476.0985362146382
517,287.12859437751007,0.12300979326421276,-1476.0985362149324
518,287.12859437751007,0.13024478036221182,-1476.0985362152267
519,287.12859437751007,0.1374797674602109,-1476.0985362155207
520,287.12859437751007,0.14471475455820998,-1476.0985362158149
521,287.12859437751007,0.1519497416562091,-1476.098536216109
522,287.12859437751007,0.15918472875420817,-1476.0985362164033
523,287.12859437751007,0.16641971585220725,-1476.098536216697
524,287.12859437751007,0.17365470295020632,-1476.0985362169913
525,287.12859437751007,0.1808896900482054,-1476.0985362172855
526,287.12859437751007,0.18812467714620448,-1476.0985362175795
527,287.12859437751007,0.19535966424420356,-1476.0985362178737
528,287.12859437751007,0.20259465134220267,-1476.0985362181682
529,287.12859437751007,0.20982963844020175,-1476.0985362184624
530,287.12859437751007,0.21706462553820083,-1476.0985362187564
531,287.12859437751007,0.2242996126361999,-1476.0985362190506
532,287.12859437751007,0.231534599734199,-1476.0985362193449
533,287.12859437751007,0.23876958683219807,-1476.0985362196388
534,287.12859437751007,0.24600457393019715,-1476.098536219933
535,287.12859437751007,0.2532395610281962,-1476.0985362202273
536,287.12859437751007,0.2604745481261953,-1476.0985362205213
537,287.12859437751007,0.2677095352241944,-1476.0985362208155
538,287.12859437751007,0.27494452232219346,-1476.0985362211097
539,287.12859437751007,0.28217950942019254,-1476.098536221404
540,287.12859437751007,0.2894144965181916,-1476.0985362216982
541,287.12859437751007,0.29664948361619076,-1476.0985362219922
542,287.12859437751007,0.30388447071418984,-1476.0985362222864
543,287.12859437751007,0.3111194578121889,-1476.0985362225806
544,287.12859437751007,0.318354444910188,-1476.0985362228746
545,287.12859437751007,0.3255894320081871,-1476.0985362231686
546,287.12859437751007,0.33282441910618615,-1476.098536223463
547,287.12859437751007,0.34005940620418523,-1476.098536223757
548,287.12859437751007,0.3472943933021843,-1476.0985362240513
549,287.12859437751007,0.3545293804001834,-1476.0985362243455
550,287.12859437751007,0.36176436749818247,-1476.0985362246395
551,287.12859437751007,0.36899935459618155,-1476.098536224934
552,287.12859437751007,0.37623434169418063,-1476.0985362252281
553,287.12859437751007,0.3834693287921797,-1476.098536225522
554,287.12859437751007,0.3907043158901788,-1476.0985362258164
555,287.12859437751007,0.39793930298817787,-1476.0985362261106
556,287.12859437751007,0.405174290086177,-1476.0985362264046
557,287.12859437751007,0.4124092771841761,-1476.0985362266988
558,287.12859437751007,0.41964426428217516,-1476.0985362269926
559,287.12859437751007,0.42687925138017424,-1476.098536227287
560,287.12859437751007,0.4341142384781733,-1476.098536227581
561,287.12859437751007,0.4413492255761724,-1476.0985362278752
562,287.12859437751007,0.4485842126741715,-1476.0985362281697
563,287.12859437751007,0.45581919977217056,-1476.0985362284637
564,287.12859437751007,0.46305418687016964,-1476.098536228758
565,287.12859437751007,0.4702891739681687,-1476.0985362290521
566,287.12859437751007,0.4775241610661678,-1476.0985362293463
567,287.12859437751007,0.4847591481641669,-1476.09853622964
568,287.12859437751007,0.49199413526216595,-1476.0985362299343
569,287.12859437751007,0.49922912236016503,-1476.0985362302285
570,287.12859437751007,0.5064641094581641,-1476.0985362305228
571,287.12859437751007,0.5136990965561632,-1476.0985362308168
572,287.12859437751007,0.5209340836541623,-1476.098536231111
573,287.12859437751007,0.5281690707521614,-1476.0985362314052
574,287.12859437751007,0.5354040578501604,-1476.0985362316994
575,287.12859437751007,0.5426390449481595,-1476.0985362319936
576,287.12859437751007,0.5498740320461586,-1476.0985362322879
577,287.12859437751007,0.5571090191441577,-1476.0985362325816
578,287.12859437751007,0.5643440062421567,-1476.0985362328759
579,287.12859437751007,0.5715789933401558,-1476.09853623317
580,287.12859437751007,0.5788139804381549,-1476.0985362334643
581,287.12859437751007,0.5860489675361541,-1476.0985362337585
582,287.12859437751007,0.5932839546341532,-1476.0985362340525
583,287.12859437751007,0.6005189417321523,-1476.098536234347
584,287.12859437751007,0.6077539288301513,-1476.098536234641
585,287.12859437751007,0.6149889159281504,-1476.0985362349352
586,287.12859437751007,0.6222239030261495,-1476.0985362352294
587,287.12859437751007,0.6294588901241486,-1476.0985362355236
588,287.12859437751007,0.6366938772221477,-1476.0985362358176
589,287.12859437751007,0.6439288643201467,-1476.0985362361118
590,287.12859437751007,0.6511638514181458,-1476.0985362364058
591,287.12859437751007,0.6583988385161449,-1476.0985362367
592,287.12859437751007,0.665633825614144,-1476.0985362369943
593,287.12859437751007,0.672868812712143,-1476.0985362372883
594,287.12859437751007,0.6801037998101421,-1476.0985362375825
595,287.12859437751007,0.6873387869081412,-1476.0985362378767
596,287.12859437751007,0.6945737740061403,-1476.098536238171
597,287.12859437751007,0.7018087611041394,-1476.0985362384652
598,287.12859437751007,0.7090437482021384,-1476.0985362387594
599,287.12859437751007,0.7162787353001375,-1476.0985362390536
600,287.12859437751007,0.7235137223981366,-1476.0985362393474
601,287.12859437751007,0.7307487094961357,-1476.0985362396418
602,287.12859437751007,0.7379836965941348,-1476.0985362399358
603,287.12859437751007,0.7452186836921338,-1476.09853624023
604,287.12859437751007,0.7524536707901329,-1476.098536240524
605,287.12859437751007,0.759688657888132,-1476.0985362408182
606,287.12859437751007,0.7669236449861311,-1476.0985362411125
607,287.12859437751007,0.7741586320841302,-1476.0985362414067
608,287.12859437751007,0.7813936191821292,-1476.098536241701
609,287.12859437751007,0.7886286062801283,-1476.0985362419951
610,287.12859437751007,0.7958635933781274,-1476.0985362422894
611,287.12859437751007,0.8030985804761265,-1476.0985362425831
612,287.12859437751007,0.8103335675741257,-1476.0985362428773
613,287.12859437751007,0.8175685546721247,-1476.0985362431716
614,287.12859437751007,0.8248035417701238,-1476.0985362434658
615,287.12859437751007,0.8320385288681229,-1476.0985362437598
616,287.12859437751007,0.839273515966122,-1476.098536244054
617,287.12859437751007,0.8465085030641211,-1476.0985362443482
618,287.12859437751007,0.8537434901621201,-1476.0985362446424
619,287.12859437751007,0.8609784772601192,-1476.0985362449367
620,287.12859437751007,0.8682134643581183,-1476.098536245231
621,287.12859437751007,0.8754484514561174,-1476.0985362455249
622,287.12859437751007,0.8826834385541165,-1476.098536245819
623,287.12859437751007,0.8899184256521155,-1476.098536246113
624,287.12859437751007,0.8971534127501146,-1476.0985362464073
625,287.12859437751007,0.9043883998481137,-1476.0985362467015
626,287.12859437751007,0.9116233869461128,-1476.0985362469958
627,287.12859437751007,0.9188583740441119,-1476.0985362472898
628,287.12859437751007,0.9260933611421109,-1476.098536247584
629,287.12859437751007,0.93332834824011,-1476.0985362478782
630,287.12859437751007,0.9405633353381091,-1476.0985362481724
631,287.12859437751007,0.9477983224361082,-1476.0985362484664
632,287.12859437751007,0.9550333095341073,-1476.0985362487609
633,287.12859437751007,0.9622682966321063,-1476.0985362490546
634,287.12859437751007,0.9695032837301054,-1476.0985362493489
635,287.12859437751007,0.9767382708281045,-1476.098536249643
636,287.12859437751007,0.9839732579261036,-1476.0985362499373
637,287.12859437751007,0.9912082450241027,-1476.0985362502315
638,287.12859437751007,0.9984432321221017,-1476.0985362505255
639,287.12859437751007,1.0056782192201008,-1476.0985362508197
640,287.12859437751007,1.0129132063181,-1476.098536251114
641,287.12859437751007,1.020148193416099,-1476.0985362514082
642,287.12859437751007,1.027383180514098,-1476.0985362517022
643,287.12859437751007,1.0346181676120971,-1476.0985362519962
644,287.12859437751007,1.0418531547100962,-1476.0985362522906
645,287.12859437751007,1.0490881418080953,-1476.0985362525846
646,287.12859437751007,1.0563231289060944,-1476.0985362528788
647,287.12859437751007,1.0635581160040934,-1476.098536253173
648,287.12859437751007,1.0707931031020925,-1476.098536253467
649,287.12859437751007,1.0780280902000916,-1476.0985362537613
650,287.12859437751007,1.0852630772980907,-1476.0985362540555
651,287.12859437751007,1.0924980643960898,-1476.0985362543497
652,287.12859437751007,1.0997330514940888,-1476.098536254644
653,287.12859437751007,1.106968038592088,-1476.098536254938
654,287.12859437751007,1.114203025690087,-1476.098536255232
655,287.12859437751007,1.121438012788086,-1476.0985362555264
656,287.12859437751007,1.1286729998860852,-1476.0985362558204
657,287.12859437751007,1.1359079869840842,-1476.0985362561146
658,287.12859437751007,1.1431429740820833,-1476.0985362564086
659,287.12859437751007,1.1503779611800824,-1476.0985362567028
660,287.12859437751007,1.1576129482780815,-1476.098536256997
661,287.12859437751007,1.1648479353760808,-1476.0985362572912
662,287.12859437751007,1.1720829224740799,-1476.0985362575855
663,287.12859437751007,1.179317909572079,-1476.0985362578795
664,287.12859437751007,1.186552896670078,-1476.098536258174
665,287.12859437751007,1.193787883768077,-1476.098536258468
666,287.12859437751007,1.2010228708660762,-1476.098536258762
667,287.12859437751007,1.2082578579640753,-1476.0985362590561
668,287.12859437751007,1.2154928450620743,-1476.0985362593503
669,287.12859437751007,1.2227278321600734,-1476.0985362596443
670,287.12859437751007,1.2299628192580725,-1476.0985362599383
671,287.12859437751007,1.2371978063560716,-1476.0985362602328
672,287.12859437751007,1.2444327934540707,-1476.098536260527
673,287.12859437751007,1.2516677805520697,-1476.0985362608212
674,287.12859437751007,1.2589027676500688,-1476.0985362611152
675,287.12859437751007,1.266137754748068,-1476.0985362614097
676,287.12859437751007,1.273372741846067,-1476.0985362617037
677,287.12859437751007,1.280607728944066,-1476.0985362619977
678,287.12859437751007,1.2878427160420651,-1476.098536262292
679,287.12859437751007,1.2950777031400642,-1476.098536262586
680,287.12859437751007,1.3023126902380633,-1476.09853626288
681,287.12859437751007,1.3095476773360624,-1476.0985362631743
682,287.12859437751007,1.3167826644340614,-1476.0985362634685
683,287.12859437751007,1.3240176515320605,-1476.0985362637628
684,287.12859437751007,1.3312526386300596,-1476.098536264057
685,287.12859437751007,1.3384876257280587,-1476.0985362643512
686,287.12859437751007,1.3457226128260578,-1476.0985362646454
687,287.12859437751007,1.3529575999240568,-1476.0985362649394
688,287.12859437751007,1.360192587022056,-1476.0985362652334
689,287.12859437751007,1.367427574120055,-1476.0985362655276
690,287.12859437751007,1.374662561218054,-1476.0985362658218
691,287.12859437751007,1.3818975483160532,-1476.0985362661158
692,287.12859437751007,1.3891325354140522,-1476.09853626641
693,287.12859437751007,1.3963675225120513,-1476.0985362667043
694,287.12859437751007,1.4036025096100504,-1476.0985362669983
695,287.12859437751007,1.4108374967080495,-1476.0985362672927
696,287.12859437751007,1.4180724838060486,-1476.0985362675867
697,287.12859437751007,1.4253074709040476,-1476.098536267881
698,287.12859437751007,1.4325424580020467,-1476.0985362681752
699,287.12859437751007,1.4397774451000458,-1476.0985362684692
700,287.12859437751007,1.4470124321980449,-1476.0985362687636
701,287.12859437751007,1.454247419296044,-1476.0985362690576
702,287.12859437751007,1.461482406394043,-1476.0985362693518
703,287.12859437751007,1.4687173934920421,-1476.0985362696458
704,287.12859437751007,1.4759523805900412,-1476.09853626994
705,287.12859437751007,1.4831873676880403,-1476.098536270234
706,287.12859437751007,1.4904223547860393,-1476.0985362705283
707,287.12859437751007,1.4976573418840384,-1843.8166210193517
708,287.12859437751007,1.5048923289820375,-2481.0409829933233
709,287.12859437751007,1.5121273160800366,-3115.2167510063437
710,287.12859437751007,1.5193623031780357,-3746.3729427412204
711,287.12859437751007,1.5265972902760347,-4374.5381637929795
712,287.12859437751007,1.5338322773740338,-4999.740615429752
713,287.12859437751007,1.541067264472033,-5622.008102169627
714,287.12859437751007,1.548302251570032,-6241.368039184122
715,287.12859437751007,1.555537238668031,-6857.847459528645
716,287.12859437751007,1.5627722257660301,-7471.473021204029
717,287.12859437751007,1.5700072128640292,-8082.271014060806
718,287.12859437751007,1.5772421999620283,-8690.26736653998
719,287.12859437751007,1.5844771870600274,-9295.487652262891
720,287.12859437751007,1.5917121741580265,-9897.957096471944
721,287.12859437751007,1.5989471612560255,-10497.700582326834
722,287.12859437751007,1.6061821483540246,-11094.742657055653
723,287.12859437751007,1.6134171354520237,-11689.10753797259
724,287.12859437751007,1.620652122550023,-12280.819118359292
725,287.12859437751007,1.627887109648022,-12869.900973215465
726,287.12859437751007,1.6351220967460212,-13456.376364885646
727,287.12859437751007,1.6423570838440202,-14040.2682485579
728,287.12859437751007,1.6495920709420193,-14621.599277646063
729,287.12859437751007,1.6568270580400184,-15200.391809050798
730,287.12859437751007,1.6640620451380175,-15776.667908313015
731,287.12859437751007,1.6712970322360166,-16350.449354646897
732,287.12859437751007,1.6785320193340156,-16921.757645873153
733,287.12859437751007,1.6857670064320147,-17490.614003242124
734,287.12859437751007,1.6930019935300138,-18057.039376153192
735,287.12859437751007,1.7002369806280129,-18621.054446779475
736,287.12859437751007,1.707471967726012,-19182.679634586835
737,287.12859437751007,1.714706954824011,-19741.935100766514
738,287.12859437751007,1.72194194192201,-20298.840752564345
739,287.12859437751007,1.7291769290200092,-20853.41624753195
740,287.12859437751007,1.7364119161180083,-21405.680997679116
741,287.12859437751007,1.7436469032160073,-21955.654173544335
742,287.12859437751007,1.7508818903140064,-22503.354708182374
743,287.12859437751007,1.7581168774120055,-23048.801301068543
744,287.12859437751007,1.7653518645100046,-23592.012421923686
745,287.12859437751007,1.7725868516080037,-24133.006314458584
