,D,T,G
51389,987.9618072289157,1237.127309236948,-1255572.1004978446
51390,987.9618072289157,1244.0616064257028,-1276885.069990285
51391,987.9618072289157,1250.995903614458,-1298333.5997666835
51392,987.9618072289157,1257.930200803213,-1319916.9320923463
51393,987.9618072289157,1264.864497991968,-1341634.3172496955
51394,987.9618072289157,1271.798795180723,-1363485.0134274727
51395,987.9618072289157,1278.733092369478,-1385468.2866112266
51396,987.9618072289157,1285.667389558233,-1407583.410475032
51397,987.9618072289157,1292.601686746988,-1429829.666274501
51398,987.9618072289157,1299.535983935743,-1452206.342741057
51399,987.9618072289157,1306.4702811244981,-1474712.735977581
51400,987.9618072289157,1313.404578313253,-1497348.1493553072
51401,987.9618072289157,1320.338875502008,-1520111.8934121423
51402,987.9618072289157,1327.2731726907632,-1543003.2857522604
51403,987.9618072289157,1334.2074698795182,-1566021.650947079
51404,987.9618072289157,1341.141767068273,-1589166.320437603
51405,987.9618072289157,1348.076064257028,-1612436.6324380694
51406,987.9618072289157,1355.0103614457832,-1635831.9318410417
51407,987.9618072289157,1361.9446586345382,-1659351.5701237265
51408,987.9618072289157,1368.8789558232932,-1682994.905255806
51409,987.9618072289157,1375.8132530120483,-1706761.3016084528
51410,987.9618072289157,1382.7475502008033,-1730650.1298648047
51411,987.9618072289157,1389.6818473895582,-1754660.7669316982
51412,987.9618072289157,1396.6161445783132,-1778792.5958527855
51413,987.9618072289157,1403.5504417670684,-1803045.0057229116
51414,987.9618072289157,1410.4847389558233,-1827417.391603831
51415,987.9618072289157,1417.4190361445783,-1851909.1544412228
51416,987.9618072289157,1424.3533333333335,-1876519.700982947
51417,987.9618072289157,1431.2876305220884,-1901248.4436986295
51418,987.9618072289157,1438.2219277108434,-1926094.8007004631
51419,987.9618072289157,1445.1562248995986,-1951058.195665267
51420,987.9618072289157,1452.0905220883535,-1976138.0577577744
51421,987.9618072289157,1459.0248192771085,-2001333.8215551423
51422,987.9618072289157,1465.9591164658634,-2026644.9269726535
51423,987.9618072289157,1472.8934136546186,-2052070.819190604
51424,987.9618072289157,1479.8277108433736,-2077610.9485823892
51425,987.9618072289157,1486.7620080321285,-2103264.7706437074
51426,987.9618072289157,1493.6963052208837,-2129031.7459229366
51427,987.9618072289157,1500.6306024096386,-2154911.3399526034
51428,987.9618072289157,1507.5648995983936,-2180903.0231820093
51429,987.9618072289157,1514.4991967871485,-2207006.27091089
51430,987.9618072289157,1521.4334939759037,-2233220.5632242197
51431,987.9618072289157,1528.3677911646587,-2259545.3849279983
51432,987.9618072289157,1535.3020883534136,-2285980.22548617
51433,987.9618072289157,1542.2363855421688,-2312524.5789585104
51434,987.9618072289157,1549.1706827309238,-2339177.943939541
51435,987.9618072289157,1556.1049799196787,-2365939.823498452
51436,987.9618072289157,1563.0392771084337,-2392809.725120008
51437,987.9618072289157,1569.9735742971889,-2419787.1606464107
51438,987.9618072289157,1576.9078714859438,-2446871.646220094
51439,987.9618072289157,1583.8421686746988,-2474062.7022275114
51440,987.9618072289157,1590.776465863454,-2501359.853243784
51441,987.9618072289157,1597.710763052209,-2528762.627978266
51442,987.9618072289157,1604.6450602409639,-2556270.559221047
51443,987.9618072289157,1611.579357429719,-2583883.1837902362
51444,987.9618072289157,1618.513654618474,-2611600.0424802126
51445,987.9618072289157,1625.447951807229,-2639420.6800106284
51446,987.9618072289157,1632.382248995984,-2667344.644976293
51447,987.9618072289157,1639.316546184739,-2695371.4897978697
51448,987.9618072289157,1646.250843373494,-2723500.7706733495
51449,987.9618072289157,1653.185140562249,-2751732.04753033
51450,987.9618072289157,1660.1194377510042,-2780064.883979078
51451,987.9618072289157,1667.0537349397591,-2808498.847266314
51452,987.9618072289157,1673.988032128514,-2837033.508229799
51453,987.9618072289157,1680.922329317269,-2865668.4412535983
