,D,T,G
3906,72.29915662650603,1355.0103614457832,-5080581.416244797
3907,72.29915662650603,1361.9446586345382,-5127219.532786787
3908,72.29915662650603,1368.8789558232932,-5173936.143958624
3909,72.29915662650603,1375.8132530120483,-5220730.944304403
3910,72.29915662650603,1382.7475502008033,-5267603.631943998
3911,72.29915662650603,1389.6818473895582,-5314553.908482526
3912,72.29915662650603,1396.6161445783132,-5361581.47892298
3913,72.29915662650603,1403.5504417670684,-5408686.0515819155
3914,72.29915662650603,1410.4847389558233,-5455867.338008098
3915,72.29915662650603,1417.4190361445783,-5503125.052903927
3916,72.29915662650603,1424.3533333333335,-5550458.914049583
3917,72.29915662650603,1431.2876305220884,-5597868.642229759
3918,72.29915662650603,1438.2219277108434,-5645353.961162878
3919,72.29915662650603,1445.1562248995986,-5692914.597432692
3920,72.29915662650603,1452.0905220883535,-5740550.280422162
3921,72.29915662650603,1459.0248192771085,-5788260.742249562
3922,72.29915662650603,1465.9591164658634,-5836045.7177066775
3923,72.29915662650603,1472.8934136546186,-5883904.944199038
3924,72.29915662650603,1479.8277108433736,-5931838.161688105
3925,72.29915662650603,1486.7620080321285,-5979845.112635339
3926,72.29915662650603,1493.6963052208837,-6027925.541948066
3927,72.29915662650603,1500.6306024096386,-6076079.196927071
3928,72.29915662650603,1507.5648995983936,-6124305.8272158895
3929,72.29915662650603,1514.4991967871485,-6172605.184751673
3930,72.29915662650603,1521.4334939759037,-6220977.023717618
3931,72.29915662650603,1528.3677911646587,-6269421.10049688
3932,72.29915662650603,1535.3020883534136,-6317937.173627918
3933,72.29915662650603,1542.2363855421688,-6366525.0037612235
3934,72.29915662650603,1549.1706827309238,-6415184.353617369
3935,72.29915662650603,1556.1049799196787,-6463914.987946352
3936,72.29915662650603,1563.0392771084337,-6512716.673488153
3937,72.29915662650603,1569.9735742971889,-6561589.178934505
3938,72.29915662650603,1576.9078714859438,-6610532.274891779
3939,72.29915662650603,1583.8421686746988,-6659545.733845003
3940,72.29915662650603,1590.776465863454,-6708629.330122929
3941,72.29915662650603,1597.710763052209,-6757782.8398641255
3942,72.29915662650603,1604.6450602409639,-6807006.040984084
3943,72.29915662650603,1611.579357429719,-6856298.713143239
3944,72.29915662650603,1618.513654618474,-6905660.637715949
3945,72.29915662650603,1625.447951807229,-6955091.597760348
3946,72.29915662650603,1632.382248995984,-7004591.377989057
3947,72.29915662650603,1639.316546184739,-7054159.76474073
3948,72.29915662650603,1646.250843373494,-7103796.545952392
3949,72.29915662650603,1653.185140562249,-7153501.511132556
3950,72.29915662650603,1660.1194377510042,-7203274.451335087
3951,72.29915662650603,1667.0537349397591,-7253115.159133774
3952,72.29915662650603,1673.988032128514,-7303023.42859762
3953,72.29915662650603,1680.922329317269,-7352999.055266783
3954,72.29915662650603,1687.8566265060242,-7403041.8361291755
3955,72.29915662650603,1694.7909236947792,-7453151.569597698
3956,72.29915662650603,1701.7252208835341,-7503328.055488081
3957,72.29915662650603,1708.6595180722893,-7553571.094997286
3958,72.29915662650603,1715.5938152610443,-7603880.490682516
3959,72.29915662650603,1722.5281124497992,-7654256.046440736
3960,72.29915662650603,1729.4624096385544,-7704697.567488769
3961,72.29915662650603,1736.3967068273093,-7755204.860343844
3962,72.29915662650603,1743.3310040160643,-7805777.732804696
3963,72.29915662650603,1750.2653012048193,-7856415.993933132
3964,72.29915662650603,1757.1995983935744,-7907119.454036038
3965,72.29915662650603,1764.1338955823294,-7957887.924647861
3966,72.29915662650603,1771.0681927710843,-8008721.218513517
3967,72.29915662650603,1778.0024899598395,-8059619.149571736
3968,72.29915662650603,1784.9367871485945,-8110581.53293878
3969,72.29915662650603,1791.8710843373494,-8161608.184892591
3970,72.29915662650603,1798.8053815261044,-8212698.922857318
3971,72.29915662650603,1805.7396787148596,-8263853.565388187
3972,72.29915662650603,1812.6739759036145,-8315071.932156751
3973,72.29915662650603,1819.6082730923695,-8366353.843936509
3974,72.29915662650603,1826.5425702811247,-8417699.122588823
3975,72.29915662650603,1833.4768674698796,-8469107.591049163
3976,72.29915662650603,1840.4111646586346,-8520579.073313717
3977,72.29915662650603,1847.3454618473897,-8572113.394426253
3978,72.29915662650603,1854.2797590361447,-8623710.380465295
3979,72.29915662650603,1861.2140562248997,-8675369.858531626
3980,72.29915662650603,1868.1483534136546,-8727091.656735996
3981,72.29915662650603,1875.0826506024098,-8778875.60418718
3982,72.29915662650603,1882.0169477911647,-8830721.530980228
3983,72.29915662650603,1888.9512449799197,-8882629.26818504
3984,72.29915662650603,1895.8855421686749,-8934598.647835141
3985,72.29915662650603,1902.8198393574298,-8986629.502916688
3986,72.29915662650603,1909.7541365461848,-9038721.667357763
3987,72.29915662650603,1916.6884337349397,-9090874.976017853
3988,72.29915662650603,1923.622730923695,-9143089.26467755
3989,72.29915662650603,1930.5570281124499,-9195364.370028468
3990,72.29915662650603,1937.4913253012048,-9247700.129663393
3991,72.29915662650603,1944.42562248996,-9300096.382066607
3992,72.29915662650603,1951.359919678715,-9352552.966604391
3993,72.29915662650603,1958.29421686747,-9405069.723515773
3994,72.29915662650603,1965.2285140562249,-9457646.493903402
3995,72.29915662650603,1972.16281124498,-9510283.119724656
3996,72.29915662650603,1979.097108433735,-9562979.44378286
3997,72.29915662650603,1986.03140562249,-9615735.309718745
3998,72.29915662650603,1992.9657028112451,-9668550.562002016
3999,72.29915662650603,1999.9,-9721425.045923097
4001,77.11843373493977,280.19429718875506,-377.3205333231479
4002,77.11843373493977,287.12859437751007,-1476.0985362099404
4003,77.11843373493977,294.0628915662651,-3276.4077803284085
4004,77.11843373493977,300.99718875502015,-5760.540779148354
4005,77.11843373493977,307.93148594377516,-8912.069878084092
4006,77.11843373493977,314.86578313253017,-12715.587520846573
4007,77.11843373493977,321.8000803212852,-17156.530546930975
4008,77.11843373493977,328.7343775100402,-22221.058041758824
4009,77.11843373493977,335.66867469879526,-27895.964253378148
4010,77.11843373493977,342.60297188755027,-34168.61462827863
4011,77.11843373493977,349.5372690763053,-41026.897048959254
4012,77.11843373493977,356.4715662650603,-48459.183012431815
4013,77.11843373493977,363.4058634538153,-56454.29529678792
4014,77.11843373493977,370.34016064257037,-65001.4798958954
4015,77.11843373493977,377.2744578313253,-74090.38083383565
4016,77.11843373493977,384.2087550200804,-83711.0170226611
4017,77.11843373493977,391.1430522088354,-93853.76068189491
4018,77.11843373493977,398.0773493975904,-104509.31705979913
4019,77.11843373493977,405.0116465863455,-115668.70532646526
4020,77.11843373493977,411.94594377510043,-127323.24058151904
4021,77.11843373493977,418.8802409638555,-139464.51695280033
4022,77.11843373493977,425.8145381526105,-152084.3917732012
4023,77.11843373493977,432.7488353413655,-165174.970821895
4024,77.11843373493977,439.68313253012053,-178728.5946068135
4025,77.11843373493977,446.61742971887554,-192737.82565419364
4026,77.11843373493977,453.5517269076306,-207195.43675986215
4027,77.11843373493977,460.48602409638556,-222094.4001465929
4028,77.11843373493977,467.42032128514063,-237427.87746381192
4029,77.11843373493977,474.35461847389564,-253189.21055995012
4030,77.11843373493977,481.28891566265065,-269371.9129539806
4031,77.11843373493977,488.2232128514057,-285969.6619307617
4032,77.11843373493977,495.1575100401607,-302976.2911852587
4033,77.11843373493977,502.09180722891574,-320385.78394268936
4034,77.11843373493977,509.02610441767075,-338192.2664851686
4035,77.11843373493977,515.9604016064258,-356390.00202387915
4036,77.11843373493977,522.8946987951808,-374973.3848555103
4037,77.11843373493977,529.8289959839358,-393936.93475658074
4038,77.11843373493977,536.7632931726909,-413275.2915587625
4039,77.11843373493977,543.6975903614459,-432983.20984979044
4040,77.11843373493977,550.6318875502009,-453055.55371485476
4041,77.11843373493977,557.5661847389558,-473487.29136973317
4042,77.11843373493977,564.5004819277109,-494273.48939331714
4043,77.11843373493977,571.434779116466,-515409.3059795329
4044,77.11843373493977,578.3690763052209,-536889.9820987511
4045,77.11843373493977,585.303373493976,-558710.8285951876
4046,77.11843373493977,592.237670682731,-580867.2062094714
4047,77.11843373493977,599.171967871486,-603354.4957187735
4048,77.11843373493977,606.106265060241,-629901.6974389396
4049,77.11843373493977,613.040562248996,-662026.819535341
4050,77.11843373493977,619.9748594377511,-694549.5118782207
4051,77.11843373493977,626.909156626506,-727431.9528726642
4052,77.11843373493977,633.8434538152611,-760646.5384531697
4053,77.11843373493977,640.7777510040162,-794171.7312287324
4054,77.11843373493977,647.7120481927711,-827989.8489445038
4055,77.11843373493977,654.6463453815261,-862085.8423641374
4056,77.11843373493977,661.5806425702813,-896446.5866092143
4057,77.11843373493977,668.5149397590362,-931060.4454157953
4058,77.11843373493977,675.4492369477912,-965916.9852822247
4059,77.11843373493977,682.3835341365462,-1001006.7755382756
4060,77.11843373493977,689.3178313253013,-1036321.2403049119
4061,77.11843373493977,696.2521285140563,-1071852.5436746445
4062,77.11843373493977,703.1864257028113,-1107593.4974581944
4063,77.11843373493977,710.1207228915664,-1143537.4851227722
4064,77.11843373493977,717.0550200803214,-1179678.3978994277
4065,77.11843373493977,723.9893172690763,-1216010.5803768362
4066,77.11843373493977,730.9236144578314,-1252528.783696489
4067,77.11843373493977,737.8579116465864,-1289228.124964009
4068,77.11843373493977,744.7922088353414,-1326104.0518215569
4069,77.11843373493977,751.7265060240965,-1363152.311355706
4070,77.11843373493977,758.6608032128515,-1400368.9226812394
4071,77.11843373493977,765.5951004016065,-1437750.1526657264
4072,77.11843373493977,772.5293975903614,-1475292.4943551808
4073,77.11843373493977,779.4636947791166,-1512992.6477359291
4074,77.11843373493977,786.3979919678716,-1550847.502527349
4075,77.11843373493977,793.3322891566265,-1588854.1227480003
4076,77.11843373493977,800.2665863453817,-1627009.732836701
4077,77.11843373493977,807.2008835341367,-1665311.7051420172
4078,77.11843373493977,814.1351807228916,-1703757.5486201493
4079,77.11843373493977,821.0694779116466,-1742344.8986031297
4080,77.11843373493977,828.0037751004018,-1781071.507517765
4081,77.11843373493977,834.9380722891567,-1819935.2364512663
4082,77.11843373493977,841.8723694779117,-1858934.0474727482
4083,77.11843373493977,848.8066666666668,-1898065.9966309725
4084,77.11843373493977,855.7409638554218,-1937329.227558384
4085,77.11843373493977,862.6752610441768,-1976721.9656197943
4086,77.11843373493977,869.6095582329317,-2016242.5125511705
4087,77.11843373493977,876.5438554216869,-2055889.2415402716
4088,77.11843373493977,883.4781526104418,-2095660.592706243
4089,77.11843373493977,890.4124497991968,-2135555.0689400514
4090,77.11843373493977,897.346746987952,-2175571.232071715
4091,77.11843373493977,904.2810441767069,-2215707.6993339886
4092,77.11843373493977,911.2153413654619,-2255963.1400953447
4093,77.11843373493977,918.1496385542168,-2296336.2728378824
4094,77.11843373493977,925.083935742972,-2336825.8623583503
4095,77.11843373493977,932.018232931727,-2377430.7171726334
4096,77.11843373493977,938.9525301204819,-2418149.687106079
4097,77.11843373493977,945.8868273092371,-2458981.6610536934
4098,77.11843373493977,952.8211244979921,-2499925.564895898
4099,77.11843373493977,959.755421686747,-2540980.359556853
4100,77.11843373493977,966.6897188755022,-2582145.039193605
4101,77.11843373493977,973.6240160642571,-2623418.629505452
4102,77.11843373493977,980.5583132530121,-2664800.186153885
4103,77.11843373493977,987.492610441767,-2706288.7932843473
4104,77.11843373493977,994.4269076305222,-2747883.562141894
4105,77.11843373493977,1001.3612048192772,-2789583.629773474
4106,77.11843373493977,1008.2955020080321,-2831388.1578103146
4107,77.11843373493977,1015.2297991967873,-2873296.3313243343
4108,77.11843373493977,1022.1640963855423,-2915307.3577531436
4109,77.11843373493977,1029.0983935742972,-2957420.465888628
4110,77.11843373493977,1036.0326907630522,-2999634.9049245045
4111,77.11843373493977,1042.9669879518074,-3041949.9435586752
4112,77.11843373493977,1049.9012851405623,-3084364.869146517
4113,77.11843373493977,1056.8355823293173,-3126878.986901608
4114,77.11843373493977,1063.7698795180725,-3169491.619140607
4115,77.11843373493977,1070.7041767068274,-3212202.1045693257
4116,77.11843373493977,1077.6384738955824,-3255009.797607259
4117,77.11843373493977,1084.5727710843375,-3297914.0677480227
4118,77.11843373493977,1091.5070682730925,-3340914.298953376
4119,77.11843373493977,1098.4413654618475,-3384009.889078688
4120,77.11843373493977,1105.3756626506024,-3427200.249327825
4121,77.11843373493977,1112.3099598393576,-3470484.8037356655
4122,77.11843373493977,1119.2442570281125,-3513862.988676483
4123,77.11843373493977,1126.1785542168675,-3557334.2523966813
4124,77.11843373493977,1133.1128514056227,-3600898.054570349
4125,77.11843373493977,1140.0471485943776,-3644553.865876324
4126,77.11843373493977,1146.9814457831326,-3688301.1675954955
4127,77.11843373493977,1153.9157429718875,-3732139.4512271397
4128,77.11843373493977,1160.8500401606427,-3776068.218123231
4129,77.11843373493977,1167.7843373493977,-3820086.979139683
4130,77.11843373493977,1174.7186345381526,-3864195.254303587
4131,77.11843373493977,1181.6529317269078,-3908392.572495551
4132,77.11843373493977,1188.5872289156628,-3952678.4711463037
4133,77.11843373493977,1195.5215261044177,-3997052.4959468143
4134,77.11843373493977,1202.455823293173,-4041514.2005711733
4135,77.11843373493977,1209.3901204819279,-4086063.1464115707
4136,77.11843373493977,1216.3244176706828,-4130698.902324746
4137,77.11843373493977,1223.2587148594378,-4175421.0443892917
4138,77.11843373493977,1230.193012048193,-4220229.155673266
4139,77.11843373493977,1237.127309236948,-4265122.826011592
4140,77.11843373493977,1244.0616064257028,-4310101.651792727
4141,77.11843373493977,1250.995903614458,-4355165.23575419
4142,77.11843373493977,1257.930200803213,-4400313.186786431
4143,77.11843373493977,1264.864497991968,-4445545.119744717
4144,77.11843373493977,1271.798795180723,-4490860.6552685825
4145,77.11843373493977,1278.733092369478,-4536259.419608518
4146,77.11843373493977,1285.667389558233,-4581741.044459525
4147,77.11843373493977,1292.601686746988,-4627305.166801237
4148,77.11843373493977,1299.535983935743,-4672951.428744296
4149,77.11843373493977,1306.4702811244981,-4718679.477382662
4150,77.11843373493977,1313.404578313253,-4764488.964651624
4151,77.11843373493977,1320.338875502008,-4810379.547191243
4152,77.11843373493977,1327.2731726907632,-4856350.886214946
4153,77.11843373493977,1334.2074698795182,-4902402.647383101
4154,77.11843373493977,1341.141767068273,-4948534.500681292
4155,77.11843373493977,1348.076064257028,-4994746.120303118
4156,77.11843373493977,1355.0103614457832,-5041037.184537314
4157,77.11843373493977,1361.9446586345382,-5087407.375658999
4158,77.11843373493977,1368.8789558232932,-5133856.37982489
4159,77.11843373493977,1375.8132530120483,-5180383.886972271
4160,77.11843373493977,1382.7475502008033,-5226989.590721607
4161,77.11843373493977,1389.6818473895582,-5273673.188282616
4162,77.11843373493977,1396.6161445783132,-5320434.380363671
4163,77.11843373493977,1403.5504417670684,-5367272.871084378
4164,77.11843373493977,1410.4847389558233,-5414188.367891206
4165,77.11843373493977,1417.4190361445783,-5461180.581476053
4166,77.11843373493977,1424.3533333333335,-5508249.225697607
4167,77.11843373493977,1431.2876305220884,-5555394.017505396
4168,77.11843373493977,1438.2219277108434,-5602614.676866455
4169,77.11843373493977,1445.1562248995986,-5649910.926694426
4170,77.11843373493977,1452.0905220883535,-5697282.492781062
4171,77.11843373493977,1459.0248192771085,-5744729.103730027
4172,77.11843373493977,1465.9591164658634,-5792250.490892876
4173,77.11843373493977,1472.8934136546186,-5839846.388307152
4174,77.11843373493977,1479.8277108433736,-5887516.532636508
4175,77.11843373493977,1486.7620080321285,-5935260.663112783
4176,77.11843373493977,1493.6963052208837,-5983078.521479954
4177,77.11843373493977,1500.6306024096386,-6030969.851939876
4178,77.11843373493977,1507.5648995983936,-6078934.401099769
4179,77.11843373493977,1514.4991967871485,-6126971.917921387
4180,77.11843373493977,1521.4334939759037,-6175082.153671742
4181,77.11843373493977,1528.3677911646587,-6223264.861875443
4182,77.11843373493977,1535.3020883534136,-6271519.7982684495
4183,77.11843373493977,1542.2363855421688,-6319846.720753321
4184,77.11843373493977,1549.1706827309238,-6368245.389355799
4185,77.11843373493977,1556.1049799196787,-6416715.566182743
4186,77.11843373493977,1563.0392771084337,-6465257.015381336
4187,77.11843373493977,1569.9735742971889,-6513869.503099528
4188,77.11843373493977,1576.9078714859438,-6562552.797447658
4189,77.11843373493977,1583.8421686746988,-6611306.668461238
4190,77.11843373493977,1590.776465863454,-6660130.888064824
4191,77.11843373493977,1597.710763052209,-6709025.230036958
4192,77.11843373493977,1604.6450602409639,-6757989.469976153
4193,77.11843373493977,1611.579357429719,-6807023.385267839
4194,77.11843373493977,1618.513654618474,-6856126.755052289
4195,77.11843373493977,1625.447951807229,-6905299.360193449
4196,77.11843373493977,1632.382248995984,-6954540.983248683
4197,77.11843373493977,1639.316546184739,-7003851.4084393475
4198,77.11843373493977,1646.250843373494,-7053230.421622214
4199,77.11843373493977,1653.185140562249,-7102677.810261685
4200,77.11843373493977,1660.1194377510042,-7152193.363402794
4201,77.11843373493977,1667.0537349397591,-7201776.871644929
4202,77.11843373493977,1673.988032128514,-7251428.127116308
4203,77.11843373493977,1680.922329317269,-7301146.923449124
4204,77.11843373493977,1687.8566265060242,-7350933.05575538
4205,77.11843373493977,1694.7909236947792,-7400786.320603368
4206,77.11843373493977,1701.7252208835341,-7450706.5159947835
4207,77.11843373493977,1708.6595180722893,-7500693.441342437
4208,77.11843373493977,1715.5938152610443,-7550746.897448561
4209,77.11843373493977,1722.5281124497992,-7600866.686483685
4210,77.11843373493977,1729.4624096385544,-7651052.611966066
4211,77.11843373493977,1736.3967068273093,-7701304.478741627
4212,77.11843373493977,1743.3310040160643,-7751622.092964447
4213,77.11843373493977,1750.2653012048193,-7802005.262077716
4214,77.11843373493977,1757.1995983935744,-7852453.794795187
4215,77.11843373493977,1764.1338955823294,-7902967.501083094
4216,77.11843373493977,1771.0681927710843,-7953546.192142509
4217,77.11843373493977,1778.0024899598395,-8004189.680392163
4218,77.11843373493977,1784.9367871485945,-8054897.779451649
4219,77.11843373493977,1791.8710843373494,-8105670.304125074
4220,77.11843373493977,1798.8053815261044,-8156507.07038509
4221,77.11843373493977,1805.7396787148596,-8207407.895357297
4222,77.11843373493977,1812.6739759036145,-8258372.597305031
4223,77.11843373493977,1819.6082730923695,-8309400.995614527
4224,77.11843373493977,1826.5425702811247,-8360492.910780414
4225,77.11843373493977,1833.4768674698796,-8411648.164391523
4226,77.11843373493977,1840.4111646586346,-8462866.579117088
4227,77.11843373493977,1847.3454618473897,-8514147.978693193
4228,77.11843373493977,1854.2797590361447,-8565492.187909583
4229,77.11843373493977,1861.2140562248997,-8616899.032596752
4230,77.11843373493977,1868.1483534136546,-8668368.339613304
4231,77.11843373493977,1875.0826506024098,-8719899.936833618
4232,77.11843373493977,1882.0169477911647,-8771493.653135786
4233,77.11843373493977,1888.9512449799197,-8823149.318389801
4234,77.11843373493977,1895.8855421686749,-8874866.763446024
4235,77.11843373493977,1902.8198393574298,-8926645.820123851
4236,77.11843373493977,1909.7541365461848,-8978486.321200691
4237,77.11843373493977,1916.6884337349397,-9030388.10040112
4238,77.11843373493977,1923.622730923695,-9082350.992386302
4239,77.11843373493977,1930.5570281124499,-9134374.832743594
4240,77.11843373493977,1937.4913253012048,-9186459.457976406
4241,77.11843373493977,1944.42562248996,-9238604.70549424
4242,77.11843373493977,1951.359919678715,-9290810.413602931
4243,77.11843373493977,1958.29421686747,-9343076.421495117
4244,77.11843373493977,1965.2285140562249,-9395402.569240851
4245,77.11843373493977,1972.16281124498,-9447788.697778454
4246,77.11843373493977,1979.097108433735,-9500234.648905478
4247,77.11843373493977,1986.03140562249,-9552740.265269928
4248,77.11843373493977,1992.9657028112451,-9605305.390361592
4249,77.11843373493977,1999.9,-9657929.868503546
4251,81.93771084337351,280.19429718875506,-377.32053332314786
4252,81.93771084337351,287.12859437751007,-1476.0985362099398
4253,81.93771084337351,294.0628915662651,-3276.4077803284076
4254,81.93771084337351,300.99718875502015,-5760.540779148353
4255,81.93771084337351,307.93148594377516,-8912.069878084094
4256,81.93771084337351,314.86578313253017,-12715.587520846571
4257,81.93771084337351,321.8000803212852,-17156.530546930975
4258,81.93771084337351,328.7343775100402,-22221.058041758824
4259,81.93771084337351,335.66867469879526,-27895.964253378148
4260,81.93771084337351,342.60297188755027,-34168.61462827863
4261,81.93771084337351,349.5372690763053,-41026.897048959254
4262,81.93771084337351,356.4715662650603,-48459.183012431815
4263,81.93771084337351,363.4058634538153,-56454.295296787925
4264,81.93771084337351,370.34016064257037,-65001.47989589542
4265,81.93771084337351,377.2744578313253,-74090.38083383565
4266,81.93771084337351,384.2087550200804,-83711.0170226611
4267,81.93771084337351,391.1430522088354,-93853.76068189491
4268,81.93771084337351,398.0773493975904,-104509.31705979913
4269,81.93771084337351,405.0116465863455,-115668.70532646532
4270,81.93771084337351,411.94594377510043,-127323.24058151904
4271,81.93771084337351,418.8802409638555,-139464.51695280033
4272,81.93771084337351,425.8145381526105,-152084.39177320135
4273,81.93771084337351,432.7488353413655,-165174.9708218952
4274,81.93771084337351,439.68313253012053,-178728.59460681386
4275,81.93771084337351,446.61742971887554,-192737.82565419402
4276,81.93771084337351,453.5517269076306,-207195.43675986244
4277,81.93771084337351,460.48602409638556,-222094.4001465931
4278,81.93771084337351,467.42032128514063,-237427.87746381207
4279,81.93771084337351,474.35461847389564,-253189.21055995018
4280,81.93771084337351,481.28891566265065,-269371.9129539806
4281,81.93771084337351,488.2232128514057,-285969.66193076165
4282,81.93771084337351,495.1575100401607,-302976.29118525836
4283,81.93771084337351,502.09180722891574,-320385.78394268936
4284,81.93771084337351,509.02610441767075,-338192.2664851664
4285,81.93771084337351,515.9604016064258,-356390.0020238792
4286,81.93771084337351,522.8946987951808,-374973.3848555103
4287,81.93771084337351,529.8289959839358,-393936.9347565807
4288,81.93771084337351,536.7632931726909,-413275.29155876255
4289,81.93771084337351,543.6975903614459,-432983.2098497905
4290,81.93771084337351,550.6318875502009,-453055.5537148547
4291,81.93771084337351,557.5661847389558,-473487.29136973317
4292,81.93771084337351,564.5004819277109,-494273.48939331714
4293,81.93771084337351,571.434779116466,-515409.30597953266
4294,81.93771084337351,578.3690763052209,-536889.9820987511
4295,81.93771084337351,585.303373493976,-558710.8285951876
4296,81.93771084337351,592.237670682731,-580867.2062094714
4297,81.93771084337351,599.171967871486,-603354.4957186979
4298,81.93771084337351,606.106265060241,-626168.0627729484
4299,81.93771084337351,613.040562248996,-657264.6588995049
4300,81.93771084337351,619.9748594377511,-689311.2759755793
4301,81.93771084337351,626.909156626506,-721736.7459212283
4302,81.93771084337351,633.8434538152611,-754508.8674765233
4303,81.93771084337351,640.7777510040162,-787603.3356239761
4304,81.93771084337351,647.7120481927711,-821000.6818528782
4305,81.93771084337351,654.6463453815261,-854684.6178188499
4306,81.93771084337351,661.5806425702813,-888641.0999790913
4307,81.93771084337351,668.5149397590362,-922857.7722869392
4308,81.93771084337351,675.4492369477912,-957323.6128260555
4309,81.93771084337351,682.3835341365462,-992028.6947004569
4310,81.93771084337351,689.3178313253013,-1026964.0140622567
4311,81.93771084337351,696.2521285140563,-1062121.3598435891
4312,81.93771084337351,703.1864257028113,-1097493.2109730756
4313,81.93771084337351,710.1207228915664,-1133072.6527753372
4314,81.93771084337351,717.0550200803214,-1168853.3074560722
4315,81.93771084337351,723.9893172690763,-1204829.2753653235
4316,81.93771084337351,730.9236144578314,-1240995.08477258
4317,81.93771084337351,737.8579116465864,-1277345.6485232946
4318,81.93771084337351,744.7922088353414,-1313876.226356517
4319,81.93771084337351,751.7265060240965,-1350582.3919420547
4320,81.93771084337351,758.6608032128515,-1387460.003893668
4321,81.93771084337351,765.5951004016065,-1424505.1801609076
4322,81.93771084337351,772.5293975903614,-1461714.2753128714
4323,81.93771084337351,779.4636947791166,-1499083.8603130276
4324,81.93771084337351,786.3979919678716,-1536610.7044518169
4325,81.93771084337351,793.3322891566265,-1574291.7591577778
4326,81.93771084337351,800.2665863453817,-1612124.1434514932
4327,81.93771084337351,807.2008835341367,-1650105.130842142
4328,81.93771084337351,814.1351807228916,-1688232.1374956144
4329,81.93771084337351,821.0694779116466,-1726502.7115272062
4330,81.93771084337351,828.0037751004018,-1764914.5232920395
4331,81.93771084337351,834.9380722891567,-1803465.3565631374
4332,81.93771084337351,841.8723694779117,-1842153.1005013362
4333,81.93771084337351,848.8066666666668,-1880975.7423332043
4334,81.93771084337351,855.7409638554218,-1919931.3606634499
4335,81.93771084337351,862.6752610441768,-1959018.119357126
4336,81.93771084337351,869.6095582329317,-1998234.2619344613
4337,81.93771084337351,876.5438554216869,-2037578.106427786
4338,81.93771084337351,883.4781526104418,-2077048.0406556579
4339,81.93771084337351,890.4124497991968,-2116642.517874337
4340,81.93771084337351,897.346746987952,-2156360.0527709937
4341,81.93771084337351,904.2810441767069,-2196199.2177669513
4342,81.93771084337351,911.2153413654619,-2236158.6396025824
4343,81.93771084337351,918.1496385542168,-2276236.996178367
4344,81.93771084337351,925.083935742972,-2316433.013629352
4345,81.93771084337351,932.018232931727,-2356745.4636124535
4346,81.93771084337351,938.9525301204819,-2397173.16078817
4347,81.93771084337351,945.8868273092371,-2437714.9604800553
4348,81.93771084337351,952.8211244979921,-2478369.7564969365
4349,81.93771084337351,959.755421686747,-2519136.4791043275
4350,81.93771084337351,966.6897188755022,-2560014.0931327534
4351,81.93771084337351,973.6240160642571,-2601001.596211865
4352,81.93771084337351,980.5583132530121,-2642098.017120291
4353,81.93771084337351,987.492610441767,-2683302.41424204
4354,81.93771084337351,994.4269076305222,-2724613.8741211686
4355,81.93771084337351,1001.3612048192772,-2766031.5101071144
4356,81.93771084337351,1008.2955020080321,-2807554.46108384
4357,81.93771084337351,1015.2297991967873,-2849181.8902764553
4358,81.93771084337351,1022.1640963855423,-2890912.9841296105
4359,81.93771084337351,1029.0983935742972,-2932746.951252406
4360,81.93771084337351,1036.0326907630522,-2974683.021425015
4361,81.93771084337351,1042.9669879518074,-3016720.444662628
4362,81.93771084337351,1049.9012851405623,-3058858.4903326794
4363,81.93771084337351,1056.8355823293173,-3101096.446321688
4364,81.93771084337351,1063.7698795180725,-3143433.6182482834
4365,81.93771084337351,1070.7041767068274,-3185869.328719291
4366,81.93771084337351,1077.6384738955824,-3228402.9166260487
4367,81.93771084337351,1084.5727710843375,-3271033.7364782435
4368,81.93771084337351,1091.5070682730925,-3313761.1577728624
4369,81.93771084337351,1098.4413654618475,-3356584.5643960033
4370,81.93771084337351,1105.3756626506024,-3399503.354055433
4371,81.93771084337351,1112.3099598393576,-3442516.937742003
4372,81.93771084337351,1119.2442570281125,-3485624.739218093
4373,81.93771084337351,1126.1785542168675,-3528826.1945314854
4374,81.93771084337351,1133.1128514056227,-3572120.751553072
4375,81.93771084337351,1140.0471485943776,-3615507.8695370187
4376,81.93771084337351,1146.9814457831326,-3658987.018702046
4377,81.93771084337351,1153.9157429718875,-3702557.6798325926
4378,81.93771084337351,1160.8500401606427,-3746219.343898722
4379,81.93771084337351,1167.7843373493977,-3789971.511693692
4380,81.93771084337351,1174.7186345381526,-3833813.6934882286
4381,81.93771084337351,1181.6529317269078,-3877745.4087005206
4382,81.93771084337351,1188.5872289156628,-3921766.1855811193
4383,81.93771084337351,1195.5215261044177,-3965875.560911899
4384,81.93771084337351,1202.455823293173,-4010073.0797183476
4385,81.93771084337351,1209.3901204819279,-4054358.2949944343
4386,81.93771084337351,1216.3244176706828,-4098730.7674394636
4387,81.93771084337351,1223.2587148594378,-4143190.065206205
4388,81.93771084337351,1230.193012048193,-4187735.7636597743
4389,81.93771084337351,1237.127309236948,-4232367.445146708
4390,81.93771084337351,1244.0616064257028,-4277084.698773698
4391,81.93771084337351,1250.995903614458,-4321887.12019551
4392,81.93771084337351,1257.930200803213,-4366774.311411636
4393,81.93771084337351,1264.864497991968,-4411745.880571244
4394,81.93771084337351,1271.798795180723,-4456801.441786031
4395,81.93771084337351,1278.733092369478,-4501940.614950583
4396,81.93771084337351,1285.667389558233,-4547163.025569876
