,T,P,G
374,280.19429718875506,497992274.92751044,457484.0718419971
375,280.19429718875506,502008336.7272904,460950.73080901726
376,280.19429718875506,506024398.5270703,464414.76608404925
377,280.19429718875506,510040460.32685024,467876.19219160493
378,280.19429718875506,514056522.1266301,471335.02349658863
379,280.19429718875506,518072583.92641,474791.27420669125
380,280.19429718875506,522088645.72619,478244.9583752543
381,280.19429718875506,526104707.52596986,481696.08990378096
382,280.19429718875506,530120769.3257498,485144.6825445253
383,280.19429718875506,534136831.1255297,488590.74990283995
384,280.19429718875506,538152892.9253097,492034.3054397896
385,280.19429718875506,542168954.7250896,495475.3624743709
386,280.19429718875506,546185016.5248694,498913.93418600975
387,280.19429718875506,550201078.3246493,502350.03361658024
388,280.19429718875506,554217140.1244292,505783.67367289675
389,280.19429718875506,558233201.9242092,509214.8671287196
390,280.19429718875506,562249263.7239891,512643.62662697583
391,280.19429718875506,566265325.523769,516069.96468182205
392,280.19429718875506,570281387.3235489,519493.8936806933
393,280.19429718875506,574297449.1233288,522915.42588621227
394,280.19429718875506,578313510.9231088,526334.5734383662
395,280.19429718875506,582329572.7228887,529751.3483562155
396,280.19429718875506,586345634.5226686,533165.7625398409
397,280.19429718875506,590361696.3224485,536577.8277722545
398,280.19429718875506,594377758.1222284,539987.555721106
399,280.19429718875506,598393819.9220084,543394.9579403895
400,280.19429718875506,602409881.7217883,546800.0458724946
401,280.19429718875506,606425943.5215682,550202.8308494808
402,280.19429718875506,610442005.3213481,553603.3240949848
403,280.19429718875506,614458067.121128,557001.5367258195
404,280.19429718875506,618474128.920908,560397.4797535277
405,280.19429718875506,622490190.7206879,563791.1640859572
406,280.19429718875506,626506252.5204678,567182.6005287461
407,280.19429718875506,630522314.3202477,570571.7997869749
408,280.19429718875506,634538376.1200275,573958.772466493
409,280.19429718875506,638554437.9198076,577343.5290755378
410,280.19429718875506,642570499.7195874,580726.0800253552
411,280.19429718875506,646586561.5193673,584106.4356330272
412,280.19429718875506,650602623.3191472,587484.6061217565
413,280.19429718875506,654618685.1189271,590860.6016224184
414,280.19429718875506,658634746.9187071,594234.4321750781
415,280.19429718875506,662650808.718487,597606.1077299875
416,280.19429718875506,666666870.5182669,600975.6381490411
417,280.19429718875506,670682932.3180468,604343.0332070119
418,280.19429718875506,674698994.1178267,607708.3025925639
419,280.19429718875506,678715055.9176067,611071.4559096952
420,280.19429718875506,682731117.7173866,614432.5026786902
421,280.19429718875506,686747179.5171665,617791.4523374577
422,280.19429718875506,690763241.3169464,621148.314242425
423,280.19429718875506,694779303.1167263,624503.0976698885
424,280.19429718875506,698795364.9165063,627855.8118168629
425,280.19429718875506,702811426.7162862,631206.4658023095
426,280.19429718875506,706827488.5160661,634555.0686680354
427,280.19429718875506,710843550.315846,637901.6293798777
428,280.19429718875506,714859612.1156259,641246.1568285507
429,280.19429718875506,718875673.9154059,644588.659830753
430,280.19429718875506,722891735.7151858,647929.1471300197
431,280.19429718875506,726907797.5149657,651267.6273977996
432,280.19429718875506,730923859.3147455,654604.109234194
433,280.19429718875506,734939921.1145254,657938.6011691708
434,280.19429718875506,738955982.9143054,661271.1116631657
435,280.19429718875506,742972044.7140853,664601.6491081156
436,280.19429718875506,746988106.5138652,667930.2218282819
437,280.19429718875506,751004168.3136451,671256.838081182
438,280.19429718875506,755020230.113425,674581.506058314
439,280.19429718875506,759036291.913205,677904.2338860208
440,280.19429718875506,763052353.7129849,681225.0296263426
441,280.19429718875506,767068415.5127648,684543.9012777569
442,280.19429718875506,771084477.3125447,687860.856776001
443,280.19429718875506,775100539.1123246,691175.9039947802
444,280.19429718875506,779116600.9121046,694489.0507466173
445,280.19429718875506,783132662.7118845,697800.3047834899
446,280.19429718875506,787148724.5116644,701109.6737975951
447,280.19429718875506,791164786.3114443,704417.1654221423
448,280.19429718875506,795180848.1112242,707722.7872319311
449,280.19429718875506,799196909.9110042,711026.546744148
450,280.19429718875506,803212971.7107841,714328.4514189789
451,280.19429718875506,807229033.510564,717628.5086603408
452,280.19429718875506,811245095.3103439,720926.7258164935
453,280.19429718875506,815261157.1101238,724223.1101806955
454,280.19429718875506,819277218.9099038,727517.6689918432
455,280.19429718875506,823293280.7096837,730810.4094351244
456,280.19429718875506,827309342.5094635,734101.3386426001
457,280.19429718875506,831325404.3092434,737390.4636938488
458,280.19429718875506,835341466.1090233,740677.7916165259
459,280.19429718875506,839357527.9088033,743963.3293869708
460,280.19429718875506,843373589.7085832,747247.0839307797
461,280.19429718875506,847389651.5083631,750529.0621234098
462,280.19429718875506,851405713.308143,753809.2707906606
463,280.19429718875506,855421775.1079229,757087.7167093036
464,280.19429718875506,859437836.9077029,760364.4066075913
465,280.19429718875506,863453898.7074828,763639.3471658366
466,280.19429718875506,867469960.5072627,766912.545016821
467,280.19429718875506,871486022.3070426,770184.0067464226
468,280.19429718875506,875502084.1068225,773453.7388941238
469,280.19429718875506,879518145.9066025,776721.7479534778
470,280.19429718875506,883534207.7063824,779988.0403725805
471,280.19429718875506,887550269.5061623,783252.6225546
472,280.19429718875506,891566331.3059422,786515.5008583186
473,280.19429718875506,895582393.1057221,789776.6815983697
474,280.19429718875506,899598454.9055021,793036.1710460294
475,280.19429718875506,903614516.705282,796293.9754294067
476,280.19429718875506,907630578.5050619,799550.1009340844
477,280.19429718875506,911646640.3048418,802804.5537033537
478,280.19429718875506,915662702.1046216,806057.3398389175
479,280.19429718875506,919678763.9044017,809308.465401135
480,280.19429718875506,923694825.7041816,812557.9364094598
481,280.19429718875506,927710887.5039614,815805.7588429222
482,280.19429718875506,931726949.3037413,819051.9386405193
483,280.19429718875506,935743011.1035212,822296.4817016381
484,280.19429718875506,939759072.9033012,825539.3938864322
485,280.19429718875506,943775134.7030811,828780.6810161696
486,280.19429718875506,947791196.502861,832020.3488737686
487,280.19429718875506,951807258.3026409,835258.4032040532
488,280.19429718875506,955823320.1024208,838494.8497141405
489,280.19429718875506,959839381.9022008,841729.6940739051
490,280.19429718875506,963855443.7019807,844962.9419162468
491,280.19429718875506,967871505.5017606,848194.5988375221
492,280.19429718875506,971887567.3015405,851424.6703753626
493,280.19429718875506,975903629.1013204,854653.1621017156
494,280.19429718875506,979919690.9011004,857880.0794798943
495,280.19429718875506,983935752.7008803,861105.4279636274
496,280.19429718875506,987951814.5006602,864329.2129716469
497,280.19429718875506,991967876.3004401,867551.4398883333
498,280.19429718875506,995983938.10022,870772.1140638484
499,280.19429718875506,999999999.9,873991.240814501
501,287.12859437751007,4016673.554580813,2538.4071291750893
502,287.12859437751007,8032735.3543607285,6546.413770234566
503,287.12859437751007,12048797.154140644,10547.026761650835
504,287.12859437751007,16064858.95392056,14540.335574400737
505,287.12859437751007,20080920.753700476,18526.428037939924
506,287.12859437751007,24096982.55348039,22505.39039214731
507,287.12859437751007,28113044.35326031,26477.307333966237
508,287.12859437751007,32129106.153040223,30442.26206307732
509,287.12859437751007,36145167.95282014,34400.33632087055
510,287.12859437751007,40161229.75260005,38351.61042911507
511,287.12859437751007,44177291.552379966,42296.16332408723
512,287.12859437751007,48193353.35215988,46234.072589704025
513,287.12859437751007,52209415.151939794,50165.41448742576
514,287.12859437751007,56225476.951719716,54090.26398523179
515,287.12859437751007,60241538.75149963,58008.69478362041
516,287.12859437751007,64257600.551279545,61920.779340982685
517,287.12859437751007,68273662.35105947,65826.5888983426
518,287.12859437751007,72289724.15083939,69726.1935010551
519,287.12859437751007,76305785.9506193,73619.66202106173
520,287.12859437751007,80321847.75039922,77507.06217753357
521,287.12859437751007,84337909.55017912,81388.46055698607
522,287.12859437751007,88353971.34995905,85263.92263322919
523,287.12859437751007,92370033.14973897,89133.51278508625
524,287.12859437751007,96386094.94951887,92997.29431576963
525,287.12859437751007,100402156.7492988,96855.3294675809
526,287.12859437751007,104418218.5490787,100707.67945006827
527,287.12859437751007,108434280.34885862,104554.40444210256
528,287.12859437751007,112450342.14863855,108395.56361878339
529,287.12859437751007,116466403.94841845,112231.21516541929
530,287.12859437751007,120482465.74819838,116061.41629366014
531,287.12859437751007,124498527.54797828,119886.22325898556
532,287.12859437751007,128514589.3477582,123705.69137519549
533,287.12859437751007,132530651.14753813,127519.87503164707
534,287.12859437751007,136546712.94731802,131328.82770814953
535,287.12859437751007,140562774.74709794,135132.6019911227
536,287.12859437751007,144578836.54687786,138931.2495887276
537,287.12859437751007,148594898.34665775,142724.82134608887
538,287.12859437751007,152610960.14643767,146513.3672606692
539,287.12859437751007,156627021.9462176,150296.93649760247
540,287.12859437751007,160643083.74599752,154075.57740363883
541,287.12859437751007,164659145.54577744,157849.33752299022
542,287.12859437751007,168675207.34555733,161618.26361096557
543,287.12859437751007,172691269.14533725,165382.40164910565
544,287.12859437751007,176707330.94511718,169141.79685895395
545,287.12859437751007,180723392.7448971,172896.493716393
546,287.12859437751007,184739454.54467702,176646.53596544696
547,287.12859437751007,188755516.3444569,180391.9666325723
548,287.12859437751007,192771578.14423683,184132.82803917953
549,287.12859437751007,196787639.94401675,187869.161816073
550,287.12859437751007,200803701.74379668,191601.0089163687
551,287.12859437751007,204819763.5435766,195328.40962827072
552,287.12859437751007,208835825.3433565,199051.4035881812
553,287.12859437751007,212851887.1431364,202770.02979333946
554,287.12859437751007,216867948.94291633,206484.32661426903
555,287.12859437751007,220884010.74269626,210194.3318069195
556,287.12859437751007,224900072.54247618,213900.0825250039
557,287.12859437751007,228916134.34225607,217601.61533168296
558,287.12859437751007,232932196.142036,221298.9662113791
559,287.12859437751007,236948257.9418159,224992.17058091925
560,287.12859437751007,240964319.74159583,228681.2633012821
561,287.12859437751007,244980381.54137576,232366.27868833585
562,287.12859437751007,248996443.34115565,236047.2505239285
563,287.12859437751007,253012505.14093557,239724.21206615708
564,287.12859437751007,257028566.9407155,243397.19606035078
565,287.12859437751007,261044628.7404954,247066.23474897977
566,287.12859437751007,265060690.54027534,250731.3598818656
567,287.12859437751007,269076752.3400553,254392.6027259217
568,287.12859437751007,273092814.1398352,258049.99407525297
569,287.12859437751007,277108875.9396151,261703.56425975505
570,287.12859437751007,281124937.739395,265353.34315535455
571,287.12859437751007,285140999.5391749,268999.36019262706
572,287.12859437751007,289157061.33895487,272641.64436565153
573,287.12859437751007,293173123.13873476,276280.2242410618
574,287.12859437751007,297189184.93851465,279915.1279662773
575,287.12859437751007,301205246.7382946,283546.38327783404
576,287.12859437751007,305221308.5380745,287174.01751011674
577,287.12859437751007,309237370.33785444,290798.0576024508
578,287.12859437751007,313253432.13763434,294418.53010794095
579,287.12859437751007,317269493.9374142,298035.4612002785
580,287.12859437751007,321285555.7371942,301648.8766818449
581,287.12859437751007,325301617.5369741,305258.8019906986
582,287.12859437751007,329317679.336754,308865.2622078894
583,287.12859437751007,333333741.1365339,312468.28206447983
584,287.12859437751007,337349802.9363138,316067.8859484603
585,287.12859437751007,341365864.73609376,319664.0979111883
586,287.12859437751007,345381926.53587365,323256.94167437276
587,287.12859437751007,349397988.3356536,326846.4406360942
588,287.12859437751007,353414050.1354335,330432.617877412
589,287.12859437751007,357430111.9352134,334015.4961682348
590,287.12859437751007,361446173.73499334,337595.0979734323
591,287.12859437751007,365462235.53477323,341171.4454588006
592,287.12859437751007,369478297.3345532,344744.56049647415
593,287.12859437751007,373494359.1343331,348314.4646710078
594,287.12859437751007,377510420.93411297,351881.1792843677
595,287.12859437751007,381526482.7338929,355444.7253616372
596,287.12859437751007,385542544.5336728,359005.1236560526
597,287.12859437751007,389558606.33345276,362562.39465415647
598,287.12859437751007,393574668.13323265,366116.5585809486
599,287.12859437751007,397590729.93301255,369667.6354045955
600,287.12859437751007,401606791.7327925,373215.64484119613
601,287.12859437751007,405622853.5325724,376760.60635971086
602,287.12859437751007,409638915.33235234,380302.5391860941
603,287.12859437751007,413654977.13213223,383841.4623082067
604,287.12859437751007,417671038.9319121,387377.3944799682
605,287.12859437751007,421687100.7316921,390910.35422560497
606,287.12859437751007,425703162.53147197,394440.35984386597
607,287.12859437751007,429719224.3312519,397967.42941211275
608,287.12859437751007,433735286.1310318,401491.58079028537
609,287.12859437751007,437751347.9308117,405012.83162479365
610,287.12859437751007,441767409.73059165,408531.1993524441
611,287.12859437751007,445783471.53037155,412046.7012039775
612,287.12859437751007,449799533.3301515,415559.35420780233
613,287.12859437751007,453815595.1299314,419069.17519367434
614,287.12859437751007,457831656.9297113,422576.180795958
615,287.12859437751007,461847718.72949123,426080.3874572892
616,287.12859437751007,465863780.5292711,429581.81143174245
617,287.12859437751007,469879842.3290511,433080.4687880525
618,287.12859437751007,473895904.12883097,436576.37541298475
619,287.12859437751007,477911965.92861086,440069.5470143578
620,287.12859437751007,481928027.7283908,443559.999124066
621,287.12859437751007,485944089.5281707,447047.7471010891
622,287.12859437751007,489960151.32795066,450532.8061345439
623,287.12859437751007,493976213.12773055,454015.1912462892
624,287.12859437751007,497992274.92751044,457494.9172940087
625,287.12859437751007,502008336.7272904,460971.99897362804
626,287.12859437751007,506024398.5270703,464446.45082245726
627,287.12859437751007,510040460.32685024,467918.28722125175
628,287.12859437751007,514056522.1266301,471387.5223972643
629,287.12859437751007,518072583.92641,474854.1704264501
630,287.12859437751007,522088645.72619,478318.2452361092
631,287.12859437751007,526104707.52596986,481779.76060714934
632,287.12859437751007,530120769.3257498,485238.73017659615
633,287.12859437751007,534136831.1255297,488695.16743977804
634,287.12859437751007,538152892.9253097,492149.0857526719
635,287.12859437751007,542168954.7250896,495600.49833406677
636,287.12859437751007,546185016.5248694,499049.4182676619
637,287.12859437751007,550201078.3246493,502495.8585043964
638,287.12859437751007,554217140.1244292,505939.83186430257
639,287.12859437751007,558233201.9242092,509381.3510387245
640,287.12859437751007,562249263.7239891,512820.42859217664
641,287.12859437751007,566265325.523769,516257.0769643648
642,287.12859437751007,570281387.3235489,519691.3084721008
643,287.12859437751007,574297449.1233288,523123.1353111855
644,287.12859437751007,578313510.9231088,526552.5695581642
645,287.12859437751007,582329572.7228887,529979.6231722487
646,287.12859437751007,586345634.5226686,533404.3079969982
647,287.12859437751007,590361696.3224485,536826.6357621027
648,287.12859437751007,594377758.1222284,540246.6180850028
649,287.12859437751007,598393819.9220084,543664.2664726651
650,287.12859437751007,602409881.7217883,547079.5923230664
651,287.12859437751007,606425943.5215682,550492.6069270103
652,287.12859437751007,610442005.3213481,553903.3214693483
653,287.12859437751007,614458067.121128,557311.7470308855
654,287.12859437751007,618474128.920908,560717.8945897198
655,287.12859437751007,622490190.7206879,564121.7750225674
656,287.12859437751007,626506252.5204678,567523.3991065024
657,287.12859437751007,630522314.3202477,570922.7775202252
658,287.12859437751007,634538376.1200275,574319.9208454097
659,287.12859437751007,638554437.9198076,577714.839568137
660,287.12859437751007,642570499.7195874,581107.5440802699
661,287.12859437751007,646586561.5193673,584498.0446807133
662,287.12859437751007,650602623.3191472,587886.3515768512
663,287.12859437751007,654618685.1189271,591272.4748851142
664,287.12859437751007,658634746.9187071,594656.4246333997
665,287.12859437751007,662650808.718487,598038.210761479
666,287.12859437751007,666666870.5182669,601417.8431223524
667,287.12859437751007,670682932.3180468,604795.3314834698
668,287.12859437751007,674698994.1178267,608170.6855278922
669,287.12859437751007,678715055.9176067,611543.914855376
670,287.12859437751007,682731117.7173866,614915.0289834865
671,287.12859437751007,686747179.5171665,618284.0373488056
672,287.12859437751007,690763241.3169464,621650.9493078128
673,287.12859437751007,694779303.1167263,625015.7741381013
674,287.12859437751007,698795364.9165063,628378.5210392937
675,287.12859437751007,702811426.7162862,631739.1991341282
676,287.12859437751007,706827488.5160661,635097.8174694385
677,287.12859437751007,710843550.315846,638454.3850171228
678,287.12859437751007,714859612.1156259,641808.9106750762
679,287.12859437751007,718875673.9154059,645161.4032682267
680,287.12859437751007,722891735.7151858,648511.8715493341
681,287.12859437751007,726907797.5149657,651860.3242000216
682,287.12859437751007,730923859.3147455,655206.7698316023
683,287.12859437751007,734939921.1145254,658551.216985938
684,287.12859437751007,738955982.9143054,661893.674136435
685,287.12859437751007,742972044.7140853,665234.1496886935
686,287.12859437751007,746988106.5138652,668572.6519815127
687,287.12859437751007,751004168.3136451,671909.1892876576
688,287.12859437751007,755020230.113425,675243.7698146123
689,287.12859437751007,759036291.913205,678576.4017054478
690,287.12859437751007,763052353.7129849,681907.0930395786
691,287.12859437751007,767068415.5127648,685235.8518335097
692,287.12859437751007,771084477.3125447,688562.6860416223
693,287.12859437751007,775100539.1123246,691887.6035568821
694,287.12859437751007,779116600.9121046,695210.6122115852
695,287.12859437751007,783132662.7118845,698531.7197781058
696,287.12859437751007,787148724.5116644,701850.933969528
697,287.12859437751007,791164786.3114443,705168.2624404434
698,287.12859437751007,795180848.1112242,708483.7127875111
699,287.12859437751007,799196909.9110042,711797.2925502481
700,287.12859437751007,803212971.7107841,715109.0092116136
701,287.12859437751007,807229033.510564,718418.8701986654
702,287.12859437751007,811245095.3103439,721726.8828832103
703,287.12859437751007,815261157.1101238,725033.0545824891
704,287.12859437751007,819277218.9099038,728337.3925597194
705,287.12859437751007,823293280.7096837,731639.904024746
706,287.12859437751007,827309342.5094635,734940.5961346035
707,287.12859437751007,831325404.3092434,738239.4759941183
708,287.12859437751007,835341466.1090233,741536.5506565415
709,287.12859437751007,839357527.9088033,744831.827124079
710,287.12859437751007,843373589.7085832,748125.3123484724
711,287.12859437751007,847389651.5083631,751417.0132314719
712,287.12859437751007,851405713.308143,754706.9366255521
713,287.12859437751007,855421775.1079229,757995.0893342945
714,287.12859437751007,859437836.9077029,761281.4781129769
715,287.12859437751007,863453898.7074828,764566.1096690927
716,287.12859437751007,867469960.5072627,767848.9906628873
717,287.12859437751007,871486022.3070426,771130.1277078256
718,287.12859437751007,875502084.1068225,774409.5273710933
719,287.12859437751007,879518145.9066025,777687.196174141
720,287.12859437751007,883534207.7063824,780963.1405931042
721,287.12859437751007,887550269.5061623,784237.3670593076
722,287.12859437751007,891566331.3059422,787509.8819597244
723,287.12859437751007,895582393.1057221,790780.6916374963
724,287.12859437751007,899598454.9055021,794049.8023922925
725,287.12859437751007,903614516.705282,797317.220480824
726,287.12859437751007,907630578.5050619,800582.9521172468
727,287.12859437751007,911646640.3048418,803847.0034737048
728,287.12859437751007,915662702.1046216,807109.3806805785
729,287.12859437751007,919678763.9044017,810370.0898270907
730,287.12859437751007,923694825.7041816,813629.1369615557
731,287.12859437751007,927710887.5039614,816886.5280920088
732,287.12859437751007,931726949.3037413,820142.2691863528
733,287.12859437751007,935743011.1035212,823396.3661729736
734,287.12859437751007,939759072.9033012,826648.8249410292
735,287.12859437751007,943775134.7030811,829899.651340839
736,287.12859437751007,947791196.502861,833148.8511843364
737,287.12859437751007,951807258.3026409,836396.430245386
738,287.12859437751007,955823320.1024208,839642.3942601506
739,287.12859437751007,959839381.9022008,842886.7489275073
740,287.12859437751007,963855443.7019807,846129.499909394
741,287.12859437751007,967871505.5017606,849370.6528311293
742,287.12859437751007,971887567.3015405,852610.2132818484
743,287.12859437751007,975903629.1013204,855848.1868147387
744,287.12859437751007,979919690.9011004,859084.5789475314
745,287.12859437751007,983935752.7008803,862319.3951626781
746,287.12859437751007,987951814.5006602,865552.6409078008
747,287.12859437751007,991967876.3004401,868784.3215719574
748,287.12859437751007,995983938.10022,872014.4425848107
749,287.12859437751007,999999999.9,875243.0092643541
751,294.0628915662651,4016673.554580813,742.2792045329343
752,294.0628915662651,8032735.3543607285,4755.52486120305
753,294.0628915662651,12048797.154140644,8761.549769556801
754,294.0628915662651,16064858.95392056,12760.439793600903
755,294.0628915662651,20080920.753700476,16752.279173177594
756,294.0628915662651,24096982.55348039,20737.150575742122
757,294.0628915662651,28113044.35326031,24715.13514458085
758,294.0628915662651,32129106.153040223,28686.3125435313
759,294.0628915662651,36145167.95282014,32650.76099850715
760,294.0628915662651,40161229.75260005,36608.55733642369
761,294.0628915662651,44177291.552379966,40559.77702147688
762,294.0628915662651,48193353.35215988,44504.49418934025
763,294.0628915662651,52209415.151939794,48442.78167894584
764,294.0628915662651,56225476.951719716,52374.71106316503
765,294.0628915662651,60241538.75149963,56300.35267677524
766,294.0628915662651,64257600.551279545,60219.775644294954
767,294.0628915662651,68273662.35105947,64133.047905234
768,294.0628915662651,72289724.15083939,68040.23623902732
769,294.0628915662651,76305785.9506193,71941.40628865891
770,294.0628915662651,80321847.75039922,75836.62258328576
771,294.0628915662651,84337909.55017912,79725.94855986876
772,294.0628915662651,88353971.34995905,83609.44658471174
773,294.0628915662651,92370033.14973897,87487.17797350406
774,294.0628915662651,96386094.94951887,91359.20301117886
775,294.0628915662651,100402156.7492988,95225.58097147546
776,294.0628915662651,104418218.5490787,99086.37013208156
777,294.0628915662651,108434280.34885862,102941.6278052603
778,294.0628915662651,112450342.14863855,106791.41033875658
779,294.0628915662651,116466403.94841845,110635.7731439947
780,294.0628915662651,120482465.74819838,114474.77071093049
781,294.0628915662651,124498527.54797828,118308.45662445758
782,294.0628915662651,128514589.3477582,122136.88358129903
783,294.0628915662651,132530651.14753813,125960.10340646414
784,294.0628915662651,136546712.94731802,129778.16706884209
785,294.0628915662651,140562774.74709794,133591.12469733832
786,294.0628915662651,144578836.54687786,137399.0255959108
787,294.0628915662651,148594898.34665775,141201.918259366
788,294.0628915662651,152610960.14643767,144999.85038817863
789,294.0628915662651,156627021.9462176,148792.8689031468
790,294.0628915662651,160643083.74599752,152581.0199600148
791,294.0628915662651,164659145.54577744,156364.34896401982
792,294.0628915662651,168675207.34555733,160142.90058394516
