,T,P,U
373,280.19429718875506,493976213.12773055,14445.708073765498
374,280.19429718875506,497992274.92751044,14355.945348577834
375,280.19429718875506,502008336.7272904,14267.199589372853
376,280.19429718875506,506024398.5270703,14179.467892459023
377,280.19429718875506,510040460.32685024,14092.747221576135
378,280.19429718875506,514056522.1266301,14007.034413477566
379,280.19429718875506,518072583.92641,13922.326183553309
380,280.19429718875506,522088645.72619,13838.619131120946
381,280.19429718875506,526104707.52596986,13755.909744600722
382,280.19429718875506,530120769.3257498,13674.194406529037
383,280.19429718875506,534136831.1255297,13593.469398429805
384,280.19429718875506,538152892.9253097,13513.730905377295
385,280.19429718875506,542168954.7250896,13434.975020627162
386,280.19429718875506,546185016.5248694,13357.197749932617
387,280.19429718875506,550201078.3246493,13280.395015775714
388,280.19429718875506,554217140.1244292,13204.562661448508
389,280.19429718875506,558233201.9242092,13129.696455040581
390,280.19429718875506,562249263.7239891,13055.792093156268
391,280.19429718875506,566265325.523769,12982.845204762138
392,280.19429718875506,570281387.3235489,12910.851354538972
393,280.19429718875506,574297449.1233288,12839.806046576441
394,280.19429718875506,578313510.9231088,12769.704727471784
395,280.19429718875506,582329572.7228887,12700.542789705387
396,280.19429718875506,586345634.5226686,12632.315574698878
397,280.19429718875506,590361696.3224485,12565.0183757976
398,280.19429718875506,594377758.1222284,12498.646441238252
399,280.19429718875506,598393819.9220084,12433.194976903254
400,280.19429718875506,602409881.7217883,12368.6591490043
401,280.19429718875506,606425943.5215682,12305.034086794021
402,280.19429718875506,610442005.3213481,12242.314885061201
403,280.19429718875506,614458067.121128,12180.496606487808
404,280.19429718875506,618474128.920908,12119.574284146585
405,280.19429718875506,622490190.7206879,12059.542923679322
406,280.19429718875506,626506252.5204678,12000.397505553583
407,280.19429718875506,630522314.3202477,11942.132987169622
408,280.19429718875506,634538376.1200275,11884.744304880256
409,280.19429718875506,638554437.9198076,11828.22637606435
410,280.19429718875506,642570499.7195874,11772.574100902655
411,280.19429718875506,646586561.5193673,11717.782364360053
412,280.19429718875506,650602623.3191472,11663.84603786644
413,280.19429718875506,654618685.1189271,11610.75998107588
414,280.19429718875506,658634746.9187071,11558.519043525746
415,280.19429718875506,662650808.718487,11507.118066235133
416,280.19429718875506,666666870.5182669,11456.55188322819
417,280.19429718875506,670682932.3180468,11406.815323035715
418,280.19429718875506,674698994.1178267,11357.903210123253
419,280.19429718875506,678715055.9176067,11309.810366301726
420,280.19429718875506,682731117.7173866,11262.531611984701
421,280.19429718875506,686747179.5171665,11216.061767547291
422,280.19429718875506,690763241.3169464,11170.395654549484
423,280.19429718875506,694779303.1167263,11125.528096871423
424,280.19429718875506,698795364.9165063,11081.453921933027
425,280.19429718875506,702811426.7162862,11038.167961728743
426,280.19429718875506,706827488.5160661,10995.665053986162
427,280.19429718875506,710843550.315846,10953.940043064154
428,280.19429718875506,714859612.1156259,10912.987781035903
429,280.19429718875506,718875673.9154059,10872.803128585172
430,280.19429718875506,722891735.7151858,10833.380955923561
431,280.19429718875506,726907797.5149657,10794.71614368519
432,280.19429718875506,730923859.3147455,10756.80358377497
433,280.19429718875506,734939921.1145254,10719.638180093283
434,280.19429718875506,738955982.9143054,10683.214849399888
435,280.19429718875506,742972044.7140853,10647.528522060884
436,280.19429718875506,746988106.5138652,10612.574142670186
437,280.19429718875506,751004168.3136451,10578.346670820612
438,280.19429718875506,755020230.113425,10544.841081743407
439,280.19429718875506,759036291.913205,10512.05236690187
440,280.19429718875506,763052353.7129849,10479.975534626365
441,280.19429718875506,767068415.5127648,10448.605610708499
442,280.19429718875506,771084477.3125447,10417.937638858662
443,280.19429718875506,775100539.1123246,10387.966681363328
444,280.19429718875506,779116600.9121046,10358.687819502826
445,280.19429718875506,783132662.7118845,10330.096154042056
446,280.19429718875506,787148724.5116644,10302.186805726238
447,280.19429718875506,791164786.3114443,10274.954915694978
448,280.19429718875506,795180848.1112242,10248.39564586157
449,280.19429718875506,799196909.9110042,10222.504179410613
450,280.19429718875506,803212971.7107841,10197.275721061134
451,280.19429718875506,807229033.510564,10172.705497510362
452,280.19429718875506,811245095.3103439,10148.78875774088
453,280.19429718875506,815261157.1101238,10125.520773337874
454,280.19429718875506,819277218.9099038,10102.896838831832
455,280.19429718875506,823293280.7096837,10080.912271928519
456,280.19429718875506,827309342.5094635,10059.562413859372
457,280.19429718875506,831325404.3092434,10038.8426295693
458,280.19429718875506,835341466.1090233,10018.748307996002
459,280.19429718875506,839357527.9088033,9999.274862329625
460,280.19429718875506,843373589.7085832,9980.417730134275
461,280.19429718875506,847389651.5083631,9962.172373689113
462,280.19429718875506,851405713.308143,9944.534280033988
463,280.19429718875506,855421775.1079229,9927.498961245557
464,280.19429718875506,859437836.9077029,9911.061954557716
465,280.19429718875506,863453898.7074828,9895.218822520208
466,280.19429718875506,867469960.5072627,9879.965153159648
467,280.19429718875506,871486022.3070426,9865.296560090386
468,280.19429718875506,875502084.1068225,9851.208682623525
469,280.19429718875506,879518145.9066025,9837.697185895042
470,280.19429718875506,883534207.7063824,9824.757760962342
471,280.19429718875506,887550269.5061623,9812.386124899209
472,280.19429718875506,891566331.3059422,9800.57802084356
473,280.19429718875506,895582393.1057221,9789.329218108314
474,280.19429718875506,899598454.9055021,9778.635512203411
475,280.19429718875506,903614516.705282,9768.492724950136
476,280.19429718875506,907630578.5050619,9758.896704438144
477,280.19429718875506,911646640.3048418,9749.843325145626
478,280.19429718875506,915662702.1046216,9741.328487950443
479,280.19429718875506,919678763.9044017,9733.34812007787
480,280.19429718875506,923694825.7041816,9725.898175226072
481,280.19429718875506,927710887.5039614,9718.974633488899
482,280.19429718875506,931726949.3037413,9712.573501414523
483,280.19429718875506,935743011.1035212,9706.690811976245
484,280.19429718875506,939759072.9033012,9701.322624570386
485,280.19429718875506,943775134.7030811,9696.465024950498
486,280.19429718875506,947791196.502861,9692.114125271659
487,280.19429718875506,951807258.3026409,9688.26606404963
488,280.19429718875506,955823320.1024208,9684.917006114967
489,280.19429718875506,959839381.9022008,9682.063142525478
490,280.19429718875506,963855443.7019807,9679.700690616364
491,280.19429718875506,967871505.5017606,9677.825893906327
492,280.19429718875506,971887567.3015405,9676.43502202434
493,280.19429718875506,975903629.1013204,9675.52437066696
494,280.19429718875506,979919690.9011004,9675.090261539435
495,280.19429718875506,983935752.7008803,9675.12904234112
496,280.19429718875506,987951814.5006602,9675.637086585357
497,280.19429718875506,991967876.3004401,9676.610793604536
498,280.19429718875506,995983938.10022,9678.046588461482
499,280.19429718875506,999999999.9,9679.940921882628
501,287.12859437751007,4016673.554580813,58540.30907206967
502,287.12859437751007,8032735.3543607285,58378.50293522271
503,287.12859437751007,12048797.154140644,58215.333263489854
504,287.12859437751007,16064858.95392056,58050.81905926043
505,287.12859437751007,20080920.753700476,57884.982069664424
506,287.12859437751007,24096982.55348039,57717.84664061513
507,287.12859437751007,28113044.35326031,57549.43957579213
508,287.12859437751007,32129106.153040223,57379.7899961486
509,287.12859437751007,36145167.95282014,57208.92920227022
510,287.12859437751007,40161229.75260005,57036.890535296196
511,287.12859437751007,44177291.552379966,56863.70923886336
512,287.12859437751007,48193353.35215988,56689.422319938894
513,287.12859437751007,52209415.151939794,56514.06840958129
514,287.12859437751007,56225476.951719716,56337.687623698126
515,287.12859437751007,60241538.75149963,56160.32142473168
516,287.12859437751007,64257600.551279545,55982.01248347655
517,287.12859437751007,68273662.35105947,55802.804543230675
518,287.12859437751007,72289724.15083939,55622.74228552977
519,287.12859437751007,76305785.9506193,55441.87119882651
520,287.12859437751007,80321847.75039922,55260.23745028735
521,287.12859437751007,84337909.55017912,55077.88776116045
522,287.12859437751007,88353971.34995905,54894.86928652132
523,287.12859437751007,92370033.14973897,54711.2294993352
524,287.12859437751007,96386094.94951887,54527.01607964185
525,287.12859437751007,100402156.7492988,54342.27680868138
526,287.12859437751007,104418218.5490787,54157.05946808804
527,287.12859437751007,108434280.34885862,53971.411745910875
528,287.12859437751007,112450342.14863855,53785.38114624183
529,287.12859437751007,116466403.94841845,53599.01490638753
530,287.12859437751007,120482465.74819838,53412.35991874587
531,287.12859437751007,124498527.54797828,53225.462658184675
532,287.12859437751007,128514589.3477582,53038.36911589894
533,287.12859437751007,132530651.14753813,52851.12473766185
534,287.12859437751007,136546712.94731802,52663.774368261285
535,287.12859437751007,140562774.74709794,52476.36220051027
536,287.12859437751007,144578836.54687786,52288.93172967442
537,287.12859437751007,148594898.34665775,52101.52571239932
538,287.12859437751007,152610960.14643767,51914.186130359994
539,287.12859437751007,156627021.9462176,51726.954158114
540,287.12859437751007,160643083.74599752,51539.870135574456
541,287.12859437751007,164659145.54577744,51352.973543742984
542,287.12859437751007,168675207.34555733,51166.302984593036
543,287.12859437751007,172691269.14533725,50979.89616444688
544,287.12859437751007,176707330.94511718,50793.78988030557
545,287.12859437751007,180723392.7448971,50608.02000942251
546,287.12859437751007,184739454.54467702,50422.621501808666
547,287.12859437751007,188755516.3444569,50237.62837487144
548,287.12859437751007,192771578.14423683,50053.07371137002
549,287.12859437751007,196787639.94401675,49868.98965847136
550,287.12859437751007,200803701.74379668,49685.40742968522
551,287.12859437751007,204819763.5435766,49502.35730845937
552,287.12859437751007,208835825.3433565,49319.86865332388
553,287.12859437751007,212851887.1431364,49137.96990466163
554,287.12859437751007,216867948.94291633,48956.688592957675
555,287.12859437751007,220884010.74269626,48776.05134826045
556,287.12859437751007,224900072.54247618,48596.08391049904
557,287.12859437751007,228916134.34225607,48416.81114141119
558,287.12859437751007,232932196.142036,48238.25703661022
559,287.12859437751007,236948257.9418159,48060.444739165825
560,287.12859437751007,240964319.74159583,47883.39655311967
561,287.12859437751007,244980381.54137576,47707.1339582783
562,287.12859437751007,248996443.34115565,47531.67762491881
563,287.12859437751007,253012505.14093557,47357.047429412545
564,287.12859437751007,257028566.9407155,47183.26246972945
565,287.12859437751007,261044628.7404954,47010.341081511855
566,287.12859437751007,265060690.54027534,46838.300854337016
567,287.12859437751007,269076752.3400553,46667.158648052064
568,287.12859437751007,273092814.1398352,46496.93060909868
569,287.12859437751007,277108875.9396151,46327.63218738038
570,287.12859437751007,281124937.739395,46159.278152421924
571,287.12859437751007,285140999.5391749,45991.88261001385
572,287.12859437751007,289157061.33895487,45825.459018859605
573,287.12859437751007,293173123.13873476,45660.020206535766
574,287.12859437751007,297189184.93851465,45495.57838613016
575,287.12859437751007,301205246.7382946,45332.14517216043
576,287.12859437751007,305221308.5380745,45169.731596380596
577,287.12859437751007,309237370.33785444,45008.348123794574
578,287.12859437751007,313253432.13763434,44848.004667901456
579,287.12859437751007,317269493.9374142,44688.710606213564
580,287.12859437751007,321285555.7371942,44530.47479532614
581,287.12859437751007,325301617.5369741,44373.305585598224
582,287.12859437751007,329317679.336754,44217.210835869584
583,287.12859437751007,333333741.1365339,44062.19792777556
584,287.12859437751007,337349802.9363138,43908.27377973667
585,287.12859437751007,341365864.73609376,43755.44486079331
586,287.12859437751007,345381926.53587365,43603.71720403679
587,287.12859437751007,349397988.3356536,43453.09641992202
588,287.12859437751007,353414050.1354335,43303.587709119995
589,287.12859437751007,357430111.9352134,43155.19587515171
590,287.12859437751007,361446173.73499334,43007.925336892404
591,287.12859437751007,365462235.53477323,42861.780140469105
592,287.12859437751007,369478297.3345532,42716.76397120203
593,287.12859437751007,373494359.1343331,42572.880165029965
594,287.12859437751007,377510420.93411297,42430.13171977367
595,287.12859437751007,381526482.7338929,42288.52130608679
596,287.12859437751007,385542544.5336728,42148.05127817515
597,287.12859437751007,389558606.33345276,42008.72368416841
598,287.12859437751007,393574668.13323265,41870.54027622421
599,287.12859437751007,397590729.93301255,41733.50252049746
600,287.12859437751007,401606791.7327925,41597.61160670814
601,287.12859437751007,405622853.5325724,41462.86845748193
602,287.12859437751007,409638915.33235234,41329.27373753158
603,287.12859437751007,413654977.13213223,41196.82786245531
604,287.12859437751007,417671038.9319121,41065.53100736598
605,287.12859437751007,421687100.7316921,40935.38311529474
606,287.12859437751007,425703162.53147197,40806.383905367205
607,287.12859437751007,429719224.3312519,40678.53288069117
608,287.12859437751007,433735286.1310318,40551.82933605345
609,287.12859437751007,437751347.9308117,40426.27236544028
610,287.12859437751007,441767409.73059165,40301.86086924443
611,287.12859437751007,445783471.53037155,40178.59356140795
612,287.12859437751007,449799533.3301515,40056.46897625897
613,287.12859437751007,453815595.1299314,39935.48547510135
614,287.12859437751007,457831656.9297113,39815.64125281656
615,287.12859437751007,461847718.72949123,39696.934343983776
616,287.12859437751007,465863780.5292711,39579.36262910244
617,287.12859437751007,469879842.3290511,39462.92384045112
618,287.12859437751007,473895904.12883097,39347.61556786948
619,287.12859437751007,477911965.92861086,39233.43526421949
620,287.12859437751007,481928027.7283908,39120.380250957634
621,287.12859437751007,485944089.5281707,39008.4477232587
622,287.12859437751007,489960151.32795066,38897.63475509221
623,287.12859437751007,493976213.12773055,38787.938304263764
624,287.12859437751007,497992274.92751044,38679.3552170848
625,287.12859437751007,502008336.7272904,38571.88223310121
626,287.12859437751007,506024398.5270703,38465.51598948542
627,287.12859437751007,510040460.32685024,38360.25302552332
628,287.12859437751007,514056522.1266301,38256.08978675355
629,287.12859437751007,518072583.92641,38153.02262911577
630,287.12859437751007,522088645.72619,38051.04782287714
631,287.12859437751007,526104707.52596986,37950.161556522806
632,287.12859437751007,530120769.3257498,37850.35994046196
633,287.12859437751007,534136831.1255297,37751.63901071034
634,287.12859437751007,538152892.9253097,37653.994732257604
635,287.12859437751007,542168954.7250896,37557.42300260813
636,287.12859437751007,546185016.5248694,37461.91965498106
637,287.12859437751007,550201078.3246493,37367.480461545274
638,287.12859437751007,554217140.1244292,37274.10113646448
639,287.12859437751007,558233201.9242092,37181.77733890625
640,287.12859437751007,562249263.7239891,37090.504675939315
641,287.12859437751007,566265325.523769,37000.27870533598
642,287.12859437751007,570281387.3235489,36911.09493830421
643,287.12859437751007,574297449.1233288,36822.94884204145
644,287.12859437751007,578313510.9231088,36735.835842409986
645,287.12859437751007,582329572.7228887,36649.751326259175
646,287.12859437751007,586345634.5226686,36564.6906439093
647,287.12859437751007,590361696.3224485,36480.649111404855
648,287.12859437751007,594377758.1222284,36397.62201277821
649,287.12859437751007,598393819.9220084,36315.60460218991
650,287.12859437751007,602409881.7217883,36234.592106036136
651,287.12859437751007,606425943.5215682,36154.579724940704
652,287.12859437751007,610442005.3213481,36075.5626357548
653,287.12859437751007,614458067.121128,35997.535993417994
654,287.12859437751007,618474128.920908,35920.494932774935
655,287.12859437751007,622490190.7206879,35844.43457039925
656,287.12859437751007,626506252.5204678,35769.3500062463
657,287.12859437751007,630522314.3202477,35695.236325330596
658,287.12859437751007,634538376.1200275,35622.08859933092
659,287.12859437751007,638554437.9198076,35549.90188811915
660,287.12859437751007,642570499.7195874,35478.671241260054
661,287.12859437751007,646586561.5193673,35408.391699448366
662,287.12859437751007,650602623.3191472,35339.058295920244
663,287.12859437751007,654618685.1189271,35270.666057775234
664,287.12859437751007,658634746.9187071,35203.21000728373
665,287.12859437751007,662650808.718487,35136.68516313284
666,287.12859437751007,666666870.5182669,35071.08654165609
667,287.12859437751007,670682932.3180468,35006.40915799579
668,287.12859437751007,674698994.1178267,34942.648027198185
669,287.12859437751007,678715055.9176067,34879.79816535358
670,287.12859437751007,682731117.7173866,34817.85459064034
671,287.12859437751007,686747179.5171665,34756.81232424662
672,287.12859437751007,690763241.3169464,34696.666391487895
673,287.12859437751007,694779303.1167263,34637.411822632144
674,287.12859437751007,698795364.9165063,34579.04365387175
675,287.12859437751007,702811426.7162862,34521.55692813779
676,287.12859437751007,706827488.5160661,34464.94669601861
677,287.12859437751007,710843550.315846,34409.20801648879
678,287.12859437751007,714859612.1156259,34354.33595775704
679,287.12859437751007,718875673.9154059,34300.32559795225
680,287.12859437751007,722891735.7151858,34247.17202588948
681,287.12859437751007,726907797.5149657,34194.8703417506
682,287.12859437751007,730923859.3147455,34143.4156577424
683,287.12859437751007,734939921.1145254,34092.8030987573
684,287.12859437751007,738955982.9143054,34043.027802951365
685,287.12859437751007,742972044.7140853,33994.084922375565
686,287.12859437751007,746988106.5138652,33945.969623527024
687,287.12859437751007,751004168.3136451,33898.67708787441
688,287.12859437751007,755020230.113425,33852.20251240468
689,287.12859437751007,759036291.913205,33806.54111011696
690,287.12859437751007,763052353.7129849,33761.688110497584
691,287.12859437751007,767068415.5127648,33717.6387599615
692,287.12859437751007,771084477.3125447,33674.388322324434
693,287.12859437751007,775100539.1123246,33631.9320792068
694,287.12859437751007,779116600.9121046,33590.26533041628
695,287.12859437751007,783132662.7118845,33549.383394366865
696,287.12859437751007,787148724.5116644,33509.281608386795
697,287.12859437751007,791164786.3114443,33469.955329131626
698,287.12859437751007,795180848.1112242,33431.39993289399
699,287.12859437751007,799196909.9110042,33393.610815869644
700,287.12859437751007,803212971.7107841,33356.58339455802
701,287.12859437751007,807229033.510564,33320.313105928006
702,287.12859437751007,811245095.3103439,33284.795407789
703,287.12859437751007,815261157.1101238,33250.02577899255
704,287.12859437751007,819277218.9099038,33215.99971968404
705,287.12859437751007,823293280.7096837,33182.712751548854
706,287.12859437751007,827309342.5094635,33150.16041799993
707,287.12859437751007,831325404.3092434,33118.3382844212
708,287.12859437751007,835341466.1090233,33087.241938314364
709,287.12859437751007,839357527.9088033,33056.866989538335
710,287.12859437751007,843373589.7085832,33027.209070397876
711,287.12859437751007,847389651.5083631,32998.263835872756
712,287.12859437751007,851405713.308143,32970.02696373127
713,287.12859437751007,855421775.1079229,32942.49415467935
714,287.12859437751007,859437836.9077029,32915.66113248333
715,287.12859437751007,863453898.7074828,32889.523644080335
716,287.12859437751007,867469960.5072627,32864.07745970581
717,287.12859437751007,871486022.3070426,32839.31837297078
718,287.12859437751007,875502084.1068225,32815.24220097558
719,287.12859437751007,879518145.9066025,32791.844784362926
720,287.12859437751007,883534207.7063824,32769.121987424565
721,287.12859437751007,887550269.5061623,32747.06969813521
722,287.12859437751007,891566331.3059422,32725.683828236877
723,287.12859437751007,895582393.1057221,32704.960313288255
724,287.12859437751007,899598454.9055021,32684.895112680857
725,287.12859437751007,903614516.705282,32665.484209704286
726,287.12859437751007,907630578.5050619,32646.72361158336
727,287.12859437751007,911646640.3048418,32628.609349440725
728,287.12859437751007,915662702.1046216,32611.13747841729
729,287.12859437751007,919678763.9044017,32594.304077573237
730,287.12859437751007,923694825.7041816,32578.105249997883
731,287.12859437751007,927710887.5039614,32562.537122711805
732,287.12859437751007,931726949.3037413,32547.59584672568
733,287.12859437751007,935743011.1035212,32533.277597023625
734,287.12859437751007,939759072.9033012,32519.578572518072
735,287.12859437751007,943775134.7030811,32506.494996054294
736,287.12859437751007,947791196.502861,32494.02311437378
737,287.12859437751007,951807258.3026409,32482.15919808483
738,287.12859437751007,955823320.1024208,32470.89954164288
739,287.12859437751007,959839381.9022008,32460.240463283964
740,287.12859437751007,963855443.7019807,32450.178305005586
741,287.12859437751007,967871505.5017606,32440.70943252429
742,287.12859437751007,971887567.3015405,32431.830235187877
743,287.12859437751007,975903629.1013204,32423.5371259706
744,287.12859437751007,979919690.9011004,32415.82654137188
745,287.12859437751007,983935752.7008803,32408.69494140591
746,287.12859437751007,987951814.5006602,32402.13880945607
747,287.12859437751007,991967876.3004401,32396.154652354504
748,287.12859437751007,995983938.10022,32390.739000060064
749,287.12859437751007,999999999.9,32385.88840587481
751,294.0628915662651,4016673.554580813,87476.16566259488
752,294.0628915662651,8032735.3543607285,87221.9574692906
753,294.0628915662651,12048797.154140644,86968.80887545232
754,294.0628915662651,16064858.95392056,86716.66479579166
755,294.0628915662651,20080920.753700476,86465.47526576789
756,294.0628915662651,24096982.55348039,86215.19518757013
757,294.0628915662651,28113044.35326031,85965.78408569405
758,294.0628915662651,32129106.153040223,85717.20586926663
759,294.0628915662651,36145167.95282014,85469.42860215463
760,294.0628915662651,40161229.75260005,85222.42427846669
761,294.0628915662651,44177291.552379966,84976.16860443584
762,294.0628915662651,48193353.35215988,84730.64078564387
763,294.0628915662651,52209415.151939794,84485.8233200327
764,294.0628915662651,56225476.951719716,84241.70179621119
765,294.0628915662651,60241538.75149963,83998.26469771453
766,294.0628915662651,64257600.551279545,83755.5032125389
767,294.0628915662651,68273662.35105947,83513.41104917898
768,294.0628915662651,72289724.15083939,83271.98425827012
769,294.0628915662651,76305785.9506193,83031.22106030914
770,294.0628915662651,80321847.75039922,82791.12168019755
771,294.0628915662651,84337909.55017912,82551.68818764643
772,294.0628915662651,88353971.34995905,82312.92434456809
773,294.0628915662651,92370033.14973897,82074.83545855661
774,294.0628915662651,96386094.94951887,81837.42824349002
775,294.0628915662651,100402156.7492988,81600.71068633352
776,294.0628915662651,104418218.5490787,81364.6919208613
777,294.0628915662651,108434280.34885862,81129.38210699968
778,294.0628915662651,112450342.14863855,80894.79231841827
779,294.0628915662651,116466403.94841845,80660.93443444787
780,294.0628915662651,120482465.74819838,80427.8210395582
781,294.0628915662651,124498527.54797828,80195.46532828144
782,294.0628915662651,128514589.3477582,79963.88101631492
783,294.0628915662651,132530651.14753813,79733.08225690496
784,294.0628915662651,136546712.94731802,79503.08356349713
785,294.0628915662651,140562774.74709794,79273.89973695109
786,294.0628915662651,144578836.54687786,79045.54579848179
787,294.0628915662651,148594898.34665775,78818.03692704719
788,294.0628915662651,152610960.14643767,78591.38840166449
789,294.0628915662651,156627021.9462176,78365.61554837227
790,294.0628915662651,160643083.74599752,78140.73369105154
791,294.0628915662651,164659145.54577744,77916.75810660278
