,T,P,D
490,280.19429718875506,963855443.7019807,1242.4198349980952
491,280.19429718875506,967871505.5017606,1243.0305480550535
492,280.19429718875506,971887567.3015405,1243.6397274342987
493,280.19429718875506,975903629.1013204,1244.2473815050453
494,280.19429718875506,979919690.9011004,1244.8535185479127
495,280.19429718875506,983935752.7008803,1245.458146774549
496,280.19429718875506,987951814.5006602,1246.0612743237923
497,280.19429718875506,991967876.3004401,1246.6629092626763
498,280.19429718875506,995983938.10022,1247.2630595873648
499,280.19429718875506,999999999.9,1247.8617332241035
501,287.12859437751007,4016673.554580813,1001.078857453277
502,287.12859437751007,8032735.3543607285,1002.9386035672044
503,287.12859437751007,12048797.154140644,1004.7825690731596
504,287.12859437751007,16064858.95392056,1006.6109625833005
505,287.12859437751007,20080920.753700476,1008.4239857717799
506,287.12859437751007,24096982.55348039,1010.2218341567235
507,287.12859437751007,28113044.35326031,1012.0046978116944
508,287.12859437751007,32129106.153040223,1013.7727620096545
509,287.12859437751007,36145167.95282014,1015.5262078021104
510,287.12859437751007,40161229.75260005,1017.2652125371368
511,287.12859437751007,44177291.552379966,1018.9899503193006
512,287.12859437751007,48193353.35215988,1020.7005924153028
513,287.12859437751007,52209415.151939794,1022.3973076083125
514,287.12859437751007,56225476.951719716,1024.0802625051833
515,287.12859437751007,60241538.75149963,1025.749621799848
516,287.12859437751007,64257600.551279545,1027.405548496296
517,287.12859437751007,68273662.35105947,1029.0482040957984
518,287.12859437751007,72289724.15083939,1030.6777487498025
519,287.12859437751007,76305785.9506193,1032.294341383893
520,287.12859437751007,80321847.75039922,1033.898139794646
521,287.12859437751007,84337909.55017912,1035.4893007229227
522,287.12859437751007,88353971.34995905,1037.067979906688
523,287.12859437751007,92370033.14973897,1038.634332114764
524,287.12859437751007,96386094.94951887,1040.1885111660354
525,287.12859437751007,100402156.7492988,1041.7306699332378
526,287.12859437751007,104418218.5490787,1043.260960341133
527,287.12859437751007,108434280.34885862,1044.7795333450108
528,287.12859437751007,112450342.14863855,1046.2865389109709
529,287.12859437751007,116466403.94841845,1047.782125985748
530,287.12859437751007,120482465.74819838,1049.2664424621096
531,287.12859437751007,124498527.54797828,1050.7396351412285
532,287.12859437751007,128514589.3477582,1052.2018496919677
533,287.12859437751007,132530651.14753813,1053.653230609085
534,287.12859437751007,136546712.94731802,1055.0939211703887
535,287.12859437751007,140562774.74709794,1056.5240633940107
536,287.12859437751007,144578836.54687786,1057.9437979961212
537,287.12859437751007,148594898.34665775,1059.3532643497174
538,287.12859437751007,152610960.14643767,1060.7526004449794
539,287.12859437751007,156627021.9462176,1062.1419428514857
540,287.12859437751007,160643083.74599752,1063.5214266822456
541,287.12859437751007,164659145.54577744,1064.891185560525
542,287.12859437751007,168675207.34555733,1066.251351588537
543,287.12859437751007,172691269.14533725,1067.6020553194576
544,287.12859437751007,176707330.94511718,1068.9434257313922
545,287.12859437751007,180723392.7448971,1070.275590204486
546,287.12859437751007,184739454.54467702,1071.598674500662
547,287.12859437751007,188755516.3444569,1072.9128027460217
548,287.12859437751007,192771578.14423683,1074.2180974157961
549,287.12859437751007,196787639.94401675,1075.5146793220426
550,287.12859437751007,200803701.74379668,1076.802667603879
551,287.12859437751007,204819763.5435766,1078.0821797199562
552,287.12859437751007,208835825.3433565,1079.3533314434974
553,287.12859437751007,212851887.1431364,1080.616236859452
554,287.12859437751007,216867948.94291633,1081.8710083638111
555,287.12859437751007,220884010.74269626,1083.117756664972
556,287.12859437751007,224900072.54247618,1084.3565907869147
557,287.12859437751007,228916134.34225607,1085.5876180744249
558,287.12859437751007,232932196.142036,1086.8109441996723
559,287.12859437751007,236948257.9418159,1088.026673170589
560,287.12859437751007,240964319.74159583,1089.2349073406683
561,287.12859437751007,244980381.54137576,1090.4357474201067
562,287.12859437751007,248996443.34115565,1091.6292924881734
563,287.12859437751007,253012505.14093557,1092.8156400067494
564,287.12859437751007,257028566.9407155,1093.994885834952
565,287.12859437751007,261044628.7404954,1095.1671242446387
566,287.12859437751007,265060690.54027534,1096.3324479369235
567,287.12859437751007,269076752.3400553,1097.4909480592937
568,287.12859437751007,273092814.1398352,1098.6427142236382
569,287.12859437751007,277108875.9396151,1099.7878345246345
570,287.12859437751007,281124937.739395,1100.9263955589902
571,287.12859437751007,285140999.5391749,1102.0584824449256
572,287.12859437751007,289157061.33895487,1103.1841788422464
573,287.12859437751007,293173123.13873476,1104.3035669726116
574,287.12859437751007,297189184.93851465,1105.4167276402736
575,287.12859437751007,301205246.7382946,1106.5237402529062
576,287.12859437751007,305221308.5380745,1107.624682842785
577,287.12859437751007,309237370.33785444,1108.7196320879339
578,287.12859437751007,313253432.13763434,1109.8086633335968
579,287.12859437751007,317269493.9374142,1110.891850613553
580,287.12859437751007,321285555.7371942,1111.9692666716921
581,287.12859437751007,325301617.5369741,1113.040982983332
582,287.12859437751007,329317679.336754,1114.1070697767238
583,287.12859437751007,333333741.1365339,1115.1675960543985
584,287.12859437751007,337349802.9363138,1116.2226296144115
585,287.12859437751007,341365864.73609376,1117.2722370714464
586,287.12859437751007,345381926.53587365,1118.3164838779066
587,287.12859437751007,349397988.3356536,1119.355434344695
588,287.12859437751007,353414050.1354335,1120.3891516619374
589,287.12859437751007,357430111.9352134,1121.4176979194128
590,287.12859437751007,361446173.73499334,1122.4411341268913
591,287.12859437751007,365462235.53477323,1123.459520234162
592,287.12859437751007,369478297.3345532,1124.472915150823
593,287.12859437751007,373494359.1343331,1125.4813767659496
594,287.12859437751007,377510420.93411297,1126.484961967322
595,287.12859437751007,381526482.7338929,1127.48372666059
596,287.12859437751007,385542544.5336728,1128.4777257880328
597,287.12859437751007,389558606.33345276,1129.467013347092
598,287.12859437751007,393574668.13323265,1130.4516424086617
599,287.12859437751007,397590729.93301255,1131.4316651350525
600,287.12859437751007,401606791.7327925,1132.407132797658
601,287.12859437751007,405622853.5325724,1133.3780957944368
602,287.12859437751007,409638915.33235234,1134.344603666923
603,287.12859437751007,413654977.13213223,1135.306705117182
604,287.12859437751007,417671038.9319121,1136.2644480242654
605,287.12859437751007,421687100.7316921,1137.2178794605031
606,287.12859437751007,425703162.53147197,1138.16704570744
607,287.12859437751007,429719224.3312519,1139.1119922715563
608,287.12859437751007,433735286.1310318,1140.0527638995911
609,287.12859437751007,437751347.9308117,1140.989404593693
610,287.12859437751007,441767409.73059165,1141.921957626228
611,287.12859437751007,445783471.53037155,1142.8504655543
612,287.12859437751007,449799533.3301515,1143.7749702340177
613,287.12859437751007,453815595.1299314,1144.6955128344725
614,287.12859437751007,457831656.9297113,1145.6121338514567
615,287.12859437751007,461847718.72949123,1146.5248731208808
616,287.12859437751007,465863780.5292711,1147.4337698319557
617,287.12859437751007,469879842.3290511,1148.33886254008
618,287.12859437751007,473895904.12883097,1149.2401891795157
619,287.12859437751007,477911965.92861086,1150.1377870757476
620,287.12859437751007,481928027.7283908,1151.0316929576325
621,287.12859437751007,485944089.5281707,1151.921942969279
622,287.12859437751007,489960151.32795066,1152.8085726816955
623,287.12859437751007,493976213.12773055,1153.691617104185
624,287.12859437751007,497992274.92751044,1154.5711106955173
625,287.12859437751007,502008336.7272904,1155.4470873748342
626,287.12859437751007,506024398.5270703,1156.3195805323921
627,287.12859437751007,510040460.32685024,1157.1886230399805
628,287.12859437751007,514056522.1266301,1158.0542472612294
629,287.12859437751007,518072583.92641,1158.916485061618
630,287.12859437751007,522088645.72619,1159.7753678183078
631,287.12859437751007,526104707.52596986,1160.6309264297402
632,287.12859437751007,530120769.3257498,1161.4831913250837
633,287.12859437751007,534136831.1255297,1162.332192473413
634,287.12859437751007,538152892.9253097,1163.1779593927279
635,287.12859437751007,542168954.7250896,1164.0205211587763
636,287.12859437751007,546185016.5248694,1164.8599064136658
637,287.12859437751007,550201078.3246493,1165.6961433743515
638,287.12859437751007,554217140.1244292,1166.5292598408491
639,287.12859437751007,558233201.9242092,1167.3592832043564
640,287.12859437751007,562249263.7239891,1168.1862404551355
641,287.12859437751007,566265325.523769,1169.0101581902798
642,287.12859437751007,570281387.3235489,1169.8310626212694
643,287.12859437751007,574297449.1233288,1170.6489795813827
644,287.12859437751007,578313510.9231088,1171.4639345329592
645,287.12859437751007,582329572.7228887,1172.2759525744666
646,287.12859437751007,586345634.5226686,1173.0850584474726
647,287.12859437751007,590361696.3224485,1173.8912765434138
648,287.12859437751007,594377758.1222284,1174.6946309102402
649,287.12859437751007,598393819.9220084,1175.4951452589335
650,287.12859437751007,602409881.7217883,1176.2928429698406
651,287.12859437751007,606425943.5215682,1177.0877470989317
652,287.12859437751007,610442005.3213481,1177.8798803838347
653,287.12859437751007,614458067.121128,1178.6692652498534
654,287.12859437751007,618474128.920908,1179.4559238157683
655,287.12859437751007,622490190.7206879,1180.2398778995248
656,287.12859437751007,626506252.5204678,1181.0211490238441
657,287.12859437751007,630522314.3202477,1181.7997584216841
658,287.12859437751007,634538376.1200275,1182.5757270415415
659,287.12859437751007,638554437.9198076,1183.3490755527357
660,287.12859437751007,642570499.7195874,1184.119824350507
661,287.12859437751007,646586561.5193673,1184.8879935610046
662,287.12859437751007,650602623.3191472,1185.6536030462566
663,287.12859437751007,654618685.1189271,1186.41667240878
664,287.12859437751007,658634746.9187071,1187.1772209965523
665,287.12859437751007,662650808.718487,1187.935267907411
666,287.12859437751007,666666870.5182669,1188.6908319936092
667,287.12859437751007,670682932.3180468,1189.443931866208
668,287.12859437751007,674698994.1178267,1190.1945858993931
669,287.12859437751007,678715055.9176067,1190.9428122346808
670,287.12859437751007,682731117.7173866,1191.6886287850612
671,287.12859437751007,686747179.5171665,1192.4320532390275
672,287.12859437751007,690763241.3169464,1193.1731030645367
673,287.12859437751007,694779303.1167263,1193.911795512883
674,287.12859437751007,698795364.9165063,1194.648147622482
675,287.12859437751007,702811426.7162862,1195.3821762225964
676,287.12859437751007,706827488.5160661,1196.1138979369584
677,287.12859437751007,710843550.315846,1196.8433291873357
678,287.12859437751007,714859612.1156259,1197.5704861970091
679,287.12859437751007,718875673.9154059,1198.295384994191
680,287.12859437751007,722891735.7151858,1199.0180414153635
681,287.12859437751007,726907797.5149657,1199.738471108549
682,287.12859437751007,730923859.3147455,1200.4566895365217
683,287.12859437751007,734939921.1145254,1201.1727119799357
684,287.12859437751007,738955982.9143054,1201.8865535404047
685,287.12859437751007,742972044.7140853,1202.5982291435118
686,287.12859437751007,746988106.5138652,1203.3077535417542
687,287.12859437751007,751004168.3136451,1204.0151413174426
688,287.12859437751007,755020230.113425,1204.720406885516
689,287.12859437751007,759036291.913205,1205.4235644963208
690,287.12859437751007,763052353.7129849,1206.1246282383313
691,287.12859437751007,767068415.5127648,1206.8236120407976
692,287.12859437751007,771084477.3125447,1207.5205296763668
693,287.12859437751007,775100539.1123246,1208.2153947636173
694,287.12859437751007,779116600.9121046,1208.9082207695792
695,287.12859437751007,783132662.7118845,1209.599021012188
696,287.12859437751007,787148724.5116644,1210.2878086626627
697,287.12859437751007,791164786.3114443,1210.9745967478889
698,287.12859437751007,795180848.1112242,1211.6593981527126
699,287.12859437751007,799196909.9110042,1212.3422256222045
700,287.12859437751007,803212971.7107841,1213.0230917638748
701,287.12859437751007,807229033.510564,1213.7020090498481
702,287.12859437751007,811245095.3103439,1214.3789898189927
703,287.12859437751007,815261157.1101238,1215.0540462790136
704,287.12859437751007,819277218.9099038,1215.7271905084913
705,287.12859437751007,823293280.7096837,1216.3984344588991
706,287.12859437751007,827309342.5094635,1217.0677899565521
707,287.12859437751007,831325404.3092434,1217.7352687045538
708,287.12859437751007,835341466.1090233,1218.4008822846874
709,287.12859437751007,839357527.9088033,1219.0646421592571
710,287.12859437751007,843373589.7085832,1219.7265596729196
711,287.12859437751007,847389651.5083631,1220.386646054459
712,287.12859437751007,851405713.308143,1221.0449124185486
713,287.12859437751007,855421775.1079229,1221.701369767452
714,287.12859437751007,859437836.9077029,1222.3560289927093
715,287.12859437751007,863453898.7074828,1223.0089008767973
716,287.12859437751007,867469960.5072627,1223.6599960947408
717,287.12859437751007,871486022.3070426,1224.3093252157
718,287.12859437751007,875502084.1068225,1224.9568987045363
719,287.12859437751007,879518145.9066025,1225.6027269233327
720,287.12859437751007,883534207.7063824,1226.2468201328932
721,287.12859437751007,887550269.5061623,1226.8891884942273
722,287.12859437751007,891566331.3059422,1227.5298420699794
723,287.12859437751007,895582393.1057221,1228.1687908258598
724,287.12859437751007,899598454.9055021,1228.80604463202
725,287.12859437751007,903614516.705282,1229.4416132644333
726,287.12859437751007,907630578.5050619,1230.0755064062184
727,287.12859437751007,911646640.3048418,1230.7077336489729
728,287.12859437751007,915662702.1046216,1231.3383044940433
729,287.12859437751007,919678763.9044017,1231.9672283538152
730,287.12859437751007,923694825.7041816,1232.5945145529342
731,287.12859437751007,927710887.5039614,1233.2201723295473
732,287.12859437751007,931726949.3037413,1233.8442108364798
733,287.12859437751007,935743011.1035212,1234.466639142437
734,287.12859437751007,939759072.9033012,1235.087466233141
735,287.12859437751007,943775134.7030811,1235.7067010124713
736,287.12859437751007,947791196.502861,1236.3243523035856
737,287.12859437751007,951807258.3026409,1236.9404288500064
738,287.12859437751007,955823320.1024208,1237.554939316694
739,287.12859437751007,959839381.9022008,1238.1678922911155
740,287.12859437751007,963855443.7019807,1238.7792962842664
741,287.12859437751007,967871505.5017606,1239.3891597317004
742,287.12859437751007,971887567.3015405,1239.9974909945213
743,287.12859437751007,975903629.1013204,1240.604298360374
744,287.12859437751007,979919690.9011004,1241.209590044408
745,287.12859437751007,983935752.7008803,1241.8133741902204
746,287.12859437751007,987951814.5006602,1242.4156588707956
747,287.12859437751007,991967876.3004401,1243.0164520849587
748,287.12859437751007,995983938.10022,1243.6157617766353
749,287.12859437751007,999999999.9,1244.2135958073693
751,294.0628915662651,4016673.554580813,999.7950477880178
752,294.0628915662651,8032735.3543607285,1001.6063778308899
753,294.0628915662651,12048797.154140644,1003.4025484199971
754,294.0628915662651,16064858.95392056,1005.1837764231859
755,294.0628915662651,20080920.753700476,1006.9502715317306
756,294.0628915662651,24096982.55348039,1008.7022369712718
757,294.0628915662651,28113044.35326031,1010.4398701443388
758,294.0628915662651,32129106.153040223,1012.1633632083839
759,294.0628915662651,36145167.95282014,1013.8729035944564
760,294.0628915662651,40161229.75260005,1015.5686744701339
761,294.0628915662651,44177291.552379966,1017.2508551512091
762,294.0628915662651,48193353.35215988,1018.9196214661021
763,294.0628915662651,52209415.151939794,1020.5751460764978
764,294.0628915662651,56225476.951719716,1022.2175987584332
765,294.0628915662651,60241538.75149963,1023.8471466466469
766,294.0628915662651,64257600.551279545,1025.4639544462036
767,294.0628915662651,68273662.35105947,1027.0681846141158
768,294.0628915662651,72289724.15083939,1028.6599975141476
769,294.0628915662651,76305785.9506193,1030.239551547387
770,294.0628915662651,80321847.75039922,1031.80700326165
771,294.0628915662651,84337909.55017912,1033.3625074414754
772,294.0628915662651,88353971.34995905,1034.9062171818423
773,294.0628915662651,92370033.14973897,1036.4382839466325
774,294.0628915662651,96386094.94951887,1037.9588576148037
775,294.0628915662651,100402156.7492988,1039.4680865152875
