T,P,U
281.21686635944707,626728338.8872758,15460.809996324011
281.21686635944707,631336630.9985441,15391.135820508172
281.21686635944707,635944923.1098123,15322.633517318076
281.21686635944707,640553215.2210804,15255.295469077566
281.21686635944707,645161507.3323487,15189.114030638933
281.21686635944707,649769799.4436169,15124.081532774686
281.21686635944707,654378091.554885,15060.190285652609
281.21686635944707,658986383.6661532,14997.43258201718
281.21686635944707,663594675.7774215,14935.800700271277
281.21686635944707,668202967.8886896,14875.286907547763
281.21686635944707,672811259.9999578,14815.883462451417
281.21686635944707,677419552.1112261,14757.58261790055
281.21686635944707,682027844.2224942,14700.376623673705
281.21686635944707,686636136.3337624,14644.25772895339
281.21686635944707,691244428.4450307,14589.218184810714
281.21686635944707,695852720.5562989,14535.250246374333
281.21686635944707,700461012.667567,14482.346175187471
281.21686635944707,705069304.7788352,14430.49824123658
281.21686635944707,709677596.8901035,14379.698725038583
281.21686635944707,714285889.0013716,14329.939919527078
281.21686635944707,718894181.1126398,14281.214131977555
281.21686635944707,723502473.2239081,14233.513685751926
281.21686635944707,728110765.3351762,14186.830921951056
281.21686635944707,732719057.4464444,14141.15820113996
281.21686635944707,737327349.5577127,14096.48790478439
281.21686635944707,741935641.6689808,14052.81243683016
281.21686635944707,746543933.780249,14010.124225053793
281.21686635944707,751152225.8915172,13968.415722424323
281.21686635944707,755760518.0027854,13927.679408395605
281.21686635944707,760368810.1140536,13887.907790104451
281.21686635944707,764977102.2253218,13849.093403564
281.21686635944707,769585394.33659,13811.228814734002
281.21686635944707,774193686.4478582,13774.306620640977
281.21686635944707,778801978.5591264,13738.319450254077
281.21686635944707,783410270.6703945,13703.259965578447
281.21686635944707,788018562.7816628,13669.120862445947
281.21686635944707,792626854.892931,13635.894871426017
281.21686635944707,797235147.0041991,13603.574758586155
281.21686635944707,801843439.1154674,13572.15332631049
281.21686635944707,806451731.2267356,13541.623413958392
281.21686635944707,811060023.3380038,13511.977898581179
281.21686635944707,815668315.449272,13483.209695580219
281.21686635944707,820276607.5605402,13455.311759242992
281.21686635944707,824884899.6718084,13428.277083353169
281.21686635944707,829493191.7830765,13402.098701756133
281.21686635944707,834101483.8943448,13376.769688743592
281.21686635944707,838709776.005613,13352.283159642959
281.21686635944707,843318068.1168811,13328.632271171742
281.21686635944707,847926360.2281494,13305.810221844162
281.21686635944707,852534652.3394176,13283.810252376468
281.21686635944707,857142944.4506857,13262.62564599329
281.21686635944707,861751236.561954,13242.249728785473
281.21686635944707,866359528.6732222,13222.675869951985
281.21686635944707,870967820.7844903,13203.897482093278
281.21686635944707,875576112.8957585,13185.908021455063
281.21686635944707,880184405.0070268,13168.700988141036
281.21686635944707,884792697.118295,13152.269926282906
281.21686635944707,889400989.2295631,13136.60842426347
281.21686635944707,894009281.3408314,13121.710114823245
281.21686635944707,898617573.4520996,13107.568675218557
281.21686635944707,903225865.5633677,13094.17782731253
281.21686635944707,907834157.6746359,13081.531337705837
281.21686635944707,912442449.7859042,13069.623017779426
281.21686635944707,917050741.8971723,13058.446723757106
281.21686635944707,921659034.0084405,13047.996356793079
281.21686635944707,926267326.1197088,13038.265862918905
281.21686635944707,930875618.2309769,13029.249233133669
281.21686635944707,935483910.3422451,13020.940503365528
281.21686635944707,940092202.4535134,13013.333754450492
281.21686635944707,944700494.5647815,13006.423112125
281.21686635944707,949308786.6760497,13000.202746956938
281.21686635944707,953917078.7873179,12994.666874320466
281.21686635944707,958525370.8985862,12989.809754299711
281.21686635944707,963133663.0098543,12985.625691645533
281.21686635944707,967741955.1211225,12982.109035642914
281.21686635944707,972350247.2323908,12979.254180050462
281.21686635944707,976958539.3436589,12977.055562987434
281.21686635944707,981566831.4549271,12975.50766678199
281.21686635944707,986175123.5661954,12974.605017869617
281.21686635944707,990783415.6774635,12974.342186679069
281.21686635944707,995391707.7887317,12974.713787422543
281.21686635944707,999999999.9,12975.714478022222
289.17373271889403,4608903.866069095,67050.10750927919
289.17373271889403,9217195.977337293,66831.98205440486
289.17373271889403,13825488.088605491,66613.06239359544
289.17373271889403,18433780.19987369,66393.34259719918
289.17373271889403,23042072.31114189,66172.8227351751
289.17373271889403,27650364.422410086,65951.50852505765
289.17373271889403,32258656.533678282,65729.41098950672
289.17373271889403,36866948.64494648,65506.54611922539
289.17373271889403,41475240.75621468,65282.93454178369
289.17373271889403,46083532.86748288,65058.60119219986
289.17373271889403,50691824.97875107,64833.574988640816
289.17373271889403,55300117.09001927,64607.88851041628
289.17373271889403,59908409.20128747,64381.57768118162
289.17373271889403,64516701.31255566,64154.68145788532
289.17373271889403,69124993.42382388,63927.24152472753
289.17373271889403,73733285.53509207,63699.30199709384
289.17373271889403,78341577.64636026,63470.90913192823
289.17373271889403,82949869.75762847,63242.11104990312
289.17373271889403,87558161.86889666,63012.95746699355
289.17373271889403,92166453.98016487,62783.49943875468
289.17373271889403,96774746.09143306,62553.78911638603
289.17373271889403,101383038.20270126,62323.879515634944
289.17373271889403,105991330.31396946,62093.82429840875
289.17373271889403,110599622.42523766,61863.67756942093
289.17373271889403,115207914.53650585,61633.49368464402
289.17373271889403,119816206.64777406,61403.32707371036
289.17373271889403,124424498.75904225,61173.232076216154
289.17373271889403,129032790.87031044,60943.26279044515
289.17373271889403,133641082.98157865,60713.472935118116
289.17373271889403,138249375.09284684,60483.915723454054
289.17373271889403,142857667.20411503,60254.64374927771
289.17373271889403,147465959.31538323,60025.70888418977
289.17373271889403,152074251.42665142,59797.162185974594
289.17373271889403,156682543.5379196,59569.05381705467
289.17373271889403,161290835.64918783,59341.43297290866
289.17373271889403,165899127.76045603,59114.34781948504
289.17373271889403,170507419.87172422,58887.84543926558
289.17373271889403,175115711.9829924,58661.97178546977
289.17373271889403,179724004.0942606,58436.77164339357
289.17373271889403,184332296.20552883,58212.28859887134
289.17373271889403,188940588.31679702,57988.565013283034
289.17373271889403,193548880.4280652,57765.64200406037
289.17373271889403,198157172.5393334,57543.55943059186
289.17373271889403,202765464.6506016,57322.35588546715
289.17373271889403,207373756.7618698,57102.06868959432
289.17373271889403,211982048.873138,56882.733891831354
289.17373271889403,216590340.9844062,56664.38627183662
289.17373271889403,221198633.0956744,56447.059346703565
289.17373271889403,225806925.2069426,56230.785379931236
289.17373271889403,230415217.31821078,56015.59539367228
289.17373271889403,235023509.429479,55801.5191825849
289.17373271889403,239631801.5407472,55588.58533034265
289.17373271889403,244240093.6520154,55376.82122743885
289.17373271889403,248848385.76328358,55166.2530909834
289.17373271889403,253456677.87455177,54956.90598526055
289.17373271889403,258064969.98581997,54748.80384409912
289.17373271889403,262673262.0970882,54541.96949351624
289.17373271889403,267281554.20835638,54336.42467556184
289.17373271889403,271889846.3196246,54132.190072741374
289.17373271889403,276498138.4308928,53929.285332626714
289.17373271889403,281106430.542161,53727.72909346053
289.17373271889403,285714722.6534292,53527.53900914538
289.17373271889403,290323014.7646974,53328.73177512694
289.17373271889403,294931306.8759656,53131.32315417165
289.17373271889403,299539598.9872338,52935.32800169267
289.17373271889403,304147891.098502,52740.76029166546
289.17373271889403,308756183.2097702,52547.63314171575
289.17373271889403,313364475.32103837,52355.958838672064
289.17373271889403,317972767.4323066,52165.74886317569
289.17373271889403,322581059.5435748,51977.01391461514
289.17373271889403,327189351.654843,51789.763935248855
289.17373271889403,331797643.7661112,51604.00813422642
289.17373271889403,336405935.87737936,51419.75501103251
289.17373271889403,341014227.9886476,51237.01237876113
289.17373271889403,345622520.0999158,51055.7873866341
289.17373271889403,350230812.21118397,50876.086542276884
289.17373271889403,354839104.3224522,50697.915733489885
289.17373271889403,359447396.43372035,50521.28024939217
289.17373271889403,364055688.5449886,50346.18480138293
289.17373271889403,368663980.6562568,50172.633543283126
289.17373271889403,373272272.76752496,50000.63009114044
289.17373271889403,377880564.8787932,49830.177542544094
289.17373271889403,382488856.99006134,49661.27849542403
289.17373271889403,387097149.10132957,49493.93506628001
289.17373271889403,391705441.2125977,49328.14890805642
289.17373271889403,396313733.32386595,49163.92122741059
289.17373271889403,400922025.4351342,49001.25280157891
289.17373271889403,405530317.54640234,48840.14399468462
289.17373271889403,410138609.65767056,48680.59477361298
289.17373271889403,414746901.7689387,48522.60472357822
289.17373271889403,419355193.88020694,48366.17306278191
289.17373271889403,423963485.99147516,48211.298657302345
289.17373271889403,428571778.1027433,48057.980034833454
289.17373271889403,433180070.21401155,47906.21539859381
289.17373271889403,437788362.3252797,47756.002640360006
289.17373271889403,442396654.43654794,47607.33935338044
289.17373271889403,447004946.54781616,47460.22284477316
289.17373271889403,451613238.6590843,47314.65014757382
289.17373271889403,456221530.77035254,47170.618032319755
289.17373271889403,460829822.8816207,47028.12301831231
289.17373271889403,465438114.9928889,46887.16138458813
289.17373271889403,470046407.10415715,46747.729180381226
289.17373271889403,474654699.2154253,46609.82223538183
289.17373271889403,479262991.32669353,46473.43616959683
289.17373271889403,483871283.4379617,46338.56640288987
289.17373271889403,488479575.5492299,46205.20816416133
289.17373271889403,493087867.66049814,46073.35650031471
289.17373271889403,497696159.7717663,45943.006284899
289.17373271889403,502304451.8830345,45814.152226307604
289.17373271889403,506912743.9943027,45686.78887599585
289.17373271889403,511521036.1055709,45560.91063614832
289.17373271889403,516129328.2168391,45436.511767168515
289.17373271889403,520737620.3281073,45313.586395001344
289.17373271889403,525345912.4393755,45192.128518070815
289.17373271889403,529954204.5506437,45072.132014096715
289.17373271889403,534562496.6619119,44953.590646526136
289.17373271889403,539170788.7731801,44836.49807093059
289.17373271889403,543779080.8844483,44720.84784103114
289.17373271889403,548387372.9957165,44606.63341454326
289.17373271889403,552995665.1069847,44493.848158883695
289.17373271889403,557603957.2182529,44382.4853565829
289.17373271889403,562212249.3295211,44272.53821055803
289.17373271889403,566820541.4407893,44163.99984920436
289.17373271889403,571428833.5520575,44056.863331280736
289.17373271889403,576037125.6633257,43951.12165061302
289.17373271889403,580645417.7745938,43846.76774065292
289.17373271889403,585253709.8858621,43743.794478841155
289.17373271889403,589862001.9971303,43642.194690898665
289.17373271889403,594470294.1083984,43541.961154811754
289.17373271889403,599078586.2196667,43443.086604786724
289.17373271889403,603686878.3309349,43345.5637350435
289.17373271889403,608295170.442203,43249.38520343392
289.17373271889403,612903462.5534712,43154.54363491655
289.17373271889403,617511754.6647395,43061.03162498446
289.17373271889403,622120046.7760077,42968.84174290034
289.17373271889403,626728338.8872758,42877.9665347704
289.17373271889403,631336630.9985441,42788.398526577286
289.17373271889403,635944923.1098123,42700.13022709071
289.17373271889403,640553215.2210804,42613.154130603485
289.17373271889403,645161507.3323487,42527.46271967475
289.17373271889403,649769799.4436169,42443.04846758889
289.17373271889403,654378091.554885,42359.90384095124
289.17373271889403,658986383.6661532,42278.021301959474
289.17373271889403,663594675.7774215,42197.393310741485
289.17373271889403,668202967.8886896,42118.012327525175
289.17373271889403,672811259.9999578,42039.870814729176
289.17373271889403,677419552.1112261,41962.96123901426
289.17373271889403,682027844.2224942,41887.276073162415
289.17373271889403,686636136.3337624,41812.807798009715
289.17373271889403,691244428.4450307,41739.54890415243
289.17373271889403,695852720.5562989,41667.49189369742
289.17373271889403,700461012.667567,41596.62928190429
289.17373271889403,705069304.7788352,41526.95359871668
289.17373271889403,709677596.8901035,41458.45739026761
289.17373271889403,714285889.0013716,41391.13322037599
289.17373271889403,718894181.1126398,41324.97367182036
289.17373271889403,723502473.2239081,41259.97134774445
289.17373271889403,728110765.3351762,41196.11887285697
289.17373271889403,732719057.4464444,41133.40889466096
289.17373271889403,737327349.5577127,41071.834084555194
289.17373271889403,741935641.6689808,41011.38713900547
289.17373271889403,746543933.780249,40952.06078047913
289.17373271889403,751152225.8915172,40893.847758582175
289.17373271889403,755760518.0027854,40836.7408508529
289.17373271889403,760368810.1140536,40780.73286374411
289.17373271889403,764977102.2253218,40725.81663351972
289.17373271889403,769585394.33659,40671.985026917246
289.17373271889403,774193686.4478582,40619.230942132024
289.17373271889403,778801978.5591264,40567.547309362446
289.17373271889403,783410270.6703945,40516.927091623314
289.17373271889403,788018562.7816628,40467.36328532241
289.17373271889403,792626854.892931,40418.84892096031
289.17373271889403,797235147.0041991,40371.377063664535
289.17373271889403,801843439.1154674,40324.94081375247
289.17373271889403,806451731.2267356,40279.53330727643
289.17373271889403,811060023.3380038,40235.14771647322
289.17373271889403,815668315.449272,40191.777250293926
289.17373271889403,820276607.5605402,40149.415154718175
289.17373271889403,824884899.6718084,40108.054713321515
289.17373271889403,829493191.7830765,40067.68924751869
289.17373271889403,834101483.8943448,40028.312116945286
289.17373271889403,838709776.005613,39989.916719828056
289.17373271889403,843318068.1168811,39952.49649326473
289.17373271889403,847926360.2281494,39916.044913467565
289.17373271889403,852534652.3394176,39880.555496082656
289.17373271889403,857142944.4506857,39846.021796381996
289.17373271889403,861751236.561954,39812.437409447055
289.17373271889403,866359528.6732222,39779.79597049181
289.17373271889403,870967820.7844903,39748.09115486278
289.17373271889403,875576112.8957585,39717.31667831514
289.17373271889403,880184405.0070268,39687.46629714376
289.17373271889403,884792697.118295,39658.53380824235
289.17373271889403,889400989.2295631,39630.51304925014
289.17373271889403,894009281.3408314,39603.39789864288
289.17373271889403,898617573.4520996,39577.18227579198
289.17373271889403,903225865.5633677,39551.86014101835
289.17373271889403,907834157.6746359,39527.4254956481
289.17373271889403,912442449.7859042,39503.87238203273
289.17373271889403,917050741.8971723,39481.19488358966
289.17373271889403,921659034.0084405,39459.387124760906
289.17373271889403,926267326.1197088,39438.44327105125
289.17373271889403,930875618.2309769,39418.35752895819
289.17373271889403,935483910.3422451,39399.12414600596
289.17373271889403,940092202.4535134,39380.737410648624
289.17373271889403,944700494.5647815,39363.19165223648
289.17373271889403,949308786.6760497,39346.48124095894
289.17373271889403,953917078.7873179,39330.600587747016
289.17373271889403,958525370.8985862,39315.54414424855
289.17373271889403,963133663.0098543,39301.306402668364
289.17373271889403,967741955.1211225,39287.88189571804
289.17373271889403,972350247.2323908,39275.265196467444
289.17373271889403,976958539.3436589,39263.450918326125
289.17373271889403,981566831.4549271,39252.43371476216
289.17373271889403,986175123.5661954,39242.20827934275
289.17373271889403,990783415.6774635,39232.769345462824
289.17373271889403,995391707.7887317,39224.11168630609
289.17373271889403,999999999.9,39216.23011465114
297.13059907834105,4608903.866069095,100225.1981059956
297.13059907834105,9217195.977337293,99889.85681123754
297.13059907834105,13825488.088605491,99557.12609477942
297.13059907834105,18433780.19987369,99226.88545627511
297.13059907834105,23042072.31114189,98899.02448337794
297.13059907834105,27650364.422410086,98573.44227575352
297.13059907834105,32258656.533678282,98250.04689381152
297.13059907834105,36866948.64494648,97928.7548304231
297.13059907834105,41475240.75621468,97609.49050318473
297.13059907834105,46083532.86748288,97292.18576594135
297.13059907834105,50691824.97875107,96976.77943849647
297.13059907834105,55300117.09001927,96663.21685465016
297.13059907834105,59908409.20128747,96351.4494267892
297.13059907834105,64516701.31255566,96041.43422851716
297.13059907834105,69124993.42382388,95733.13359362629
297.13059907834105,73733285.53509207,95426.51473250022
297.13059907834105,78341577.64636026,95121.54936512013
297.13059907834105,82949869.75762847,94818.21337130641
297.13059907834105,87558161.86889666,94516.48645736651
297.13059907834105,92166453.98016487,94216.35183966183
297.13059907834105,96774746.09143306,93917.7959445027
297.13059907834105,101383038.20270126,93620.80812447002
297.13059907834105,105991330.31396946,93325.38039062668
297.13059907834105,110599622.42523766,93031.50715956867
297.13059907834105,115207914.53650585,92739.18501752951
297.13059907834105,119816206.64777406,92448.4124975124
297.13059907834105,124424498.75904225,92159.18987136603
297.13059907834105,129032790.87031044,91871.51895606995
297.13059907834105,133641082.98157865,91585.4029327519
297.13059907834105,138249375.09284684,91300.84617873759
297.13059907834105,142857667.20411503,91017.85411178399
297.13059907834105,147465959.31538323,90736.43304583772
297.13059907834105,152074251.42665142,90456.59005806559
297.13059907834105,156682543.5379196,90178.33286613158
297.13059907834105,161290835.64918783,89901.66971552123
297.13059907834105,165899127.76045603,89626.60927615942
297.13059907834105,170507419.87172422,89353.16054800416
297.13059907834105,175115711.9829924,89081.33277469834
297.13059907834105,179724004.0942606,88811.13536516427
297.13059907834105,184332296.20552883,88542.57782241423
297.13059907834105,188940588.31679702,88275.66967915937
297.13059907834105,193548880.4280652,88010.42043971858
297.13059907834105,198157172.5393334,87746.83952785716
297.13059907834105,202765464.6506016,87484.9362400865
297.13059907834105,207373756.7618698,87224.71970403704
297.13059907834105,211982048.873138,86966.19884159272
297.13059907834105,216590340.9844062,86709.3823361882
297.13059907834105,221198633.0956744,86454.27860429478
297.13059907834105,225806925.2069426,86200.89577057926
297.13059907834105,230415217.31821078,85949.24164626662
297.13059907834105,235023509.429479,85699.32371093151
297.13059907834105,239631801.5407472,85451.1490967894
297.13059907834105,244240093.6520154,85204.72457591636
297.13059907834105,248848385.76328358,84960.05654956037
297.13059907834105,253456677.87455177,84717.15103990748
297.13059907834105,258064969.98581997,84476.01368357323
297.13059907834105,262673262.0970882,84236.64972701314
297.13059907834105,267281554.20835638,83999.06402352397
297.13059907834105,271889846.3196246,83763.26103170897
297.13059907834105,276498138.4308928,83529.2448153153
297.13059907834105,281106430.542161,83297.0190441149
297.13059907834105,285714722.6534292,83066.58699592497
297.13059907834105,290323014.7646974,82837.95155967819
297.13059907834105,294931306.8759656,82611.11523915276
297.13059907834105,299539598.9872338,82386.08015756588
297.13059907834105,304147891.098502,82162.84806270526
297.13059907834105,308756183.2097702,81941.42033287876
297.13059907834105,313364475.32103837,81721.79798299429
297.13059907834105,317972767.4323066,81503.98167146865
297.13059907834105,322581059.5435748,81287.97170715623
297.13059907834105,327189351.654843,81073.76805687386
297.13059907834105,331797643.7661112,80861.37035296936
297.13059907834105,336405935.87737936,80650.77790128333
297.13059907834105,341014227.9886476,80441.98968911076
297.13059907834105,345622520.0999158,80235.0043934943
297.13059907834105,350230812.21118397,80029.82038935422
297.13059907834105,354839104.3224522,79826.43575801444
297.13059907834105,359447396.43372035,79624.8482954571
297.13059907834105,364055688.5449886,79425.05552079651
297.13059907834105,368663980.6562568,79227.05468463154
297.13059907834105,373272272.76752496,79030.84277742973
297.13059907834105,377880564.8787932,78836.4165378569
297.13059907834105,382488856.99006134,78643.77246099243
297.13059907834105,387097149.10132957,78452.90680654728
297.13059907834105,391705441.2125977,78263.81560686903
297.13059907834105,396313733.32386595,78076.4946750331
297.13059907834105,400922025.4351342,77890.9396126122
297.13059907834105,405530317.54640234,77707.14581746046
297.13059907834105,410138609.65767056,77525.10849132026
297.13059907834105,414746901.7689387,77344.82264733099
297.13059907834105,419355193.88020694,77166.28311733456
297.13059907834105,423963485.99147516,76989.484559129
297.13059907834105,428571778.1027433,76814.42146347804
297.13059907834105,433180070.21401155,76641.08816104675
297.13059907834105,437788362.3252797,76469.47882912905
297.13059907834105,442396654.43654794,76299.58749827006
297.13059907834105,447004946.54781616,76131.40805870228
297.13059907834105,451613238.6590843,75964.93426664815
297.13059907834105,456221530.77035254,75800.15975046174
297.13059907834105,460829822.8816207,75637.07801657962
297.13059907834105,465438114.9928889,75475.68245539324
297.13059907834105,470046407.10415715,75315.96634690369
297.13059907834105,474654699.2154253,75157.92286625202
297.13059907834105,479262991.32669353,75001.54508908244
297.13059907834105,483871283.4379617,74846.825996802
297.13059907834105,488479575.5492299,74693.75848164182
297.13059907834105,493087867.66049814,74542.3353515794
297.13059907834105,497696159.7717663,74392.54933515975
297.13059907834105,502304451.8830345,74244.3930861454
297.13059907834105,506912743.9943027,74097.85918801666
297.13059907834105,511521036.1055709,73952.94015838172
297.13059907834105,516129328.2168391,73809.62845319608
297.13059907834105,520737620.3281073,73667.9164709045
297.13059907834105,525345912.4393755,73527.79655642668
297.13059907834105,529954204.5506437,73389.26100503624
297.13059907834105,534562496.6619119,73252.30206607089
297.13059907834105,539170788.7731801,73116.9119466204
297.13059907834105,543779080.8844483,72983.08281495316
297.13059907834105,548387372.9957165,72850.80680400315
297.13059907834105,552995665.1069847,72720.07601458029
297.13059907834105,557603957.2182529,72590.882518615
297.13059907834105,562212249.3295211,72463.21836215818
297.13059907834105,566820541.4407893,72337.07556838705
297.13059907834105,571428833.5520575,72212.44614048311
297.13059907834105,576037125.6633257,72089.32206437642
297.13059907834105,580645417.7745938,71967.69531142233
297.13059907834105,585253709.8858621,71847.55784099213
297.13059907834105,589862001.9971303,71728.9016029475
297.13059907834105,594470294.1083984,71611.71854006323
297.13059907834105,599078586.2196667,71496.00059032149
297.13059907834105,603686878.3309349,71381.73968916073
297.13059907834105,608295170.442203,71268.92777160743
297.13059907834105,612903462.5534712,71157.55677436847
297.13059907834105,617511754.6647395,71047.61863781353
297.13059907834105,622120046.7760077,70939.10530790094
297.13059907834105,626728338.8872758,70832.00873804017
297.13059907834105,631336630.9985441,70726.32089082555
297.13059907834105,635944923.1098123,70622.03373979728
297.13059907834105,640553215.2210804,70519.13927106184
297.13059907834105,645161507.3323487,70417.62948487686
297.13059907834105,649769799.4436169,70317.49639716811
297.13059907834105,654378091.554885,70218.73204095868
297.13059907834105,658986383.6661532,70121.3284678281
297.13059907834105,663594675.7774215,70025.2777491864
297.13059907834105,668202967.8886896,69930.571977614
297.13059907834105,672811259.9999578,69837.20326804658
297.13059907834105,677419552.1112261,69745.16375898202
297.13059907834105,682027844.2224942,69654.4456136086
297.13059907834105,686636136.3337624,69565.04102089014
297.13059907834105,691244428.4450307,69476.94219655833
