,T,D,U
385,280.19429718875506,650.6124096385543,29621.40399545125
386,280.19429718875506,655.431686746988,29621.19695948998
387,280.19429718875506,660.2509638554218,29620.99294590572
388,280.19429718875506,665.0702409638554,29620.791888995627
389,280.19429718875506,669.8895180722892,29620.593724947514
390,280.19429718875506,674.708795180723,29620.398391772425
391,280.19429718875506,679.5280722891566,29620.205829239898
392,280.19429718875506,684.3473493975904,29620.015978816085
393,280.19429718875506,689.1666265060242,29619.828783604426
394,280.19429718875506,693.9859036144579,29619.644188288803
395,280.19429718875506,698.8051807228916,29619.46213907902
396,280.19429718875506,703.6244578313253,29619.282583658594
397,280.19429718875506,708.4437349397591,29619.105471134564
398,280.19429718875506,713.2630120481929,29618.930751989472
399,280.19429718875506,718.0822891566265,29618.758378035145
400,280.19429718875506,722.9015662650603,29618.588302368422
401,280.19429718875506,727.7208433734941,29618.420479328568
402,280.19429718875506,732.5401204819277,29618.25486445647
403,280.19429718875506,737.3593975903615,29618.091414455303
404,280.19429718875506,742.1786746987952,29617.930087152818
405,280.19429718875506,746.997951807229,29617.770841465077
406,280.19429718875506,751.8172289156627,29617.61363736157
407,280.19429718875506,756.6365060240964,29617.458435831635
408,280.19429718875506,761.4557831325302,29617.30519885222
409,280.19429718875506,766.275060240964,29617.153889356843
410,280.19429718875506,771.0943373493976,29617.00447120562
411,280.19429718875506,775.9136144578314,29616.856909156573
412,280.19429718875506,780.7328915662652,29616.711168837897
413,280.19429718875506,785.5521686746988,29616.567216721214
414,280.19429718875506,790.3714457831326,29616.425020095947
415,280.19429718875506,795.1907228915663,29616.28454704445
416,280.19429718875506,800.0100000000001,29616.145766418213
417,280.19429718875506,804.8292771084338,29616.00864781475
418,280.19429718875506,809.6485542168675,29615.873161555453
419,280.19429718875506,814.4678313253013,29615.739278664154
420,280.19429718875506,819.287108433735,29615.606970846467
421,280.19429718875506,824.1063855421687,29615.476210469857
422,280.19429718875506,828.9256626506025,29615.346970544404
423,280.19429718875506,833.7449397590362,29615.21922470421
424,280.19429718875506,838.5642168674699,29615.092947189496
425,280.19429718875506,843.3834939759037,29614.968112829272
426,280.19429718875506,848.2027710843374,29614.8446970246
427,280.19429718875506,853.0220481927712,29614.722675732442
428,280.19429718875506,857.8413253012048,29614.602025450058
429,280.19429718875506,862.6606024096386,29614.482723199897
430,280.19429718875506,867.4798795180724,29614.364746515002
431,280.19429718875506,872.2991566265061,29614.24807342496
432,280.19429718875506,877.1184337349398,29614.132682442152
433,280.19429718875506,881.9377108433736,29614.01855254868
434,280.19429718875506,886.7569879518073,29613.905663183552
435,280.19429718875506,891.576265060241,29613.793994230295
436,280.19429718875506,896.3955421686748,29613.68352600509
437,280.19429718875506,901.2148192771085,29613.574239245103
438,280.19429718875506,906.0340963855423,29613.4661150974
439,280.19429718875506,910.8533734939759,29613.35913510801
440,280.19429718875506,915.6726506024097,29613.253281211462
441,280.19429718875506,920.4919277108435,29613.148535720647
442,280.19429718875506,925.3112048192772,29613.044881316902
443,280.19429718875506,930.1304819277109,29612.942301040508
444,280.19429718875506,934.9497590361447,29612.840778281432
445,280.19429718875506,939.7690361445784,29612.74029677034
446,280.19429718875506,944.5883132530121,29612.64084056993
447,280.19429718875506,949.4075903614458,29612.5423940665
448,280.19429718875506,954.2268674698796,29612.444941961778
449,280.19429718875506,959.0461445783134,29612.348469264984
450,280.19429718875506,963.865421686747,29612.252961285143
451,280.19429718875506,968.6846987951808,29612.158403623656
452,280.19429718875506,973.5039759036146,29612.06478216702
453,280.19429718875506,978.3232530120482,29611.97208307984
454,280.19429718875506,983.142530120482,29611.880292798
455,280.19429718875506,987.9618072289157,29611.789398022032
456,280.19429718875506,992.7810843373495,29611.69938571073
457,280.19429718875506,997.6003614457832,29611.61024307488
458,280.19429718875506,1002.4196385542169,29538.49747755272
459,280.19429718875506,1007.2389156626507,29377.596668083133
460,280.19429718875506,1012.0581927710845,29185.858265246432
461,280.19429718875506,1016.8774698795181,28963.434656608595
462,280.19429718875506,1021.6967469879519,28710.584841308493
463,280.19429718875506,1026.5160240963855,28427.687486847688
464,280.19429718875506,1031.3353012048194,28115.2547148454
465,280.19429718875506,1036.154578313253,27773.944749907252
466,280.19429718875506,1040.9738554216867,27404.572069076625
467,280.19429718875506,1045.7931325301206,27008.114183892874
468,280.19429718875506,1050.6124096385543,26585.714603669752
469,280.19429718875506,1055.4316867469881,26138.681875853646
470,280.19429718875506,1060.2509638554218,25668.48485117401
471,280.19429718875506,1065.0702409638554,25176.744503987386
472,280.19429718875506,1069.8895180722893,24665.222753597212
473,280.19429718875506,1074.708795180723,24135.80879672749
474,280.19429718875506,1079.5280722891566,23590.503485385725
475,280.19429718875506,1084.3473493975905,23031.402278935864
476,280.19429718875506,1089.1666265060242,22460.677271862794
477,280.19429718875506,1093.9859036144578,21880.558760631837
478,280.19429718875506,1098.8051807228917,21293.316761991322
479,280.19429718875506,1103.6244578313253,20701.242843494612
480,280.19429718875506,1108.4437349397592,20106.63257330603
481,280.19429718875506,1113.2630120481929,19511.76884134612
482,280.19429718875506,1118.0822891566265,18918.906255739974
483,280.19429718875506,1122.9015662650604,18330.256769580894
484,280.19429718875506,1127.720843373494,17747.97665049888
485,280.19429718875506,1132.5401204819277,17174.154867566845
486,280.19429718875506,1137.3593975903616,16610.80293457161
487,280.19429718875506,1142.1786746987952,16059.846220369958
488,280.19429718875506,1146.997951807229,15523.116710098082
489,280.19429718875506,1151.8172289156628,15002.347180871806
490,280.19429718875506,1156.6365060240964,14499.166736537476
491,280.19429718875506,1161.4557831325303,14015.09763296832
492,280.19429718875506,1166.275060240964,13551.553312969616
493,280.19429718875506,1171.0943373493976,13109.837562646486
494,280.19429718875506,1175.9136144578315,12691.144694438193
495,280.19429718875506,1180.7328915662652,12296.560658753458
496,280.19429718875506,1185.5521686746988,11927.064984435627
497,280.19429718875506,1190.3714457831327,11583.533448274395
498,280.19429718875506,1195.1907228915663,11266.741374974668
499,280.19429718875506,1200.01,10977.36747233609
500,287.12859437751007,0.01,2394261.976934134
501,287.12859437751007,4.829277108433735,64505.874861845565
502,287.12859437751007,9.64855421686747,61592.21184022699
503,287.12859437751007,14.467831325301207,60619.64823925486
504,287.12859437751007,19.287108433734943,60133.114310876124
505,287.12859437751007,24.106385542168677,59841.113222720196
506,287.12859437751007,28.925662650602415,59646.41218101684
507,287.12859437751007,33.74493975903614,59507.32352327206
508,287.12859437751007,38.56421686746988,59402.99801327202
509,287.12859437751007,43.38349397590362,59321.8506060983
510,287.12859437751007,48.20277108433735,59256.929313440545
511,287.12859437751007,53.02204819277109,59203.80966595569
512,287.12859437751007,57.841325301204826,59159.54176243758
513,287.12859437751007,62.66060240963856,59122.08321873598
514,287.12859437751007,67.4798795180723,59089.975102553384
515,287.12859437751007,72.29915662650603,59062.147476394006
516,287.12859437751007,77.11843373493977,59037.797852451156
517,287.12859437751007,81.93771084337351,59016.312540534054
518,287.12859437751007,86.75698795180725,58997.21421033071
519,287.12859437751007,91.57626506024097,58980.12601114763
520,287.12859437751007,96.39554216867471,58964.74645461116
521,287.12859437751007,101.21481927710845,58950.83147303089
522,287.12859437751007,106.03409638554218,58938.18137047499
523,287.12859437751007,110.85337349397592,58926.631177606025
524,287.12859437751007,115.67265060240966,58916.04341759913
525,287.12859437751007,120.49192771084338,58906.3026080959
526,287.12859437751007,125.31120481927712,58897.3110318368
527,287.12859437751007,130.13048192771083,58888.98544708088
528,287.12859437751007,134.94975903614457,58881.25450288326
529,287.12859437751007,139.7690361445783,58874.056689104604
530,287.12859437751007,144.58831325301205,58867.33869639023
531,287.12859437751007,149.40759036144578,58861.05409355151
532,287.12859437751007,154.22686746987952,58855.162252922004
533,287.12859437751007,159.04614457831326,58849.62747109138
534,287.12859437751007,163.865421686747,58844.41824479406
535,287.12859437751007,168.68469879518074,58839.50667092436
536,287.12859437751007,173.50397590361447,58834.867946542894
537,287.12859437751007,178.3232530120482,58830.4799499588
538,287.12859437751007,183.14253012048192,58826.322887953094
539,287.12859437751007,187.96180722891566,58822.37899727256
540,287.12859437751007,192.7810843373494,58818.63229089708
541,287.12859437751007,197.60036144578314,58815.068341437014
542,287.12859437751007,202.41963855421687,58811.67409547183
543,287.12859437751007,207.2389156626506,58808.43771379412
544,287.12859437751007,212.05819277108435,58805.348433437335
545,287.12859437751007,216.8774698795181,58802.39644809891
546,287.12859437751007,221.69674698795183,58799.57280415979
547,287.12859437751007,226.51602409638556,58796.86930997744
548,287.12859437751007,231.3353012048193,58794.27845651664
549,287.12859437751007,236.154578313253,58791.79334769874
550,287.12859437751007,240.97385542168675,58789.40763910845
551,287.12859437751007,245.7931325301205,58787.11548391142
552,287.12859437751007,250.61240963855423,58784.91148501189
553,287.12859437751007,255.43168674698796,58782.79065262613
554,287.12859437751007,260.2509638554217,58780.748366569765
555,287.12859437751007,265.07024096385544,58778.780342659185
556,287.12859437751007,269.88951807228915,58776.882602712576
557,287.12859437751007,274.7087951807229,58775.051447708574
558,287.12859437751007,279.5280722891566,58773.28343372167
559,287.12859437751007,284.3473493975904,58771.57535030454
560,287.12859437751007,289.1666265060241,58769.92420103235
561,287.12859437751007,293.98590361445787,58768.32718596043
562,287.12859437751007,298.8051807228916,58766.78168577964
563,287.12859437751007,303.62445783132534,58765.28524748072
564,287.12859437751007,308.44373493975905,58763.835571362535
565,287.12859437751007,313.26301204819276,58762.430499239475
566,287.12859437751007,318.08228915662653,58761.068003720946
567,287.12859437751007,322.90156626506024,58759.74617845087
568,287.12859437751007,327.720843373494,58758.46322920834
569,287.12859437751007,332.5401204819277,58757.217465782094
570,287.12859437751007,337.3593975903615,58756.007294541545
571,287.12859437751007,342.1786746987952,58754.83121163547
572,287.12859437751007,346.99795180722896,58753.68779675755
573,287.12859437751007,351.81722891566267,58752.57570742421
574,287.12859437751007,356.63650602409643,58751.493673716555
575,287.12859437751007,361.45578313253014,58750.44049344285
576,287.12859437751007,366.27506024096385,58749.41502768279
577,287.12859437751007,371.0943373493976,58748.41619667931
578,287.12859437751007,375.91361445783133,58747.44297604586
579,287.12859437751007,380.7328915662651,58746.49439326234
580,287.12859437751007,385.5521686746988,58745.56952443334
581,287.12859437751007,390.3714457831326,58744.66749128671
582,287.12859437751007,395.1907228915663,58743.787458391846
583,287.12859437751007,400.01000000000005,58742.92863057877
584,287.12859437751007,404.82927710843376,58742.090250541834
585,287.12859437751007,409.6485542168675,58741.27159661246
586,287.12859437751007,414.46783132530123,58740.47198068722
587,287.12859437751007,419.28710843373494,58739.69074629886
588,287.12859437751007,424.1063855421687,58738.92726681887
589,287.12859437751007,428.9256626506024,58738.1809437811
590,287.12859437751007,433.7449397590362,58737.45120531738
591,287.12859437751007,438.5642168674699,58736.73750469596
592,287.12859437751007,443.38349397590366,58736.039318955496
593,287.12859437751007,448.20277108433737,58735.35614762716
594,287.12859437751007,453.02204819277114,58734.68751153811
595,287.12859437751007,457.84132530120485,58734.032951690875
596,287.12859437751007,462.6606024096386,58733.39202821237
597,287.12859437751007,467.4798795180723,58732.764319368274
598,287.12859437751007,472.29915662650603,58732.149420637514
599,287.12859437751007,477.1184337349398,58731.54694384297
600,287.12859437751007,481.9377108433735,58730.9565163343
601,287.12859437751007,486.7569879518073,58730.37778021927
602,287.12859437751007,491.576265060241,58729.810391640356
603,287.12859437751007,496.39554216867475,58729.25402009344
604,287.12859437751007,501.21481927710846,58728.7083477859
605,287.12859437751007,506.0340963855422,58728.173069031196
606,287.12859437751007,510.85337349397594,58727.64788967793
607,287.12859437751007,515.6726506024097,58727.13252657084
608,287.12859437751007,520.4919277108434,58726.6267070416
609,287.12859437751007,525.3112048192771,58726.13016842797
610,287.12859437751007,530.1304819277109,58725.64265761883
611,287.12859437751007,534.9497590361447,58725.16393062404
612,287.12859437751007,539.7690361445783,58724.69375216721
613,287.12859437751007,544.5883132530121,58724.23189530017
614,287.12859437751007,549.4075903614458,58723.77814103771
615,287.12859437751007,554.2268674698796,58723.33227801132
616,287.12859437751007,559.0461445783133,58722.89410214099
617,287.12859437751007,563.865421686747,58722.463416323655
618,287.12859437751007,568.6846987951808,58722.04003013756
619,287.12859437751007,573.5039759036144,58721.62375956161
620,287.12859437751007,578.3232530120482,58721.21442670864
621,287.12859437751007,583.142530120482,58720.81185957192
622,287.12859437751007,587.9618072289157,58720.415891784214
623,287.12859437751007,592.7810843373494,58720.026362388504
624,287.12859437751007,597.6003614457832,58719.64311561986
625,287.12859437751007,602.4196385542169,58719.26600069772
626,287.12859437751007,607.2389156626507,58718.89487162814
627,287.12859437751007,612.0581927710844,58718.52958701535
628,287.12859437751007,616.8774698795181,58718.17000988212
629,287.12859437751007,621.6967469879519,58717.81600749847
630,287.12859437751007,626.5160240963855,58717.467451218436
631,287.12859437751007,631.3353012048193,58717.12421632403
632,287.12859437751007,636.1545783132531,58716.78618187657
633,287.12859437751007,640.9738554216868,58716.45323057458
634,287.12859437751007,645.7931325301205,58716.12524861807
635,287.12859437751007,650.6124096385543,58715.802125578826
636,287.12859437751007,655.431686746988,58715.483754276465
637,287.12859437751007,660.2509638554218,58715.17003065996
638,287.12859437751007,665.0702409638554,58714.86085369416
639,287.12859437751007,669.8895180722892,58714.55612525141
640,287.12859437751007,674.708795180723,58714.255750007585
641,287.12859437751007,679.5280722891566,58713.95963534283
642,287.12859437751007,684.3473493975904,58713.6676912462
643,287.12859437751007,689.1666265060242,58713.379830224556
644,287.12859437751007,693.9859036144579,58713.095967215035
645,287.12859437751007,698.8051807228916,58712.81601950135
646,287.12859437751007,703.6244578313253,58712.53990663334
647,287.12859437751007,708.4437349397591,58712.26755034996
648,287.12859437751007,713.2630120481929,58711.99887450533
649,287.12859437751007,718.0822891566265,58711.73380499762
650,287.12859437751007,722.9015662650603,58711.47226970113
651,287.12859437751007,727.7208433734941,58711.214198400696
652,287.12859437751007,732.5401204819277,58710.95952272892
653,287.12859437751007,737.3593975903615,58710.708176105756
654,287.12859437751007,742.1786746987952,58710.46009368045
655,287.12859437751007,746.997951807229,58710.21521227584
656,287.12859437751007,751.8172289156627,58709.97347033468
657,287.12859437751007,756.6365060240964,58709.734807867964
658,287.12859437751007,761.4557831325302,58709.49916640548
659,287.12859437751007,766.275060240964,58709.26648894786
660,287.12859437751007,771.0943373493976,58709.03671992077
661,287.12859437751007,775.9136144578314,58708.809805130484
662,287.12859437751007,780.7328915662652,58708.585691721484
663,287.12859437751007,785.5521686746988,58708.36432813527
664,287.12859437751007,790.3714457831326,58708.14566407083
665,287.12859437751007,795.1907228915663,58707.92965044657
666,287.12859437751007,800.0100000000001,58707.716239363544
667,287.12859437751007,804.8292771084338,58707.50538407013
668,287.12859437751007,809.6485542168675,58707.29703892778
669,287.12859437751007,814.4678313253013,58707.09115937813
670,287.12859437751007,819.287108433735,58706.88770191128
671,287.12859437751007,824.1063855421687,58706.68662403504
672,287.12859437751007,828.9256626506025,58706.48788424545
673,287.12859437751007,833.7449397590362,58706.29144199811
674,287.12859437751007,838.5642168674699,58706.097257680725
675,287.12859437751007,843.3834939759037,58705.90529258635
676,287.12859437751007,848.2027710843374,58705.71550888779
677,287.12859437751007,853.0220481927712,58705.52786961266
678,287.12859437751007,857.8413253012048,58705.34233861941
679,287.12859437751007,862.6606024096386,58705.15888057414
680,287.12859437751007,867.4798795180724,58704.97746092808
681,287.12859437751007,872.2991566265061,58704.79804589601
682,287.12859437751007,877.1184337349398,58704.620602435236
683,287.12859437751007,881.9377108433736,58704.44509822526
684,287.12859437751007,886.7569879518073,58704.27150164824
685,287.12859437751007,891.576265060241,58704.0997817699
686,287.12859437751007,896.3955421686748,58703.929908321275
687,287.12859437751007,901.2148192771085,58703.76185168082
688,287.12859437751007,906.0340963855423,58703.595582857226
689,287.12859437751007,910.8533734939759,58703.43107347278
690,287.12859437751007,915.6726506024097,58703.268295747155
691,287.12859437751007,920.4919277108435,58703.1072224818
692,287.12859437751007,925.3112048192772,58702.94782704484
693,287.12859437751007,930.1304819277109,58702.79008335628
694,287.12859437751007,934.9497590361447,58702.63396587395
695,287.12859437751007,939.7690361445784,58702.479449579514
696,287.12859437751007,944.5883132530121,58702.32650996528
697,287.12859437751007,949.4075903614458,58702.17512302113
698,287.12859437751007,954.2268674698796,58702.025265221986
699,287.12859437751007,959.0461445783134,58701.87691351568
700,287.12859437751007,963.865421686747,58701.73004531106
701,287.12859437751007,968.6846987951808,58701.58463846652
702,287.12859437751007,973.5039759036146,58701.44067127891
703,287.12859437751007,978.3232530120482,58701.29812247275
704,287.12859437751007,983.142530120482,58701.15697118968
705,287.12859437751007,987.9618072289157,58701.017196978384
706,287.12859437751007,992.7810843373495,58700.878779784565
707,287.12859437751007,997.6003614457832,58700.74169994154
708,287.12859437751007,1002.4196385542169,58423.93251805054
709,287.12859437751007,1007.2389156626507,57993.686655982136
710,287.12859437751007,1012.0581927710845,57544.34528723501
711,287.12859437751007,1016.8774698795181,57075.47331445185
712,287.12859437751007,1021.6967469879519,56586.771034105695
713,287.12859437751007,1026.5160240963855,56078.089022986416
714,287.12859437751007,1031.3353012048194,55549.441220398716
715,287.12859437751007,1036.154578313253,55001.01521699194
716,287.12859437751007,1040.9738554216867,54433.179124846705
717,287.12859437751007,1045.7931325301206,53846.48474165661
718,287.12859437751007,1050.6124096385543,53241.66698279557
719,287.12859437751007,1055.4316867469881,52619.63976478724
720,287.12859437751007,1060.2509638554218,51981.488662714175
721,287.12859437751007,1065.0702409638554,51328.46076057338
722,287.12859437751007,1069.8895180722893,50661.952161398134
723,287.12859437751007,1074.708795180723,49983.4936432614
724,287.12859437751007,1079.5280722891566,49294.73494028595
725,287.12859437751007,1084.3473493975905,48597.428103765385
726,287.12859437751007,1089.1666265060242,47893.41036210706
727,287.12859437751007,1093.9859036144578,47184.58685717843
728,287.12859437751007,1098.8051807228917,46472.91358602676
729,287.12859437751007,1103.6244578313253,45760.38083065855
730,287.12859437751007,1108.4437349397592,45048.997311506464
731,287.12859437751007,1113.2630120481929,44340.77525452672
732,287.12859437751007,1118.0822891566265,43637.71652095415
733,287.12859437751007,1122.9015662650604,42941.79990987891
734,287.12859437751007,1127.720843373494,42254.96970886822
735,287.12859437751007,1132.5401204819277,41579.12553759626
736,287.12859437751007,1137.3593975903616,40916.11350145628
737,287.12859437751007,1142.1786746987952,40267.71865023601
738,287.12859437751007,1146.997951807229,39635.65871506431
739,287.12859437751007,1151.8172289156628,39021.57908249545
740,287.12859437751007,1156.6365060240964,38427.04894932855
741,287.12859437751007,1161.4557831325303,37853.558592033114
742,287.12859437751007,1166.275060240964,37302.517675989686
743,287.12859437751007,1171.0943373493976,36775.25452404165
744,287.12859437751007,1175.9136144578315,36273.01625975303
745,287.12859437751007,1180.7328915662652,35796.96973869802
746,287.12859437751007,1185.5521686746988,35348.20318037361
747,287.12859437751007,1190.3714457831327,34927.72841410116
748,287.12859437751007,1195.1907228915663,34536.48365386229
749,287.12859437751007,1200.01,34175.33672016177
750,294.0628915662651,0.01,2404092.254389656
751,294.0628915662651,4.829277108433735,96446.3977993513
752,294.0628915662651,9.64855421686747,92072.23570527996
753,294.0628915662651,14.467831325301207,90612.16609328942
754,294.0628915662651,19.287108433734943,89881.75277809017
755,294.0628915662651,24.106385542168677,89443.38359065761
756,294.0628915662651,28.925662650602415,89151.08694894717
757,294.0628915662651,33.74493975903614,88942.27888503986
758,294.0628915662651,38.56421686746988,88785.65930072249
759,294.0628915662651,43.38349397590362,88663.83604598854
760,294.0628915662651,48.20277108433735,88566.37238758517
761,294.0628915662651,53.02204819277109,88486.62605221463
762,294.0628915662651,57.841325301204826,88420.16847489143
763,294.0628915662651,62.66060240963856,88363.93350854736
764,294.0628915662651,67.4798795180723,88315.730918311
765,294.0628915662651,72.29915662650603,88273.95445115911
766,294.0628915662651,77.11843373493977,88237.39936525334
767,294.0628915662651,81.93771084337351,88205.1443528275
768,294.0628915662651,86.75698795180725,88176.47281757594
769,294.0628915662651,91.57626506024097,88150.8190090991
770,294.0628915662651,96.39554216867471,88127.7303153393
771,294.0628915662651,101.21481927710845,88106.84032754162
772,294.0628915662651,106.03409638554218,88087.84925044193
773,294.0628915662651,110.85337349397592,88070.50942237953
774,294.0628915662651,115.67265060240966,88054.61445506872
775,294.0628915662651,120.49192771084338,88039.99097960899
776,294.0628915662651,125.31120481927712,88026.49229710978
777,294.0628915662651,130.13048192771083,88013.99344017947
778,294.0628915662651,134.94975903614457,88002.38729258804
779,294.0628915662651,139.7690361445783,87991.58151170085
780,294.0628915662651,144.58831325301205,87981.49606638288
781,294.0628915662651,149.40759036144578,87972.06125140616
782,294.0628915662651,154.22686746987952,87963.21607413117
783,294.0628915662651,159.04614457831326,87954.90693450077
784,294.0628915662651,163.865421686747,87947.08653796211
785,294.0628915662651,168.68469879518074,87939.71299473365
786,294.0628915662651,173.50397590361447,87932.74906918574
