,P,T,U
2411,242424705.85060674,465.10888888888894,717413.5503690821
2412,242424705.85060674,482.54969696969704,782796.9055994172
2413,242424705.85060674,499.99050505050513,848187.7305784912
2414,242424705.85060674,517.4313131313132,913596.028288185
2415,242424705.85060674,534.8721212121213,979028.7464600855
2416,242424705.85060674,552.3129292929293,1044489.9913060677
2417,242424705.85060674,569.7537373737375,1109981.2093288603
2418,242424705.85060674,587.1945454545455,1175501.3244705452
2419,242424705.85060674,604.6353535353536,1241046.8382213279
2420,242424705.85060674,622.0761616161617,1306611.9082188369
2421,242424705.85060674,639.5169696969698,1372188.4196892814
2422,242424705.85060674,656.9577777777779,1437766.05633968
2423,242424705.85060674,674.3985858585859,1503332.364859818
2424,242424705.85060674,691.8393939393941,1568872.7931319587
2425,242424705.85060674,709.2802020202021,1634370.6696058598
2426,242424705.85060674,726.7210101010103,1699807.0853947264
2427,242424705.85060674,744.1618181818183,1765160.640953889
2428,242424705.85060674,761.6026262626264,1830407.0501490943
2429,242424705.85060674,779.0434343434345,1895518.6025745189
2430,242424705.85060674,796.4842424242424,1960463.560301239
2431,242424705.85060674,813.9250505050506,2025205.5916257778
2432,242424705.85060674,831.3658585858586,2089703.3955914716
2433,242424705.85060674,848.8066666666668,2153910.6850405713
2434,242424705.85060674,866.2474747474748,2217776.6740425033
2435,242424705.85060674,883.688282828283,2281247.149037354
2436,242424705.85060674,901.129090909091,2344266.1015647203
2437,242424705.85060674,918.569898989899,2406777.78998984
2438,242424705.85060674,936.0107070707072,2468729.0128984475
2439,242424705.85060674,953.4515151515152,2530071.3176714573
2440,242424705.85060674,970.8923232323234,2590762.942013016
2441,242424705.85060674,988.3331313131314,2650770.215530765
2442,242424705.85060674,1005.7739393939396,2710068.3872210165
2443,242424705.85060674,1023.2147474747476,2768641.8255895255
2444,242424705.85060674,1040.6555555555556,2826483.682231332
2445,242424705.85060674,1058.0963636363638,2883595.154658483
2446,242424705.85060674,1075.5371717171718,2939984.5018648067
2447,242424705.85060674,1092.97797979798,2995665.9499762724
2448,242424705.85060674,1110.418787878788,3050658.5914707505
2449,242424705.85060674,1127.8595959595962,3104985.3451301563
2450,242424705.85060674,1145.3004040404041,3158672.0140095996
2451,242424705.85060674,1162.7412121212124,3211746.457784152
2452,242424705.85060674,1180.1820202020203,3264237.882681559
2453,242424705.85060674,1197.6228282828283,3316176.2445414416
2454,242424705.85060674,1215.0636363636365,3367591.756354761
2455,242424705.85060674,1232.5044444444445,3418514.4895807193
2456,242424705.85060674,1249.9452525252527,3468974.057798733
2457,242424705.85060674,1267.3860606060607,3518999.37134597
2458,242424705.85060674,1284.826868686869,3568618.45220448
2459,242424705.85060674,1302.267676767677,3617858.2993194386
2460,242424705.85060674,1319.7084848484849,3666744.7955947784
2461,242424705.85060674,1337.149292929293,3715302.6489145877
2462,242424705.85060674,1354.590101010101,3763555.360606028
2463,242424705.85060674,1372.0309090909093,3811525.215749042
2464,242424705.85060674,1389.4717171717173,3859233.290628762
2465,242424705.85060674,1406.9125252525253,3906699.4734111186
2466,242424705.85060674,1424.3533333333335,3953942.4948026827
2467,242424705.85060674,1441.7941414141414,4000979.9660392813
2468,242424705.85060674,1459.2349494949497,4047828.422043518
2469,242424705.85060674,1476.6757575757576,4094503.368009207
2470,242424705.85060674,1494.1165656565659,4141019.3280205377
2471,242424705.85060674,1511.5573737373738,4187389.894605117
2472,242424705.85060674,1528.998181818182,4233627.778360946
2473,242424705.85060674,1546.43898989899,4279744.856995631
2474,242424705.85060674,1563.879797979798,4325752.2232782375
2475,242424705.85060674,1581.3206060606062,4371660.231535821
2476,242424705.85060674,1598.7614141414142,4417478.542432947
2477,242424705.85060674,1616.2022222222224,4463216.165857629
2478,242424705.85060674,1633.6430303030304,4508881.50180462
2479,242424705.85060674,1651.0838383838386,4554482.379200159
2480,242424705.85060674,1668.5246464646466,4600026.092653585
2481,242424705.85060674,1685.9654545454546,4645519.437152851
2482,242424705.85060674,1703.4062626262628,4690968.740744815
2483,242424705.85060674,1720.8470707070708,4736379.895258719
2484,242424705.85060674,1738.287878787879,4781758.385143727
2485,242424705.85060674,1755.728686868687,4827109.314499851
2486,242424705.85060674,1773.1694949494952,4872437.432386882
2487,242424705.85060674,1790.6103030303032,4917747.156498755
2488,242424705.85060674,1808.0511111111111,4963042.595291656
2489,242424705.85060674,1825.4919191919194,5008327.568653628
2490,242424705.85060674,1842.9327272727273,5053605.627201725
2491,242424705.85060674,1860.3735353535355,5098880.070290365
2492,242424705.85060674,1877.8143434343435,5144153.9628113955
2493,242424705.85060674,1895.2551515151517,5189430.150863075
2494,242424705.85060674,1912.6959595959597,5234711.276361385
2495,242424705.85060674,1930.136767676768,5279999.790663426
2496,242424705.85060674,1947.577575757576,5325297.967268687
2497,242424705.85060674,1965.018383838384,5370607.913660283
2498,242424705.85060674,1982.459191919192,5415931.582344449
2499,242424705.85060674,1999.9,5461270.78114296
2501,252525709.77126533,290.70080808080814,60698.8037978894
2502,252525709.77126533,308.1416161616162,126144.83240299636
2503,252525709.77126533,325.5824242424243,191849.48066498092
2504,252525709.77126533,343.0232323232324,257556.2599024988
2505,252525709.77126533,360.4640404040405,323174.8174568074
2506,252525709.77126533,377.90484848484857,388679.5789725864
2507,252525709.77126533,395.3456565656566,454074.09769626125
2508,252525709.77126533,412.7864646464647,519374.9205790224
2509,252525709.77126533,430.2272727272728,584603.1227931237
2510,252525709.77126533,447.66808080808084,649779.7827421622
2511,252525709.77126533,465.10888888888894,714923.7328294824
2512,252525709.77126533,482.54969696969704,780050.62215745
2513,252525709.77126533,499.99050505050513,845172.6880853585
2514,252525709.77126533,517.4313131313132,910298.86659546
2515,252525709.77126533,534.8721212121213,975435.0277177199
2516,252525709.77126533,552.3129292929293,1040584.2239533709
2517,252525709.77126533,569.7537373737375,1105746.9031755023
2518,252525709.77126533,587.1945454545455,1170921.0746077506
2519,252525709.77126533,604.6353535353536,1236102.4362173101
2520,252525709.77126533,622.0761616161617,1301284.479627299
2521,252525709.77126533,639.5169696969698,1366458.5878684528
2522,252525709.77126533,656.9577777777779,1431614.134464156
