,P,T,U
5093,505050807.7877298,1895.2551515151517,5031682.442884659
5094,505050807.7877298,1912.6959595959597,5079299.986508122
5095,505050807.7877298,1930.136767676768,5126892.658679763
5096,505050807.7877298,1947.577575757576,5174462.882003788
5097,505050807.7877298,1965.018383838384,5222012.956234983
5098,505050807.7877298,1982.459191919192,5269545.063721445
5099,505050807.7877298,1999.9,5317061.274705271
5101,515151811.7083883,290.70080808080814,50883.64375379073
5102,515151811.7083883,308.1416161616162,113424.42523616395
5103,515151811.7083883,325.5824242424243,176233.8602329131
5104,515151811.7083883,343.0232323232324,238788.4045645572
5105,515151811.7083883,360.4640404040405,300976.4087274966
5106,515151811.7083883,377.90484848484857,362813.1738965091
5107,515151811.7083883,395.3456565656566,424346.8276237352
5108,515151811.7083883,412.7864646464647,485627.1441561281
5109,515151811.7083883,430.2272727272728,546695.8525038386
5110,515151811.7083883,447.66808080808084,607584.5725232017
5111,515151811.7083883,465.10888888888894,668315.4706539536
5112,515151811.7083883,482.54969696969704,728902.7800898667
5113,515151811.7083883,499.99050505050513,789354.4528613862
5114,515151811.7083883,517.4313131313132,849673.6597352754
5115,515151811.7083883,534.8721212121213,909860.0451147121
5116,515151811.7083883,552.3129292929293,969910.7278360345
5117,515151811.7083883,569.7537373737375,1029821.073848216
5118,515151811.7083883,587.1945454545455,1089585.2790283232
5119,515151811.7083883,604.6353535353536,1149196.8016729888
5120,515151811.7083883,622.0761616161617,1208648.6808128913
5121,515151811.7083883,639.5169696969698,1267933.770958864
5122,515151811.7083883,656.9577777777779,1327044.9180472938
5123,515151811.7083883,674.3985858585859,1385975.0955982583
5124,515151811.7083883,691.8393939393941,1444717.5149829793
5125,515151811.7083883,709.2802020202021,1503265.7191204468
5126,515151811.7083883,726.7210101010103,1561613.6651109268
5127,515151811.7083883,744.1618181818183,1619755.7991690473
5128,515151811.7083883,761.6026262626264,1677687.1173335917
5129,515151811.7083883,779.0434343434345,1735403.2288109008
5130,515151811.7083883,796.4842424242424,1792900.3909206968
5131,515151811.7083883,813.9250505050506,1850175.5382380604
5132,515151811.7083883,831.3658585858586,1907226.290809817
5133,515151811.7083883,848.8066666666668,1964050.9427151182
5134,515151811.7083883,866.2474747474748,2020648.4304124832
5135,515151811.7083883,883.688282828283,2077018.2816914537
5136,515151811.7083883,901.129090909091,2133160.547416629
5137,515151811.7083883,918.569898989899,2189075.719494592
5138,515151811.7083883,936.0107070707072,2244764.6395013253
5139,515151811.7083883,953.4515151515152,2300228.4030969953
5140,515151811.7083883,970.8923232323234,2355468.2656758158
5141,515151811.7083883,988.3331313131314,2410485.5546321645
5142,515151811.7083883,1005.7739393939396,2465281.5931806327
5143,515151811.7083883,1023.2147474747476,2519857.6398831047
5144,515151811.7083883,1040.6555555555556,2574214.8469693027
5145,515151811.7083883,1058.0963636363638,2628354.2392662647
5146,515151811.7083883,1075.5371717171718,2682276.7141712047
5147,515151811.7083883,1092.97797979798,2735983.0617149095
5148,515151811.7083883,1110.418787878788,2789474.002477173
5149,515151811.7083883,1127.8595959595962,2842750.2400321653
5150,515151811.7083883,1145.3004040404041,2895812.523804645
5151,515151811.7083883,1162.7412121212124,2948661.7177643552
5152,515151811.7083883,1180.1820202020203,3001298.8702987246
5153,515151811.7083883,1197.6228282828283,3053725.280868584
5154,515151811.7083883,1215.0636363636365,3105942.5596185024
5155,515151811.7083883,1232.5044444444445,3157952.67690618
5156,515151811.7083883,1249.9452525252527,3209758.0006410475
5157,515151811.7083883,1267.3860606060607,3261361.320286081
5158,515151811.7083883,1284.826868686869,3312765.860103637
5159,515151811.7083883,1302.267676767677,3363975.26482865
5160,515151811.7083883,1319.7084848484849,3414993.6038238364
5161,515151811.7083883,1337.149292929293,3465825.3335120683
5162,515151811.7083883,1354.590101010101,3516475.268127429
5163,515151811.7083883,1372.0309090909093,3566948.5407707253
5164,515151811.7083883,1389.4717171717173,3617250.5602509584
5165,515151811.7083883,1406.9125252525253,3667386.96555647
5166,515151811.7083883,1424.3533333333335,3717363.579585537
5167,515151811.7083883,1441.7941414141414,3767186.3635115013
5168,515151811.7083883,1459.2349494949497,3816861.372887982
5169,515151811.7083883,1476.6757575757576,3866394.716335591
5170,515151811.7083883,1494.1165656565659,3915792.5174069526
5171,515151811.7083883,1511.5573737373738,3965060.880010736
5172,515151811.7083883,1528.998181818182,4014205.857592159
5173,515151811.7083883,1546.43898989899,4063233.426118128
5174,515151811.7083883,1563.879797979798,4112149.460798516
5175,515151811.7083883,1581.3206060606062,4160959.716387766
5176,515151811.7083883,1598.7614141414142,4209669.810849783
5177,515151811.7083883,1616.2022222222224,4258285.21212925
5178,515151811.7083883,1633.6430303030304,4306811.227750359
5179,515151811.7083883,1651.0838383838386,4355252.996955618
5180,515151811.7083883,1668.5246464646466,4403615.485099517
5181,515151811.7083883,1685.9654545454546,4451903.480021523
5182,515151811.7083883,1703.4062626262628,4500121.590137875
5183,515151811.7083883,1720.8470707070708,4548274.244009957
5184,515151811.7083883,1738.287878787879,4596365.691167235
5185,515151811.7083883,1755.728686868687,4644400.003983667
5186,515151811.7083883,1773.1694949494952,4692381.080427313
5187,515151811.7083883,1790.6103030303032,4740312.647523086
5188,515151811.7083883,1808.0511111111111,4788198.265387639
5189,515151811.7083883,1825.4919191919194,4836041.331713165
5190,515151811.7083883,1842.9327272727273,4883845.086593195
5191,515151811.7083883,1860.3735353535355,4931612.61759834
5192,515151811.7083883,1877.8143434343435,4979346.865023159
5193,515151811.7083883,1895.2551515151517,5027050.627237354
5194,515151811.7083883,1912.6959595959597,5074726.566084869
5195,515151811.7083883,1930.136767676768,5122377.212283856
5196,515151811.7083883,1947.577575757576,5170004.970788518
5197,515151811.7083883,1965.018383838384,5217612.126080883
5198,515151811.7083883,1982.459191919192,5265200.847366711
5199,515151811.7083883,1999.9,5312773.193654946
5201,525252815.6290469,290.70080808080814,50607.01287798154
5202,525252815.6290469,308.1416161616162,113065.05298702528
5203,525252815.6290469,325.5824242424243,175796.79540380114
5204,525252815.6290469,343.0232323232324,238266.64182125946
5205,525252815.6290469,360.4640404040405,300360.8826942523
5206,525252815.6290469,377.90484848484857,362095.96903895406
5207,525252815.6290469,395.3456565656566,423521.80234402115
5208,525252815.6290469,412.7864646464647,484689.71639564977
5209,525252815.6290469,430.2272727272728,545642.6006797148
5210,525252815.6290469,447.66808080808084,606412.8678303581
5211,525252815.6290469,465.10888888888894,667023.1943626764
5212,525252815.6290469,482.54969696969704,727488.1247529164
5213,525252815.6290469,499.99050505050513,787815.7915298551
5214,525252815.6290469,517.4313131313132,848009.4661625844
5215,525252815.6290469,534.8721212121213,908068.8507494672
5216,525252815.6290469,552.3129292929293,967991.1047457316
5217,525252815.6290469,569.7537373737375,1027771.6355551572
5218,525252815.6290469,587.1945454545455,1087404.6933298446
5219,525252815.6290469,604.6353535353536,1146883.8110888083
5220,525252815.6290469,622.0761616161617,1206202.127295251
5221,525252815.6290469,639.5169696969698,1265352.6222744978
5222,525252815.6290469,656.9577777777779,1324328.2937583572
5223,525252815.6290469,674.3985858585859,1383122.2910147726
5224,525252815.6290469,691.8393939393941,1441728.021831171
5225,525252815.6290469,709.2802020202021,1500139.2420599044
5226,525252815.6290469,726.7210101010103,1558350.133625742
5227,525252815.6290469,744.1618181818183,1616355.3748252462
5228,525252815.6290469,761.6026262626264,1674150.196433762
5229,525252815.6290469,779.0434343434345,1731730.441903697
5230,525252815.6290469,796.4842424242424,1789092.5993891954
5231,525252815.6290469,813.9250505050506,1846233.829791467
5232,525252815.6290469,831.3658585858586,1903151.9751881713
5233,525252815.6290469,848.8066666666668,1959845.5490474347
5234,525252815.6290469,866.2474747474748,2016313.7075227103
5235,525252815.6290469,883.688282828283,2072556.2023665314
5236,525252815.6290469,901.129090909091,2128573.3172554956
5237,525252815.6290469,918.569898989899,2184365.790476599
5238,525252815.6290469,936.0107070707072,2239934.727885205
5239,525252815.6290469,953.4515151515152,2295281.5107307476
5240,525252815.6290469,970.8923232323234,2350407.7033085274
5241,525252815.6290469,988.3331313131314,2405314.965414889
5242,525252815.6290469,1005.7739393939396,2460004.9742640234
5243,525252815.6290469,1023.2147474747476,2514479.3598960177
5244,525252815.6290469,1040.6555555555556,2568739.6572153177
5245,525252815.6290469,1058.0963636363638,2622787.27671017
5246,525252815.6290469,1075.5371717171718,2676623.4946943675
5247,525252815.6290469,1092.97797979798,2730249.4626695956
5248,525252815.6290469,1110.418787878788,2783666.2342210505
5249,525252815.6290469,1127.8595959595962,2836874.8068192624
5250,525252815.6290469,1145.3004040404041,2889876.175084936
5251,525252815.6290469,1162.7412121212124,2942671.391539129
5252,525252815.6290469,1180.1820202020203,2995261.6306402977
5253,525252815.6290469,1197.6228282828283,3047648.2520036236
5254,525252815.6290469,1215.0636363636365,3099832.859077508
5255,525252815.6290469,1232.5044444444445,3151817.3501618244
5256,525252815.6290469,1249.9452525252527,3203603.959418708
5257,525252815.6290469,1267.3860606060607,3255195.2863682234
5258,525252815.6290469,1284.826868686869,3306594.316346484
5259,525252815.6290469,1302.267676767677,3357804.4125683103
5260,525252815.6290469,1319.7084848484849,3408829.330739473
5261,525252815.6290469,1337.149292929293,3459673.1882074983
5262,525252815.6290469,1354.590101010101,3510340.443112974
5263,525252815.6290469,1372.0309090909093,3560835.862841763
5264,525252815.6290469,1389.4717171717173,3611164.4874934484
5265,525252815.6290469,1406.9125252525253,3661331.5900954194
5266,525252815.6290469,1424.3533333333335,3711342.6351443725
5267,525252815.6290469,1441.7941414141414,3761203.2368562217
5268,525252815.6290469,1459.2349494949497,3810919.1182767106
5269,525252815.6290469,1476.6757575757576,3860496.0721690105
5270,525252815.6290469,1494.1165656565659,3909939.9243670693
5271,525252815.6290469,1511.5573737373738,3959256.5000751605
5272,525252815.6290469,1528.998181818182,4008451.593411689
5273,525252815.6290469,1546.43898989899,4057530.940341478
5274,525252815.6290469,1563.879797979798,4106500.195016366
5275,525252815.6290469,1581.3206060606062,4155364.909446934
5276,525252815.6290469,1598.7614141414142,4204130.516356218
5277,525252815.6290469,1616.2022222222224,4252802.31501599
5278,525252815.6290469,1633.6430303030304,4301385.459833842
5279,525252815.6290469,1651.0838383838386,4349884.951441844
5280,525252815.6290469,1668.5246464646466,4398305.630031496
5281,525252815.6290469,1685.9654545454546,4446652.170682367
5282,525252815.6290469,1703.4062626262628,4494929.080440886
5283,525252815.6290469,1720.8470707070708,4543140.696919167
5284,525252815.6290469,1738.287878787879,4591291.188199964
5285,525252815.6290469,1755.728686868687,4639384.553851619
5286,525252815.6290469,1773.1694949494952,4687424.626875254
5287,525252815.6290469,1790.6103030303032,4735415.076424655
5288,525252815.6290469,1808.0511111111111,4783359.411157131
5289,525252815.6290469,1825.4919191919194,4831260.983090204
5290,525252815.6290469,1842.9327272727273,4879122.991854721
5291,525252815.6290469,1860.3735353535355,4926948.489249271
5292,525252815.6290469,1877.8143434343435,4974740.384013895
5293,525252815.6290469,1895.2551515151517,5022501.446752771
5294,525252815.6290469,1912.6959595959597,5070234.314946129
5295,525252815.6290469,1930.136767676768,5117941.498000926
5296,525252815.6290469,1947.577575757576,5165625.382298107
5297,525252815.6290469,1965.018383838384,5213288.2362013655
5298,525252815.6290469,1982.459191919192,5260932.214998748
5299,525252815.6290469,1999.9,5308559.365753773
5301,535353819.5497055,290.70080808080814,50337.517596301295
5302,535353819.5497055,308.1416161616162,112714.15906101241
5303,535353819.5497055,325.5824242424243,175369.79193239732
5304,535353819.5497055,343.0232323232324,237756.74818161747
5305,535353819.5497055,360.4640404040405,299759.1799086481
5306,535353819.5497055,377.90484848484857,361394.63674397545
5307,535353819.5497055,395.3456565656566,422714.7720150384
5308,535353819.5497055,412.7864646464647,483772.47487447184
5309,535353819.5497055,430.2272727272728,544611.8002671415
5310,535353819.5497055,447.66808080808084,605265.9626036258
5311,535353819.5497055,465.10888888888894,665758.1587569816
5312,535353819.5497055,482.54969696969704,726103.2546565973
5313,535353819.5497055,499.99050505050513,786309.5726783064
5314,535353819.5497055,517.4313131313132,846380.4931479214
5315,535353819.5497055,534.8721212121213,906315.7826083738
5316,535353819.5497055,552.3129292929293,966112.6463478311
5317,535353819.5497055,569.7537373737375,1025766.536806372
5318,535353819.5497055,587.1945454545455,1085271.760319661
5319,535353819.5497055,604.6353535353536,1144621.9248232215
5320,535353819.5497055,622.0761616161617,1203810.266713057
5321,535353819.5497055,639.5169696969698,1262829.8889860557
5322,535353819.5497055,656.9577777777779,1321673.9364827266
5323,535353819.5497055,674.3985858585859,1380335.7281204567
5324,535353819.5497055,691.8393939393941,1438808.8607618026
5325,535353819.5497055,709.2802020202021,1497087.2947873939
5326,535353819.5497055,726.7210101010103,1555165.42764994
5327,535353819.5497055,744.1618181818183,1613038.159681414
5328,535353819.5497055,761.6026262626264,1670700.945668884
5329,535353819.5497055,779.0434343434345,1728149.851922746
5330,535353819.5497055,796.4842424242424,1785381.5852695915
5331,535353819.5497055,813.9250505050506,1842393.5198022393
5332,535353819.5497055,831.3658585858586,1899183.7052225946
5333,535353819.5497055,848.8066666666668,1955750.8583326414
5334,535353819.5497055,866.2474747474748,2012094.3368581235
5335,535353819.5497055,883.688282828283,2068214.095908504
5336,535353819.5497055,901.129090909091,2124110.62852446
5337,535353819.5497055,918.569898989899,2179784.892840661
5338,535353819.5497055,936.0107070707072,2235238.229303398
5339,535353819.5497055,953.4515151515152,2290472.272057323
5340,535353819.5497055,970.8923232323234,2345488.8590061357
5341,535353819.5497055,988.3331313131314,2400289.9451373075
5342,535353819.5497055,1005.7739393939396,2454877.5234831697
5343,535353819.5497055,1023.2147474747476,2509253.5575919817
5344,535353819.5497055,1040.6555555555556,2563419.9286420816
5345,535353819.5497055,1058.0963636363638,2617378.3994024037
5346,535353819.5497055,1075.5371717171718,2671130.596187811
5347,535353819.5497055,1092.97797979798,2724678.008850285
5348,535353819.5497055,1110.418787878788,2778022.00776408
5349,535353819.5497055,1127.8595959595962,2831163.8757815817
5350,535353819.5497055,1145.3004040404041,2884104.852326448
5351,535353819.5497055,1162.7412121212124,2936846.1862085713
5352,535353819.5497055,1180.1820202020203,2989389.1934276717
5353,535353819.5497055,1197.6228282828283,3041735.3161913278
5354,535353819.5497055,1215.0636363636365,3093886.1795950523
5355,535353819.5497055,1232.5044444444445,3145843.6428590566
5356,535353819.5497055,1249.9452525252527,3197609.842632121
5357,535353819.5497055,1267.3860606060607,3249187.2265903945
5358,535353819.5497055,1284.826868686869,3300578.576308465
5359,535353819.5497055,1302.267676767677,3351787.0219512433
5360,535353819.5497055,1319.7084848484849,3402816.0315196416
5361,535353819.5497055,1337.149292929293,3453669.4207973625
5362,535353819.5497055,1354.590101010101,3504351.3229062147
5363,535353819.5497055,1372.0309090909093,3554866.167297079
5364,535353819.5497055,1389.4717171717173,3605218.649679696
5365,535353819.5497055,1406.9125252525253,3655413.6979694925
5366,535353819.5497055,1424.3533333333335,3705456.4357530694
5367,535353819.5497055,1441.7941414141414,3755352.144627474
5368,535353819.5497055,1459.2349494949497,3805106.2265827344
5369,535353819.5497055,1476.6757575757576,3854724.1673933165
5370,535353819.5497055,1494.1165656565659,3904211.50177803
5371,535353819.5497055,1511.5573737373738,3953573.780892274
5372,535353819.5497055,1528.998181818182,4002816.542539048
5373,535353819.5497055,1546.43898989899,4051945.2843308607
5374,535353819.5497055,1563.879797979798,4100965.43990569
5375,535353819.5497055,1581.3206060606062,4149882.3581958795
5376,535353819.5497055,1598.7614141414142,4198701.285668349
5377,535353819.5497055,1616.2022222222224,4247427.35139487
5378,535353819.5497055,1633.6430303030304,4296065.554769799
5379,535353819.5497055,1651.0838383838386,4344620.755666455
5380,535353819.5497055,1668.5246464646466,4393097.66680943
5381,535353819.5497055,1685.9654545454546,4441500.8481359165
5382,535353819.5497055,1703.4062626262628,4489834.702922089
5383,535353819.5497055,1720.8470707070708,4538103.475459053
5384,535353819.5497055,1738.287878787879,4586311.2500748215
5385,535353819.5497055,1755.728686868687,4634461.9513131585
5386,535353819.5497055,1773.1694949494952,4682559.345095777
5387,535353819.5497055,1790.6103030303032,4730607.040710531
5388,535353819.5497055,1808.0511111111111,4778608.493484287
5389,535353819.5497055,1825.4919191919194,4826567.008014644
5390,535353819.5497055,1842.9327272727273,4874485.741849455
5391,535353819.5497055,1860.3735353535355,4922367.709516792
5392,535353819.5497055,1877.8143434343435,4970215.786820616
5393,535353819.5497055,1895.2551515151517,5018032.7153290445
5394,535353819.5497055,1912.6959595959597,5065821.106992327
5395,535353819.5497055,1930.136767676768,5113583.448837107
5396,535353819.5497055,1947.577575757576,5161322.107691733
5397,535353819.5497055,1965.018383838384,5209039.334904695
5398,535353819.5497055,1982.459191919192,5256737.271024735
5399,535353819.5497055,1999.9,5304417.950416706
5401,545454823.4703641,290.70080808080814,50075.089223222974
5402,545454823.4703641,308.1416161616162,112371.63043909759
5403,545454823.4703641,325.5824242424243,174952.67654842185
5404,545454823.4703641,343.0232323232324,237258.48636963937
5405,545454823.4703641,360.4640404040405,299170.9990554813
5406,545454823.4703641,377.90484848484857,360708.81172117684
5407,545454823.4703641,395.3456565656566,421925.30634666356
5408,545454823.4703641,412.7864646464647,482874.9219600114
5409,545454823.4703641,430.2272727272728,543602.8827077452
5410,545454823.4703641,447.66808080808084,604143.2126795967
5411,545454823.4703641,465.10888888888894,664519.6384303331
5412,545454823.4703641,482.54969696969704,724747.3566682462
5413,545454823.4703641,499.99050505050513,784834.8882142995
5414,545454823.4703641,517.4313131313132,844785.7297366594
5415,545454823.4703641,534.8721212121213,904599.7183805036
5416,545454823.4703641,552.3129292929293,964274.1099649055
5417,545454823.4703641,569.7537373737375,1023804.4051195391
5418,545454823.4703641,587.1945454545455,1083184.9679209231
5419,545454823.4703641,604.6353535353536,1142409.481163394
5420,545454823.4703641,622.0761616161617,1201471.2775201194
5421,545454823.4703641,639.5169696969698,1260363.579460969
5422,545454823.4703641,656.9577777777779,1319079.6742974138
5423,545454823.4703641,674.3985858585859,1377613.044642864
5424,545454823.4703641,691.8393939393941,1435957.469341254
5425,545454823.4703641,709.2802020202021,1494107.1052406228
5426,545454823.4703641,726.7210101010103,1552056.5564683122
5427,545454823.4703641,744.1618181818183,1609800.935893667
5428,545454823.4703641,761.6026262626264,1667335.912257087
5429,545454823.4703641,779.0434343434345,1724657.7641449939
5430,545454823.4703641,796.4842424242424,1781763.4058700632
5431,545454823.4703641,813.9250505050506,1838650.412765399
5432,545454823.4703641,831.3658585858586,1895317.0291846076
5433,545454823.4703641,848.8066666666668,1951762.160937907
5434,545454823.4703641,866.2474747474748,2007985.35126551
5435,545454823.4703641,883.688282828283,2063986.7404566016
5436,545454823.4703641,901.129090909091,2119767.0102710137
5437,545454823.4703641,918.569898989899,2175327.3153199884
5438,545454823.4703641,936.0107070707072,2230669.204425492
5439,545454823.4703641,953.4515151515152,2285794.5356357116
5440,545454823.4703641,970.8923232323234,2340705.3889828403
5441,545454823.4703641,988.3331313131314,2395403.9812056976
5442,545454823.4703641,1005.7739393939396,2449892.5865241475
5443,545454823.4703641,1023.2147474747476,2504173.467161669
5444,545454823.4703641,1040.6555555555556,2558248.816699202
5445,545454823.4703641,1058.0963636363638,2612120.718551268
5446,545454823.4703641,1075.5371717171718,2665791.120937876
5447,545454823.4703641,1092.97797979798,2719261.8287436813
5448,545454823.4703641,1110.418787878788,2772534.5116741667
5449,545454823.4703641,1127.8595959595962,2825610.7272038674
5450,545454823.4703641,1145.3004040404041,2878491.9560255907
5451,545454823.4703641,1162.7412121212124,2931179.6471055555
5452,545454823.4703641,1180.1820202020203,2983675.2690654527
5453,545454823.4703641,1197.6228282828283,3035980.3644678346
5454,545454823.4703641,1215.0636363636365,3088096.6036736513
5455,545454823.4703641,1232.5044444444445,3140025.8352468135
5456,545454823.4703641,1249.9452525252527,3191770.130358832
5457,545454823.4703641,1267.3860606060607,3243331.819243134
5458,545454823.4703641,1284.826868686869,3294713.518404063
5459,545454823.4703641,1302.267676767677,3345918.1479421654
5460,545454823.4703641,1319.7084848484849,3396948.9415679285
5461,545454823.4703641,1337.149292929293,3447809.433774426
5462,545454823.4703641,1354.590101010101,3498503.4662081087
5463,545454823.4703641,1372.0309090909093,3549035.157971156
5464,545454823.4703641,1389.4717171717173,3599408.884894447
5465,545454823.4703641,1406.9125252525253,3649629.2511201063
5466,545454823.4703641,1424.3533333333335,3699701.057521858
5467,545454823.4703641,1441.7941414141414,3749629.26826421
5468,545454823.4703641,1459.2349494949497,3799418.9766600225
5469,545454823.4703641,1476.6757575757576,3849075.371316688
5470,545454823.4703641,1494.1165656565659,3898603.703380118
5471,545454823.4703641,1511.5573737373738,3948009.2555065528
5472,545454823.4703641,1528.998181818182,3997297.313023683
5473,545454823.4703641,1546.43898989899,4046473.137591503
5474,545454823.4703641,1563.879797979798,4095541.9435428046
5475,545454823.4703641,1581.3206060606062,4144508.8769744528
5476,545454823.4703641,1598.7614141414142,4193378.997573519
5477,545454823.4703641,1616.2022222222224,4242157.263095045
5478,545454823.4703641,1633.6430303030304,4290848.516358799
5479,545454823.4703641,1651.0838383838386,4339457.474598333
5480,545454823.4703641,1668.5246464646466,4387988.720974327
5481,545454823.4703641,1685.9654545454546,4436446.6980532035
5482,545454823.4703641,1703.4062626262628,4484835.703049092
5483,545454823.4703641,1720.8470707070708,4533159.884630488
5484,545454823.4703641,1738.287878787879,4581423.241100631
5485,545454823.4703641,1755.728686868687,4629629.619771362
5486,545454823.4703641,1773.1694949494952,4677782.717362961
5487,545454823.4703641,1790.6103030303032,4725886.081276264
5488,545454823.4703641,1808.0511111111111,4773943.111597571
5489,545454823.4703641,1825.4919191919194,4821957.0637109075
5490,545454823.4703641,1842.9327272727273,4869931.051405945
5491,545454823.4703641,1860.3735353535355,4917868.050382743
5492,545454823.4703641,1877.8143434343435,4965770.90206662
5493,545454823.4703641,1895.2551515151517,5013642.317657652
5494,545454823.4703641,1912.6959595959597,5061484.882349355
5495,545454823.4703641,1930.136767676768,5109301.059660436
5496,545454823.4703641,1947.577575757576,5157093.195831665
5497,545454823.4703641,1965.018383838384,5204863.524247283
5498,545454823.4703641,1982.459191919192,5252614.169846897
5499,545454823.4703641,1999.9,5300347.153499462
5501,555555827.3910227,290.70080808080814,49819.657005353925
5502,555555827.3910227,308.1416161616162,112037.35538054103
5503,555555827.3910227,325.5824242424243,174545.2805893165
5504,555555827.3910227,343.0232323232324,236771.62673800153
5505,555555827.3910227,360.4640404040405,298596.04923917825
5506,555555827.3910227,377.90484848484857,360038.1418134679
5507,555555827.3910227,395.3456565656566,421152.9909564387
5508,555555827.3910227,412.7864646464647,481996.5788732534
5509,555555827.3910227,430.2272727272728,542615.301503582
5510,555555827.3910227,447.66808080808084,603043.9994987047
5511,555555827.3910227,465.10888888888894,663306.937527287
5512,555555827.3910227,482.54969696969704,723419.6516198576
5513,555555827.3910227,499.99050505050513,783390.8689492781
5514,555555827.3910227,517.4313131313132,843224.2094002491
5515,555555827.3910227,534.8721212121213,902919.586341007
5516,555555827.3910227,552.3129292929293,962474.3103573404
5517,555555827.3910227,569.7537373737375,1021883.9330373486
5518,555555827.3910227,587.1945454545455,1081142.8774535763
5519,555555827.3910227,604.6353535353536,1140244.9009886042
5520,555555827.3910227,622.0761616161617,1199183.430807293
5521,555555827.3910227,639.5169696969698,1257951.8056333002
5522,555555827.3910227,656.9577777777779,1316543.4506602641
5523,555555827.3910227,674.3985858585859,1374952.0064101713
5524,555555827.3910227,691.8393939393941,1433171.426853834
5525,555555827.3910227,709.2802020202021,1491196.0575753965
5526,555555827.3910227,726.7210101010103,1549020.7009392038
5527,555555827.3910227,744.1618181818183,1606640.6733596176
5528,555555827.3910227,761.6026262626264,1664051.8480773107
5529,555555827.3910227,779.0434343434345,1721250.7060953393
5530,555555827.3910227,796.4842424242424,1778234.358890895
5531,555555827.3910227,813.9250505050506,1835000.572125794
5532,555555827.3910227,831.3658585858586,1891547.7730855283
5533,555555827.3910227,848.8066666666668,1947875.043768522
5534,555555827.3910227,866.2474747474748,2003982.0986672859
5535,555555827.3910227,883.688282828283,2059869.2471878368
5536,555555827.3910227,901.129090909091,2115537.3416109406
5537,555555827.3910227,918.569898989899,2170987.712425205
5538,555555827.3910227,936.0107070707072,2226222.0936764376
5539,555555827.3910227,953.4515151515152,2281242.541615802
5540,555555827.3910227,970.8923232323234,2336051.350347372
5541,555555827.3910227,988.3331313131314,2390650.9683513134
5542,555555827.3910227,1005.7739393939396,2445043.919689843
5543,555555827.3910227,1023.2147474747476,2499232.7334023393
5544,555555827.3910227,1040.6555555555556,2553219.884090749
5545,555555827.3910227,1058.0963636363638,2607007.7460231455
5546,555555827.3910227,1075.5371717171718,2660598.56228735
5547,555555827.3910227,1092.97797979798,2713994.4296585247
5548,555555827.3910227,1110.418787878788,2767197.298960248
5549,555555827.3910227,1127.8595959595962,2820208.989854121
5550,555555827.3910227,1145.3004040404041,2873031.218243151
5551,555555827.3910227,1162.7412121212124,2925665.6338676577
5552,555555827.3910227,1180.1820202020203,2978113.865247022
5553,555555827.3910227,1197.6228282828283,3030377.5688993526
5554,555555827.3910227,1215.0636363636365,3082458.479760021
5555,555555827.3910227,1232.5044444444445,3134358.4599067247
5556,555555827.3910227,1249.9452525252527,3186079.5430541686
5557,555555827.3910227,1267.3860606060607,3237623.9727641945
5558,555555827.3910227,1284.826868686869,3288994.232877664
5559,555555827.3910227,1302.267676767677,3340193.069261731
5560,555555827.3910227,1319.7084848484849,3391223.5053626276
5561,555555827.3910227,1337.149292929293,3442088.834316851
5562,555555827.3910227,1354.590101010101,3492792.632958482
5563,555555827.3910227,1372.0309090909093,3543338.7371951337
5564,555555827.3910227,1389.4717171717173,3593731.227454381
5565,555555827.3910227,1406.9125252525253,3643974.4057281376
5566,555555827.3910227,1424.3533333333335,3694072.7689026613
5567,555555827.3910227,1441.7941414141414,3744030.979597369
5568,555555827.3910227,1459.2349494949497,3793853.8356376407
5569,555555827.3910227,1476.6757575757576,3843546.239153194
5570,555555827.3910227,1494.1165656565659,3893113.166140294
5571,555555827.3910227,1511.5573737373738,3942559.6371662836
5572,555555827.3910227,1528.998181818182,3991890.6897389856
5573,555555827.3910227,1546.43898989899,4041111.3527188217
5574,555555827.3910227,1563.879797979798,4090226.6230225805
5575,555555827.3910227,1581.3206060606062,4139241.4447571384
5576,555555827.3910227,1598.7614141414142,4188160.690829887
5577,555555827.3910227,1616.2022222222224,4236989.1470094295
5578,555555827.3910227,1633.6430303030304,4285731.498353886
5579,555555827.3910227,1651.0838383838386,4334392.317883142
5580,555555827.3910227,1668.5246464646466,4382976.057343171
5581,555555827.3910227,1685.9654545454546,4431487.039893273
5582,555555827.3910227,1703.4062626262628,4479929.454538287
5583,555555827.3910227,1720.8470707070708,4528307.352126047
5584,555555827.3910227,1738.287878787879,4576624.642733657
5585,555555827.3910227,1755.728686868687,4624885.094273098
5586,555555827.3910227,1773.1694949494952,4673092.332156439
5587,555555827.3910227,1790.6103030303032,4721249.83987207
5588,555555827.3910227,1808.0511111111111,4769360.960335691
5589,555555827.3910227,1825.4919191919194,4817428.897892142
5590,555555827.3910227,1842.9327272727273,4865456.720856719
5591,555555827.3910227,1860.3735353535355,4913447.364496558
5592,555555827.3910227,1877.8143434343435,4961403.634364092
5593,555555827.3910227,1895.2551515151517,5009328.209905296
5594,555555827.3910227,1912.6959595959597,5057223.648275233
5595,555555827.3910227,1930.136767676768,5105092.388302437
5596,555555827.3910227,1947.577575757576,5152936.754551869
5597,555555827.3910227,1965.018383838384,5200758.961443361
5598,555555827.3910227,1982.459191919192,5248561.117389196
5599,555555827.3910227,1999.9,5296345.228920068
5601,565656831.3116813,290.70080808080814,49571.14838672404
5602,565656831.3116813,308.1416161616162,111711.22343604335
