,T,P,U
248,308.1416161616162,484848799.9464126,114554.56100533462
249,308.1416161616162,494949803.8670712,114169.0630905061
250,308.1416161616162,505050807.7877298,113792.39009220838
251,308.1416161616162,515151811.7083883,113424.42523616395
252,308.1416161616162,525252815.6290469,113065.05298702528
253,308.1416161616162,535353819.5497055,112714.15906101241
254,308.1416161616162,545454823.4703641,112371.63043909759
255,308.1416161616162,555555827.3910227,112037.35538054103
256,308.1416161616162,565656831.3116813,111711.22343604335
257,308.1416161616162,575757835.2323399,111393.12546042787
258,308.1416161616162,585858839.1529984,111082.95362454843
259,308.1416161616162,595959843.0736569,110780.60142624039
260,308.1416161616162,606060846.9943155,110485.96370013464
261,308.1416161616162,616161850.9149741,110198.93662632327
262,308.1416161616162,626262854.8356327,109919.417737678
263,308.1416161616162,636363858.7562913,109647.30592589066
264,308.1416161616162,646464862.6769499,109382.50144614268
265,308.1416161616162,656565866.5976084,109124.90592048997
266,308.1416161616162,666666870.518267,108874.42233982691
267,308.1416161616162,676767874.4389256,108630.95506462785
268,308.1416161616162,686868878.3595842,108394.4098242897
269,308.1416161616162,696969882.2802428,108164.69371541856
270,308.1416161616162,707070886.2009013,107941.71519872977
271,308.1416161616162,717171890.1215599,107725.38409494238
272,308.1416161616162,727272894.0422184,107515.6115795473
273,308.1416161616162,737373897.962877,107312.31017652932
274,308.1416161616162,747474901.8835356,107115.39375114434
275,308.1416161616162,757575905.8041942,106924.7775017549
276,308.1416161616162,767676909.7248528,106740.37795081327
277,308.1416161616162,777777913.6455114,106562.11293506625
278,308.1416161616162,787878917.56617,106389.90159501637
279,308.1416161616162,797979921.4868286,106223.66436363719
280,308.1416161616162,808080925.407487,106063.32295453314
281,308.1416161616162,818181929.3281456,105908.80034944678
282,308.1416161616162,828282933.2488042,105760.02078527554
283,308.1416161616162,838383937.1694628,105616.90974061709
284,308.1416161616162,848484941.0901214,105479.39392179644
285,308.1416161616162,858585945.01078,105347.40124860653
286,308.1416161616162,868686948.9314386,105220.86083958976
287,308.1416161616162,878787952.8520972,105099.70299713133
288,308.1416161616162,888888956.7727557,104983.8591921309
289,308.1416161616162,898989960.6934143,104873.26204856107
290,308.1416161616162,909090964.6140729,104767.84532778422
291,308.1416161616162,919191968.5347314,104667.54391266867
292,308.1416161616162,929292972.45539,104572.29379160579
293,308.1416161616162,939393976.3760486,104482.03204238835
294,308.1416161616162,949494980.2967072,104396.6968160292
295,308.1416161616162,959595984.2173657,104316.22732051423
296,308.1416161616162,969696988.1380243,104240.56380448546
297,308.1416161616162,979797992.0586829,104169.64754098919
298,308.1416161616162,989898995.9793415,104103.42081116691
299,308.1416161616162,999999999.9,104041.8268879708
301,325.5824242424243,10101615.675459474,217952.33980408913
302,325.5824242424243,20202619.59611805,216457.571573772
303,325.5824242424243,30303623.51677663,215014.90304114288
304,325.5824242424243,40404627.4374352,213620.73055608151
305,325.5824242424243,50505631.358093776,212271.8356992258
306,325.5824242424243,60606635.27875236,210965.3370727309
307,325.5824242424243,70707639.19941095,209698.6488974038
308,325.5824242424243,80808643.12006952,208469.4452697991
309,325.5824242424243,90909647.04072809,207275.62917606422
310,325.5824242424243,101010650.96138667,206115.30554230785
311,325.5824242424243,111111654.88204525,204986.75773119275
312,325.5824242424243,121212658.80270383,203888.42700679638
313,325.5824242424243,131313662.7233624,202818.8945565941
314,325.5824242424243,141414666.64402097,201776.86573446495
315,325.5824242424243,151515670.56467953,200761.15623217658
316,325.5824242424243,161616674.48533812,199770.67993132674
317,325.5824242424243,171717678.4059967,198804.4382212514
318,325.5824242424243,181818682.32665527,197861.51059756687
319,325.5824242424243,191919686.24731386,196941.0463807414
320,325.5824242424243,202020690.16797242,196042.25741460547
321,325.5824242424243,212121694.088631,195164.41162348288
322,325.5824242424243,222222698.0092896,194306.82732140366
323,325.5824242424243,232323701.92994815,193468.86818113367
324,325.5824242424243,242424705.85060674,192649.93878185126
325,325.5824242424243,252525709.77126533,191849.48066498092
326,325.5824242424243,262626713.6919239,191066.9688365283
327,325.5824242424243,272727717.6125825,190301.90866156897
328,325.5824242424243,282828721.5332411,189553.8331040601
329,325.5824242424243,292929725.4538997,188822.3002703602
330,325.5824242424243,303030729.3745582,188106.89122036056
331,325.5824242424243,313131733.2952168,187407.208014676
332,325.5824242424243,323232737.2158754,186722.87196977736
333,325.5824242424243,333333741.136534,186053.52209720356
334,325.5824242424243,343434745.05719256,185398.81370504588
335,325.5824242424243,353535748.9778511,184758.41714331336
336,325.5824242424243,363636752.8985097,184132.01667644217
337,325.5824242424243,373737756.81916827,183519.3094687575
338,325.5824242424243,383838760.73982686,182920.004669907
339,325.5824242424243,393939764.66048545,182333.8225892771
340,325.5824242424243,404040768.581144,181760.49394939747
341,325.5824242424243,414141772.50180256,181199.75920974143
342,325.5824242424243,424242776.42246115,180651.36795311325
343,325.5824242424243,434343780.34311974,180115.07832807698
344,325.5824242424243,444444784.2637783,179590.65654117026
345,325.5824242424243,454545788.1844369,179077.87639379207
346,325.5824242424243,464646792.10509545,178576.5188591207
347,325.5824242424243,474747796.02575403,178086.3716946765
348,325.5824242424243,484848799.9464126,177607.22908709908
349,325.5824242424243,494949803.8670712,177138.89132572853
350,325.5824242424243,505050807.7877298,176681.16450212064
351,325.5824242424243,515151811.7083883,176233.8602329131
352,325.5824242424243,525252815.6290469,175796.79540380114
353,325.5824242424243,535353819.5497055,175369.79193239732
354,325.5824242424243,545454823.4703641,174952.67654842185
355,325.5824242424243,555555827.3910227,174545.2805893165
356,325.5824242424243,565656831.3116813,174147.43981000248
357,325.5824242424243,575757835.2323399,173758.99420544767
358,325.5824242424243,585858839.1529984,173379.78784480537
359,325.5824242424243,595959843.0736569,173009.6687161976
360,325.5824242424243,606060846.9943155,172648.4885810411
361,325.5824242424243,616161850.9149741,172296.10283726765
362,325.5824242424243,626262854.8356327,171952.37039053818
363,325.5824242424243,636363858.7562913,171617.1535328138
364,325.5824242424243,646464862.6769499,171290.31782772107
365,325.5824242424243,656565866.5976084,170971.73200206133
366,325.5824242424243,666666870.518267,170661.26784306663
367,325.5824242424243,676767874.4389256,170358.80010085407
368,325.5824242424243,686868878.3595842,170064.20639579248
369,325.5824242424243,696969882.2802428,169777.36713032174
370,325.5824242424243,707070886.2009013,169498.1654048773
371,325.5824242424243,717171890.1215599,169226.4869377108
372,325.5824242424243,727272894.0422184,168962.21998826042
373,325.5824242424243,737373897.962877,168705.25528386488
374,325.5824242424243,747474901.8835356,168455.48594951953
375,325.5824242424243,757575905.8041942,168212.8074405825
376,325.5824242424243,767676909.7248528,167977.1174781488
377,325.5824242424243,777777913.6455114,167748.31598696412
378,325.5824242424243,787878917.56617,167526.30503571063
379,325.5824242424243,797979921.4868286,167310.98877953851
380,325.5824242424243,808080925.407487,167102.2734046614
381,325.5824242424243,818181929.3281456,166900.06707495573
382,325.5824242424243,828282933.2488042,166704.27988047054
383,325.5824242424243,838383937.1694628,166514.82378759608
384,325.5824242424243,848484941.0901214,166331.6125910057
385,325.5824242424243,858585945.01078,166154.5618671637
386,325.5824242424243,868686948.9314386,165983.5889292796
387,325.5824242424243,878787952.8520972,165818.61278380704
388,325.5824242424243,888888956.7727557,165659.55408819133
389,325.5824242424243,898989960.6934143,165506.3351099948
390,325.5824242424243,909090964.6140729,165358.879687258
391,325.5824242424243,919191968.5347314,165217.11319000673
392,325.5824242424243,929292972.45539,165080.96248295045
393,325.5824242424243,939393976.3760486,164950.35588923874
394,325.5824242424243,949494980.2967072,164825.22315526716
395,325.5824242424243,959595984.2173657,164705.49541648204
396,325.5824242424243,969696988.1380243,164591.10516420586
397,325.5824242424243,979797992.0586829,164481.9862132837
398,325.5824242424243,989898995.9793415,164378.07367072813
399,325.5824242424243,999999999.9,164279.3039051636
401,343.0232323232324,10101615.675459474,290483.37749248743
402,343.0232323232324,20202619.59611805,288538.11916971084
403,343.0232323232324,30303623.51677663,286666.8456251855
404,343.0232323232324,40404627.4374352,284864.43352644384
405,343.0232323232324,50505631.358093776,283126.2949331906
406,343.0232323232324,60606635.27875236,281448.30735303124
407,343.0232323232324,70707639.19941095,279826.7547470495
408,343.0232323232324,80808643.12006952,278258.2774312293
409,343.0232323232324,90909647.04072809,276739.8292762812
410,343.0232323232324,101010650.96138667,275268.64095417334
411,343.0232323232324,111111654.88204525,273842.18822663353
412,343.0232323232324,121212658.80270383,272458.1644747719
413,343.0232323232324,131313662.7233624,271114.45681379846
414,343.0232323232324,141414666.64402097,269809.12525706354
415,343.0232323232324,151515670.56467953,268540.3844854403
416,343.0232323232324,161616674.48533812,267306.58785246767
417,343.0232323232324,171717678.4059967,266106.2133156555
418,343.0232323232324,181818682.32665527,264937.85103238106
419,343.0232323232324,191919686.24731386,263800.1923994856
420,343.0232323232324,202020690.16797242,262692.020347797
421,343.0232323232324,212121694.088631,261612.20073075072
422,343.0232323232324,222222698.0092896,260559.67466907555
423,343.0232323232324,232323701.92994815,259533.4517324526
424,343.0232323232324,242424705.85060674,258532.60385599383
425,343.0232323232324,252525709.77126533,257556.2599024988
426,343.0232323232324,262626713.6919239,256603.6007937618
427,343.0232323232324,272727717.6125825,255673.8551439244
428,343.0232323232324,282828721.5332411,254766.29533669108
429,343.0232323232324,292929725.4538997,253880.2339954925
430,343.0232323232324,303030729.3745582,253015.02080219888
431,343.0232323232324,313131733.2952168,252170.03962533627
432,343.0232323232324,323232737.2158754,251344.7059237615
433,343.0232323232324,333333741.136534,250538.464395624
434,343.0232323232324,343434745.05719256,249750.7868462447
435,343.0232323232324,353535748.9778511,248981.17025163776
436,343.0232323232324,363636752.8985097,248229.13499694638
437,343.0232323232324,373737756.81916827,247494.22327180332
438,343.0232323232324,383838760.73982686,246775.9976063142
439,343.0232323232324,393939764.66048545,246074.03953350894
440,343.0232323232324,404040768.581144,245387.94836549982
441,343.0232323232324,414141772.50180256,244717.34007211018
442,343.0232323232324,424242776.42246115,244061.84625192877
443,343.0232323232324,434343780.34311974,243421.11318683164
444,343.0232323232324,444444784.2637783,242794.80097203027
445,343.0232323232324,454545788.1844369,242182.5827144098
446,343.0232323232324,464646792.10509545,241584.14379294537
447,343.0232323232324,474747796.02575403,240999.18117527934
448,343.0232323232324,484848799.9464126,240427.4027855176
449,343.0232323232324,494949803.8670712,239868.52691849708
450,343.0232323232324,505050807.7877298,239322.28169648675
451,343.0232323232324,515151811.7083883,238788.4045645572
452,343.0232323232324,525252815.6290469,238266.64182125946
453,343.0232323232324,535353819.5497055,237756.74818161747
454,343.0232323232324,545454823.4703641,237258.48636963937
455,343.0232323232324,555555827.3910227,236771.62673800153
456,343.0232323232324,565656831.3116813,236295.94691253078
457,343.0232323232324,575757835.2323399,235831.23145952448
458,343.0232323232324,585858839.1529984,235377.271574137
459,343.0232323232324,595959843.0736569,234933.8647880336
460,343.0232323232324,606060846.9943155,234500.8146949016
461,343.0232323232324,616161850.9149741,234077.93069244048
462,343.0232323232324,626262854.8356327,233665.02773946433
463,343.0232323232324,636363858.7562913,233261.92612716142
464,343.0232323232324,646464862.6769499,232868.45126328836
465,343.0232323232324,656565866.5976084,232484.43346844756
466,343.0232323232324,666666870.518267,232109.70778360087
467,343.0232323232324,676767874.4389256,231744.11378788386
468,343.0232323232324,686868878.3595842,231387.49542617187
469,343.0232323232324,696969882.2802428,231039.7008456124
470,343.0232323232324,707070886.2009013,230700.58224054863
471,343.0232323232324,717171890.1215599,230369.99570523287
472,343.0232323232324,727272894.0422184,230047.80109390907
473,343.0232323232324,737373897.962877,229733.86188765074
474,343.0232323232324,747474901.8835356,229428.04506764733
475,343.0232323232324,757575905.8041942,229130.22099443577
476,343.0232323232324,767676909.7248528,228840.26329276996
477,343.0232323232324,777777913.6455114,228558.04874172644
478,343.0232323232324,787878917.56617,228283.45716979887
479,343.0232323232324,797979921.4868286,228016.37135458924
480,343.0232323232324,808080925.407487,227756.67692693378
481,343.0232323232324,818181929.3281456,227504.26227911227
482,343.0232323232324,828282933.2488042,227259.01847699023
483,343.0232323232324,838383937.1694628,227020.83917577818
484,343.0232323232324,848484941.0901214,226789.62053930122
485,343.0232323232324,858585945.01078,226565.26116254152
486,343.0232323232324,868686948.9314386,226347.6619972765
487,343.0232323232324,878787952.8520972,226136.7262806556
488,343.0232323232324,888888956.7727557,225932.35946657107
489,343.0232323232324,898989960.6934143,225734.46915967765
490,343.0232323232324,909090964.6140729,225542.96505190508
491,343.0232323232324,919191968.5347314,225357.75886136972
492,343.0232323232324,929292972.45539,225178.76427355417
493,343.0232323232324,939393976.3760486,225005.89688465002
494,343.0232323232324,949494980.2967072,224839.07414692777
495,343.0232323232324,959595984.2173657,224678.21531610723
496,343.0232323232324,969696988.1380243,224523.24140056953
497,343.0232323232324,979797992.0586829,224374.07511237467
498,343.0232323232324,989898995.9793415,224230.64081992846
499,343.0232323232324,999999999.9,224092.86450236134
501,360.4640404040405,10101615.675459474,363179.80047697376
502,360.4640404040405,20202619.59611805,360771.6833004877
503,360.4640404040405,30303623.51677663,358460.4700570246
504,360.4640404040405,40404627.4374352,356239.2226246075
505,360.4640404040405,50505631.358093776,354101.750935341
506,360.4640404040405,60606635.27875236,352042.50901115016
507,360.4640404040405,70707639.19941095,350056.5086761695
508,360.4640404040405,80808643.12006952,348139.2473570601
509,360.4640404040405,90909647.04072809,346286.64723722334
510,360.4640404040405,101010650.96138667,344495.0036395591
511,360.4640404040405,111111654.88204525,342760.9409841817
512,360.4640404040405,121212658.80270383,341081.3750080407
513,360.4640404040405,131313662.7233624,339453.4801998906
514,360.4640404040405,141414666.64402097,337874.6616063578
515,360.4640404040405,151515670.56467953,336342.53032371664
516,360.4640404040405,161616674.48533812,334854.88211356447
517,360.4640404040405,171717678.4059967,333409.6786798154
518,360.4640404040405,181818682.32665527,332005.03122273146
519,360.4640404040405,191919686.24731386,330639.1859494943
520,360.4640404040405,202020690.16797242,329310.5112721599
521,360.4640404040405,212121694.088631,328017.4864663871
522,360.4640404040405,222222698.0092896,326758.69159850926
523,360.4640404040405,232323701.92994815,325532.79855762376
524,360.4640404040405,242424705.85060674,324338.5630529316
525,360.4640404040405,252525709.77126533,323174.8174568074
526,360.4640404040405,262626713.6919239,322040.46439057257
527,360.4640404040405,272727717.6125825,320934.47096409823
528,360.4640404040405,282828721.5332411,319855.86359254294
529,360.4640404040405,292929725.4538997,318803.7233234684
530,360.4640404040405,303030729.3745582,317777.18161625665
531,360.4640404040405,313131733.2952168,316775.41652330616
532,360.4640404040405,323232737.2158754,315797.64922877384
533,360.4640404040405,333333741.136534,314843.140906009
534,360.4640404040405,343434745.05719256,313911.18985969276
535,360.4640404040405,353535748.9778511,313001.1289227198
536,360.4640404040405,363636752.8985097,312112.3230813944
537,360.4640404040405,373737756.81916827,311244.1673056094
538,360.4640404040405,383838760.73982686,310396.084563323
539,360.4640404040405,393939764.66048545,309567.52400104457
540,360.4640404040405,404040768.581144,308757.9592741389
541,360.4640404040405,414141772.50180256,307966.88701224903
542,360.4640404040405,424242776.42246115,307193.825407278
543,360.4640404040405,434343780.34311974,306438.312912068
544,360.4640404040405,444444784.2637783,305699.90703977074
545,360.4640404040405,454545788.1844369,304978.1832545744
546,360.4640404040405,464646792.10509545,304272.73394549184
547,360.4640404040405,474747796.02575403,303583.16747592454
548,360.4640404040405,484848799.9464126,302909.107302238
549,360.4640404040405,494949803.8670712,302250.1911554018
550,360.4640404040405,505050807.7877298,301606.07028023986
551,360.4640404040405,515151811.7083883,300976.4087274966
552,360.4640404040405,525252815.6290469,300360.8826942523
553,360.4640404040405,535353819.5497055,299759.1799086481
554,360.4640404040405,545454823.4703641,299170.9990554813
555,360.4640404040405,555555827.3910227,298596.04923917825
556,360.4640404040405,565656831.3116813,298034.0494813387
557,360.4640404040405,575757835.2323399,297484.72825007123
558,360.4640404040405,585858839.1529984,296947.8230186729
559,360.4640404040405,595959843.0736569,296423.0798514146
560,360.4640404040405,606060846.9943155,295910.2530143757
561,360.4640404040405,616161850.9149741,295409.1046095189
562,360.4640404040405,626262854.8356327,294919.4042301945
563,360.4640404040405,636363858.7562913,294440.9286366277
564,360.4640404040405,646464862.6769499,293973.4614498865
565,360.4640404040405,656565866.5976084,293516.7928630645
566,360.4640404040405,666666870.518267,293070.7193684182
567,360.4640404040405,676767874.4389256,292635.04349944
568,360.4640404040405,686868878.3595842,292209.57358680095
569,360.4640404040405,696969882.2802428,291794.12352720293
570,360.4640404040405,707070886.2009013,291388.51256435574
571,360.4640404040405,717171890.1215599,290992.56508126634
572,360.4640404040405,727272894.0422184,290606.11040300434
573,360.4640404040405,737373897.962877,290228.982609458
574,360.4640404040405,747474901.8835356,289861.020357301
575,360.4640404040405,757575905.8041942,289502.0667106488
576,360.4640404040405,767676909.7248528,289151.9689798862
577,360.4640404040405,777777913.6455114,288810.5785681515
578,360.4640404040405,787878917.56617,288477.75082499546
579,360.4640404040405,797979921.4868286,288153.3449068665
580,360.4640404040405,808080925.407487,287837.22364390094
581,360.4640404040405,818181929.3281456,287529.2534128327
582,360.4640404040405,828282933.2488042,287229.3040154169
583,360.4640404040405,838383937.1694628,286937.2485623499
584,360.4640404040405,848484941.0901214,286652.9633621614
585,360.4640404040405,858585945.01078,286376.32781488926
586,360.4640404040405,868686948.9314386,286107.22431030084
587,360.4640404040405,878787952.8520972,285845.53813034744
588,360.4640404040405,888888956.7727557,285591.1573556949
589,360.4640404040405,898989960.6934143,285343.972776078
590,360.4640404040405,909090964.6140729,285103.8778042891
591,360.4640404040405,919191968.5347314,284870.76839364733
592,360.4640404040405,929292972.45539,284644.5429586935
593,360.4640404040405,939393976.3760486,284425.10229905485
594,360.4640404040405,949494980.2967072,284212.349526245
595,360.4640404040405,959595984.2173657,284006.1899932707
596,360.4640404040405,969696988.1380243,283806.53122695244
597,360.4640404040405,979797992.0586829,283613.28286276833
598,360.4640404040405,989898995.9793415,283426.35658215184
599,360.4640404040405,999999999.9,283245.66605211404
601,377.90484848484857,10101615.675459474,436116.45232334925
602,377.90484848484857,20202619.59611805,433217.0377988356
603,377.90484848484857,30303623.51677663,430440.50461578317
604,377.90484848484857,40404627.4374352,427777.56254599406
605,377.90484848484857,50505631.358093776,425219.98291560565
606,377.90484848484857,60606635.27875236,422760.4398929053
607,377.90484848484857,70707639.19941095,420392.38099398254
608,377.90484848484857,80808643.12006952,418109.9204190722
609,377.90484848484857,90909647.04072809,415907.750443315
610,377.90484848484857,101010650.96138667,413781.0672365959
611,377.90484848484857,111111654.88204525,411725.5083280065
612,377.90484848484857,121212658.80270383,409737.0995511047
613,377.90484848484857,131313662.7233624,407812.20977116504
614,377.90484848484857,141414666.64402097,405947.5120468239
615,377.90484848484857,151515670.56467953,404139.95014840784
616,377.90484848484857,161616674.48533812,402386.7095633863
617,377.90484848484857,171717678.4059967,400685.1922821294
618,377.90484848484857,181818682.32665527,399032.99478550587
619,377.90484848484857,191919686.24731386,397427.88875758054
620,377.90484848484857,202020690.16797242,395867.80412821914
621,377.90484848484857,212121694.088631,394350.814116347
622,377.90484848484857,222222698.0092896,392875.12199768866
623,377.90484848484857,232323701.92994815,391439.04936483526
624,377.90484848484857,242424705.85060674,390041.0256826566
625,377.90484848484857,252525709.77126533,388679.5789725864
626,377.90484848484857,262626713.6919239,387353.32748282363
627,377.90484848484857,272727717.6125825,386060.9722230268
628,377.90484848484857,282828721.5332411,384801.29025832895
629,377.90484848484857,292929725.4538997,383573.1286727503
630,377.90484848484857,303030729.3745582,382375.3991237209
631,377.90484848484857,313131733.2952168,381207.07292005455
632,377.90484848484857,323232737.2158754,380067.17656463047
633,377.90484848484857,333333741.136534,378954.78771022876
634,377.90484848484857,343434745.05719256,377869.0314837788
635,377.90484848484857,353535748.9778511,376809.0771396019
636,377.90484848484857,363636752.8985097,375774.1350071195
637,377.90484848484857,373737756.81916827,374763.45370253467
638,377.90484848484857,383838760.73982686,373776.31757770333
639,377.90484848484857,393939764.66048545,372812.0443823255
640,377.90484848484857,404040768.581144,371869.9831185397
641,377.90484848484857,414141772.50180256,370949.5120691916
642,377.90484848484857,424242776.42246115,370050.03698306717
643,377.90484848484857,434343780.34311974,369170.98940246704
644,377.90484848484857,444444784.2637783,368311.8251196861
645,377.90484848484857,454545788.1844369,367472.0227508498
646,377.90484848484857,464646792.10509545,366651.082416198
