Date,Time,KW
42186.00,0.24,3628.80
42186.00,0.25,3628.80
42186.00,0.26,3696.00
42186.00,0.27,3729.60
42186.00,0.28,3830.40
42186.00,0.29,3864.00
42186.00,0.30,3763.20
42186.00,0.31,3796.80
42186.00,0.32,3830.40
42186.00,0.33,3864.00
42186.00,0.34,3864.00
42186.00,0.35,3931.20
42186.00,0.36,3998.40
42186.00,0.37,3931.20
42186.00,0.39,3830.40
42186.00,0.40,3998.40
42186.00,0.41,3998.40
42186.00,0.42,4032.00
42186.00,0.43,4065.60
42186.00,0.44,4099.20
42186.00,0.45,4166.40
42186.00,0.46,3964.80
42186.00,0.47,4099.20
42186.00,0.48,4099.20
42186.00,0.49,4233.60
42186.00,0.50,4166.40
42186.00,0.51,4166.40
42186.00,0.52,4166.40
42186.00,0.53,4032.00
42186.00,0.54,4065.60
42186.00,0.55,3998.40
42186.00,0.56,4065.60
42186.00,0.57,4032.00
42186.00,0.58,4065.60
42186.00,0.59,4132.80
42186.00,0.60,4099.20
42186.00,0.61,4065.60
42186.00,0.62,4099.20
42186.00,0.64,4099.20
42186.00,0.65,4132.80
42186.00,0.66,4132.80
42186.00,0.67,4099.20
42186.00,0.68,3931.20
42186.00,0.69,3931.20
42186.00,0.70,3897.60
42186.00,0.71,3964.80
42186.00,0.72,3830.40
42186.00,0.73,3763.20
42186.00,0.74,3830.40
42186.00,0.75,3864.00
42186.00,0.76,3763.20
42186.00,0.77,3796.80
42186.00,0.78,3830.40
42186.00,0.79,3729.60
42186.00,0.80,3662.40
42186.00,0.81,3729.60
42186.00,0.82,3796.80
42186.00,0.83,3830.40
42186.00,0.84,3729.60
42186.00,0.85,3662.40
42186.00,0.86,3662.40
42186.00,0.87,3595.20
42186.00,0.89,3561.60
42186.00,0.90,3393.60
42186.00,0.91,3393.60
42186.00,0.92,3360.00
42186.00,0.93,3427.20
42186.00,0.94,3460.80
42186.00,0.95,3460.80
42186.00,0.96,3460.80
42186.00,0.97,3528.00
42186.00,0.98,3460.80
42186.00,0.99,3460.80
42186.00,1.00,3494.40
42187.00,0.01,3393.60
42187.00,0.02,3326.40
42187.00,0.03,3292.80
42187.00,0.04,3360.00
42187.00,0.05,3292.80
42187.00,0.06,3326.40
42187.00,0.07,3326.40
42187.00,0.08,3326.40
42187.00,0.09,3360.00
42187.00,0.10,3326.40
42187.00,0.11,3360.00
42187.00,0.12,3326.40
42187.00,0.14,3326.40
42187.00,0.15,3427.20
42187.00,0.16,3326.40
42187.00,0.17,3393.60
42187.00,0.18,3259.20
42187.00,0.19,3225.60
42187.00,0.20,3259.20
42187.00,0.21,3259.20
42187.00,0.22,3259.20
42187.00,0.23,3360.00
42187.00,0.24,3393.60
42187.00,0.25,3427.20
42187.00,0.26,3427.20
42187.00,0.27,3460.80
42187.00,0.28,3494.40
42187.00,0.29,3460.80
42187.00,0.30,3595.20
42187.00,0.31,3528.00
42187.00,0.32,3595.20
42187.00,0.33,3494.40
42187.00,0.34,3561.60
42187.00,0.35,3561.60
42187.00,0.36,3528.00
42187.00,0.37,3460.80
42187.00,0.39,3460.80
42187.00,0.40,3561.60
42187.00,0.41,3460.80
42187.00,0.42,3494.40
42187.00,0.43,3528.00
42187.00,0.44,3528.00
42187.00,0.45,3561.60
42187.00,0.46,3595.20
42187.00,0.47,3662.40
42187.00,0.48,3595.20
42187.00,0.49,3662.40
42187.00,0.50,3628.80
42187.00,0.51,3696.00
42187.00,0.52,3628.80
42187.00,0.53,3561.60
42187.00,0.54,3528.00
42187.00,0.55,3460.80
42187.00,0.56,3494.40
42187.00,0.57,3561.60
42187.00,0.58,3561.60
42187.00,0.59,3628.80
42187.00,0.60,3662.40
42187.00,0.61,3696.00
42187.00,0.62,3628.80
42187.00,0.64,3628.80
42187.00,0.65,3561.60
42187.00,0.66,3460.80
42187.00,0.67,3494.40
42187.00,0.68,3393.60
42187.00,0.69,3292.80
42187.00,0.70,3225.60
42187.00,0.71,3393.60
42187.00,0.72,3225.60
42187.00,0.73,3292.80
42187.00,0.74,3326.40
42187.00,0.75,3292.80
42187.00,0.76,3158.40
42187.00,0.77,3158.40
42187.00,0.78,3091.20
42187.00,0.79,3057.60
42187.00,0.80,3057.60
42187.00,0.81,3024.00
42187.00,0.82,2990.40
42187.00,0.83,2990.40
42187.00,0.84,2889.60
42187.00,0.85,2755.20
42187.00,0.86,2755.20
42187.00,0.87,2688.00
42187.00,0.89,2587.20
42187.00,0.90,2520.00
42187.00,0.91,2486.40
42187.00,0.92,2385.60
42187.00,0.93,2385.60
42187.00,0.94,2352.00
42187.00,0.95,2385.60
42187.00,0.96,2318.40
42187.00,0.97,2284.80
42187.00,0.98,2284.80
42187.00,0.99,2318.40
42187.00,1.00,2318.40
42188.00,0.01,2318.40
42188.00,0.02,2284.80
42188.00,0.03,2318.40
42188.00,0.04,2318.40
42188.00,0.05,2318.40
42188.00,0.06,2284.80
42188.00,0.07,2284.80
42188.00,0.08,2217.60
42188.00,0.09,2284.80
42188.00,0.10,2217.60
42188.00,0.11,2251.20
42188.00,0.12,2251.20
42188.00,0.14,2284.80
42188.00,0.15,2150.40
42188.00,0.16,2116.80
42188.00,0.17,2150.40
42188.00,0.18,2150.40
42188.00,0.19,2116.80
42188.00,0.20,2083.20
42188.00,0.21,2016.00
42188.00,0.22,2150.40
42188.00,0.23,2150.40
42188.00,0.24,2184.00
42188.00,0.25,2150.40
42188.00,0.26,2217.60
42188.00,0.27,2184.00
42188.00,0.28,2184.00
42188.00,0.29,2184.00
42188.00,0.30,1646.40
42188.00,0.31,1915.20
42188.00,0.32,1881.60
42188.00,0.33,1982.40
42188.00,0.34,2049.60
42188.00,0.35,1948.80
42188.00,0.36,1982.40
42188.00,0.37,2049.60
42188.00,0.39,2016.00
42188.00,0.40,2016.00
42188.00,0.41,2049.60
42188.00,0.42,2083.20
42188.00,0.43,2083.20
42188.00,0.44,2083.20
42188.00,0.45,2016.00
42188.00,0.46,2049.60
42188.00,0.47,2083.20
42188.00,0.48,2049.60
42188.00,0.49,2049.60
42188.00,0.50,2116.80
42188.00,0.51,2150.40
42188.00,0.52,2083.20
42188.00,0.53,2116.80
42188.00,0.54,2116.80
42188.00,0.55,2083.20
42188.00,0.56,2116.80
42188.00,0.57,2150.40
42188.00,0.58,2150.40
42188.00,0.59,2150.40
42188.00,0.60,2150.40
42188.00,0.61,2116.80
42188.00,0.62,2083.20
42188.00,0.64,2150.40
42188.00,0.65,2150.40
42188.00,0.66,2116.80
42188.00,0.67,2083.20
42188.00,0.68,2083.20
42188.00,0.69,2016.00
42188.00,0.70,2016.00
42188.00,0.71,2049.60
42188.00,0.72,1948.80
42188.00,0.73,1948.80
42188.00,0.74,1948.80
42188.00,0.75,1948.80
42188.00,0.76,1982.40
42188.00,0.77,1848.00
42188.00,0.78,1848.00
42188.00,0.79,1848.00
42188.00,0.80,1814.40
42188.00,0.81,1780.80
42188.00,0.82,1814.40
42188.00,0.83,1780.80
42188.00,0.84,1814.40
42188.00,0.85,1814.40
42188.00,0.86,1747.20
42188.00,0.87,1747.20
42188.00,0.89,1780.80
42188.00,0.90,1747.20
42188.00,0.91,1680.00
42188.00,0.92,1713.60
42188.00,0.93,1713.60
42188.00,0.94,1713.60
42188.00,0.95,1646.40
42188.00,0.96,1680.00
42188.00,0.97,1612.80
42188.00,0.98,1612.80
42188.00,0.99,1612.80
42188.00,1.00,1545.60
42189.00,0.01,1545.60
42189.00,0.02,1512.00
42189.00,0.03,1512.00
42189.00,0.04,1512.00
42189.00,0.05,1444.80
42189.00,0.06,1478.40
42189.00,0.07,1444.80
42189.00,0.08,1478.40
42189.00,0.09,1478.40
42189.00,0.10,1411.20
42189.00,0.11,1444.80
42189.00,0.12,1411.20
42189.00,0.14,1478.40
42189.00,0.15,1444.80
42189.00,0.16,1444.80
42189.00,0.17,1444.80
42189.00,0.18,1411.20
42189.00,0.19,1444.80
42189.00,0.20,1377.60
42189.00,0.21,1411.20
42189.00,0.22,1344.00
42189.00,0.23,1411.20
42189.00,0.24,1377.60
42189.00,0.25,1377.60
42189.00,0.26,1344.00
42189.00,0.27,1344.00
42189.00,0.28,1377.60
42189.00,0.29,1377.60
42189.00,0.30,1411.20
42189.00,0.31,1411.20
42189.00,0.32,1444.80
42189.00,0.33,1478.40
42189.00,0.34,1478.40
42189.00,0.35,1444.80
42189.00,0.36,1478.40
42189.00,0.37,1512.00
42189.00,0.39,1512.00
42189.00,0.40,1545.60
42189.00,0.41,1545.60
42189.00,0.42,1478.40
42189.00,0.43,1579.20
42189.00,0.44,1579.20
42189.00,0.45,1579.20
42189.00,0.46,1579.20
42189.00,0.47,1612.80
42189.00,0.48,1579.20
42189.00,0.49,1646.40
42189.00,0.50,1612.80
42189.00,0.51,1579.20
42189.00,0.52,1612.80
42189.00,0.53,1646.40
42189.00,0.54,1612.80
42189.00,0.55,1612.80
42189.00,0.56,1646.40
42189.00,0.57,1646.40
42189.00,0.58,1646.40
42189.00,0.59,1646.40
42189.00,0.60,1612.80
42189.00,0.61,1680.00
42189.00,0.62,1680.00
42189.00,0.64,1646.40
42189.00,0.65,1680.00
42189.00,0.66,1680.00
42189.00,0.67,1680.00
42189.00,0.68,1680.00
42189.00,0.69,1680.00
42189.00,0.70,1646.40
42189.00,0.71,1680.00
42189.00,0.72,1646.40
42189.00,0.73,1646.40
42189.00,0.74,1612.80
42189.00,0.75,1646.40
42189.00,0.76,1646.40
42189.00,0.77,1646.40
42189.00,0.78,1646.40
42189.00,0.79,1612.80
42189.00,0.80,1579.20
42189.00,0.81,1612.80
42189.00,0.82,1545.60
42189.00,0.83,1545.60
42189.00,0.84,1545.60
42189.00,0.85,1612.80
42189.00,0.86,1612.80
42189.00,0.87,1545.60
42189.00,0.89,1612.80
42189.00,0.90,1545.60
42189.00,0.91,1545.60
42189.00,0.92,1579.20
42189.00,0.93,1545.60
42189.00,0.94,1579.20
42189.00,0.95,1545.60
42189.00,0.96,1478.40
42189.00,0.97,1512.00
42189.00,0.98,1478.40
42189.00,0.99,1478.40
42189.00,1.00,1478.40
42190.00,0.01,1478.40
42190.00,0.02,1512.00
42190.00,0.03,1478.40
42190.00,0.04,1478.40
42190.00,0.05,1512.00
42190.00,0.06,1444.80
42190.00,0.07,1478.40
42190.00,0.08,1444.80
42190.00,0.09,1444.80
42190.00,0.10,1545.60
42190.00,0.11,1478.40
42190.00,0.12,1478.40
42190.00,0.14,1444.80
42190.00,0.15,1478.40
42190.00,0.16,1411.20
42190.00,0.17,1444.80
42190.00,0.18,1411.20
42190.00,0.19,1444.80
42190.00,0.20,1377.60
42190.00,0.21,1411.20
42190.00,0.22,1411.20
42190.00,0.23,1411.20
42190.00,0.24,1411.20
42190.00,0.25,1444.80
42190.00,0.26,1478.40
42190.00,0.27,1478.40
42190.00,0.28,1478.40
42190.00,0.29,1545.60
42190.00,0.30,1512.00
42190.00,0.31,1545.60
42190.00,0.32,1579.20
42190.00,0.33,1545.60
42190.00,0.34,1579.20
42190.00,0.35,1545.60
42190.00,0.36,1579.20
42190.00,0.37,1579.20
42190.00,0.39,1612.80
42190.00,0.40,1612.80
42190.00,0.41,1612.80
42190.00,0.42,1612.80
42190.00,0.43,1646.40
42190.00,0.44,1646.40
42190.00,0.45,1680.00
42190.00,0.46,1680.00
42190.00,0.47,1747.20
42190.00,0.48,1680.00
42190.00,0.49,1713.60
42190.00,0.50,1780.80
42190.00,0.51,1780.80
42190.00,0.52,1780.80
42190.00,0.53,1814.40
42190.00,0.54,1814.40
42190.00,0.55,1848.00
42190.00,0.56,1848.00
42190.00,0.57,1948.80
42190.00,0.58,1948.80
42190.00,0.59,1915.20
42190.00,0.60,1948.80
42190.00,0.61,1915.20
42190.00,0.62,1848.00
42190.00,0.64,1915.20
42190.00,0.65,1915.20
42190.00,0.66,1915.20
42190.00,0.67,1915.20
42190.00,0.68,1881.60
42190.00,0.69,1915.20
42190.00,0.70,1881.60
42190.00,0.71,1848.00
42190.00,0.72,1915.20
42190.00,0.73,1848.00
42190.00,0.74,1915.20
42190.00,0.75,1881.60
42190.00,0.76,1881.60
42190.00,0.77,1881.60
42190.00,0.78,1848.00
42190.00,0.79,1848.00
42190.00,0.80,1881.60
42190.00,0.81,1881.60
42190.00,0.82,1881.60
42190.00,0.83,1848.00
42190.00,0.84,1915.20
42190.00,0.85,1881.60
42190.00,0.86,1915.20
42190.00,0.87,1982.40
42190.00,0.89,2049.60
42190.00,0.90,2116.80
42190.00,0.91,2217.60
42190.00,0.92,2184.00
42190.00,0.93,2251.20
42190.00,0.94,2251.20
42190.00,0.95,2251.20
42190.00,0.96,2217.60
42190.00,0.97,2251.20
42190.00,0.98,2251.20
42190.00,0.99,2284.80
42190.00,1.00,2318.40
42191.00,0.01,2318.40
42191.00,0.02,2318.40
42191.00,0.03,2318.40
42191.00,0.04,2251.20
42191.00,0.05,2251.20
42191.00,0.06,2284.80
42191.00,0.07,2284.80
42191.00,0.08,2352.00
42191.00,0.09,2385.60
42191.00,0.10,2419.20
42191.00,0.11,2452.80
42191.00,0.12,2486.40
42191.00,0.14,2486.40
42191.00,0.15,2452.80
42191.00,0.16,2452.80
42191.00,0.17,2419.20
42191.00,0.18,2520.00
42191.00,0.19,2452.80
42191.00,0.20,2486.40
42191.00,0.21,2452.80
42191.00,0.22,2452.80
42191.00,0.23,2520.00
42191.00,0.24,2553.60
42191.00,0.25,2688.00
42191.00,0.26,2755.20
42191.00,0.27,2788.80
42191.00,0.28,2822.40
42191.00,0.29,2889.60
42191.00,0.30,2856.00
42191.00,0.31,2889.60
42191.00,0.32,2889.60
42191.00,0.33,2956.80
42191.00,0.34,2990.40
42191.00,0.35,3024.00
42191.00,0.36,3158.40
42191.00,0.37,3292.80
42191.00,0.39,3192.00
42191.00,0.40,3225.60
42191.00,0.41,3192.00
42191.00,0.42,3292.80
42191.00,0.43,3326.40
42191.00,0.44,3360.00
42191.00,0.45,3360.00
42191.00,0.46,3360.00
42191.00,0.47,3360.00
42191.00,0.48,3427.20
42191.00,0.49,3528.00
42191.00,0.50,3494.40
42191.00,0.51,3460.80
42191.00,0.52,3393.60
42191.00,0.53,3427.20
42191.00,0.54,3292.80
42191.00,0.55,3225.60
42191.00,0.56,3225.60
42191.00,0.57,3326.40
42191.00,0.58,3292.80
42191.00,0.59,3460.80
42191.00,0.60,3393.60
42191.00,0.61,3326.40
42191.00,0.62,3292.80
42191.00,0.64,3326.40
42191.00,0.65,3360.00
42191.00,0.66,3192.00
42191.00,0.67,3192.00
42191.00,0.68,3124.80
42191.00,0.69,3024.00
42191.00,0.70,2990.40
42191.00,0.71,3024.00
42191.00,0.72,2990.40
42191.00,0.73,2956.80
42191.00,0.74,3024.00
42191.00,0.75,2990.40
42191.00,0.76,2923.20
42191.00,0.77,2889.60
42191.00,0.78,2923.20
42191.00,0.79,2856.00
42191.00,0.80,2856.00
42191.00,0.81,2889.60
42191.00,0.82,2889.60
42191.00,0.83,2923.20
42191.00,0.84,2856.00
42191.00,0.85,2856.00
42191.00,0.86,2822.40
42191.00,0.87,2788.80
42191.00,0.89,2788.80
42191.00,0.90,2822.40
42191.00,0.91,2788.80
42191.00,0.92,2721.60
42191.00,0.93,2721.60
42191.00,0.94,2721.60
42191.00,0.95,2721.60
42191.00,0.96,2654.40
42191.00,0.97,2721.60
42191.00,0.98,2721.60
42191.00,0.99,2688.00
42191.00,1.00,2755.20
42192.00,0.01,2654.40
42192.00,0.02,2688.00
42192.00,0.03,2688.00
42192.00,0.04,2688.00
42192.00,0.05,2688.00
42192.00,0.06,2620.80
42192.00,0.07,2620.80
42192.00,0.08,2620.80
42192.00,0.09,2688.00
42192.00,0.10,2620.80
42192.00,0.11,2654.40
42192.00,0.12,2587.20
42192.00,0.14,2688.00
42192.00,0.15,2654.40
42192.00,0.16,2688.00
42192.00,0.17,2755.20
42192.00,0.18,2788.80
42192.00,0.19,2721.60
42192.00,0.20,2788.80
42192.00,0.21,2688.00
42192.00,0.22,2755.20
42192.00,0.23,2721.60
42192.00,0.24,2755.20
42192.00,0.25,2788.80
42192.00,0.26,2822.40
42192.00,0.27,2889.60
42192.00,0.28,2923.20
42192.00,0.29,2923.20
42192.00,0.30,2956.80
42192.00,0.31,2990.40
42192.00,0.32,3024.00
42192.00,0.33,3024.00
42192.00,0.34,3057.60
42192.00,0.35,3091.20
42192.00,0.36,3225.60
42192.00,0.37,3225.60
42192.00,0.39,3259.20
42192.00,0.40,3292.80
42192.00,0.41,3259.20
42192.00,0.42,3292.80
42192.00,0.43,3292.80
42192.00,0.44,3259.20
42192.00,0.45,3292.80
42192.00,0.46,3326.40
42192.00,0.47,3360.00
42192.00,0.48,3360.00
42192.00,0.49,3360.00
42192.00,0.50,3460.80
42192.00,0.51,3460.80
42192.00,0.52,3460.80
42192.00,0.53,3360.00
42192.00,0.54,3360.00
42192.00,0.55,3393.60
42192.00,0.56,3460.80
42192.00,0.57,3561.60
42192.00,0.58,3494.40
42192.00,0.59,3427.20
42192.00,0.60,3427.20
42192.00,0.61,3360.00
42192.00,0.62,3292.80
42192.00,0.64,3360.00
42192.00,0.65,3326.40
42192.00,0.66,3259.20
42192.00,0.67,3225.60
42192.00,0.68,3024.00
42192.00,0.69,2990.40
42192.00,0.70,3091.20
42192.00,0.71,3091.20
42192.00,0.72,3124.80
42192.00,0.73,3057.60
42192.00,0.74,3057.60
42192.00,0.75,3024.00
42192.00,0.76,3057.60
42192.00,0.77,3091.20
42192.00,0.78,3091.20
42192.00,0.79,2956.80
42192.00,0.80,2856.00
42192.00,0.81,2889.60
42192.00,0.82,2923.20
42192.00,0.83,2889.60
42192.00,0.84,2856.00
42192.00,0.85,2822.40
42192.00,0.86,2822.40
42192.00,0.87,2755.20
42192.00,0.89,2788.80
42192.00,0.90,2788.80
42192.00,0.91,2788.80
42192.00,0.92,2755.20
42192.00,0.93,2721.60
42192.00,0.94,2755.20
42192.00,0.95,2721.60
42192.00,0.96,2688.00
42192.00,0.97,2654.40
42192.00,0.98,2654.40
42192.00,0.99,2620.80
42192.00,1.00,2654.40
42193.00,0.01,2654.40
42193.00,0.02,2654.40
42193.00,0.03,2620.80
42193.00,0.04,2620.80
42193.00,0.05,2587.20
42193.00,0.06,2620.80
42193.00,0.07,2620.80
42193.00,0.08,2620.80
42193.00,0.09,2688.00
42193.00,0.10,2654.40
42193.00,0.11,2654.40
42193.00,0.12,2620.80
42193.00,0.14,2620.80
42193.00,0.15,2654.40
42193.00,0.16,2654.40
42193.00,0.17,2688.00
42193.00,0.18,2721.60
42193.00,0.19,2688.00
42193.00,0.20,2688.00
42193.00,0.21,2654.40
42193.00,0.22,2721.60
42193.00,0.23,2755.20
42193.00,0.24,2721.60
42193.00,0.25,2856.00
42193.00,0.26,2923.20
42193.00,0.27,2923.20
42193.00,0.28,2990.40
42193.00,0.29,3057.60
42193.00,0.30,2990.40
42193.00,0.31,2990.40
42193.00,0.32,3024.00
42193.00,0.33,3091.20
42193.00,0.34,3124.80
42193.00,0.35,3158.40
42193.00,0.36,3326.40
42193.00,0.37,3225.60
42193.00,0.39,3124.80
42193.00,0.40,3158.40
42193.00,0.41,3158.40
42193.00,0.42,3259.20
42193.00,0.43,3259.20
42193.00,0.44,3326.40
42193.00,0.45,3393.60
42193.00,0.46,3326.40
42193.00,0.47,3225.60
42193.00,0.48,3225.60
42193.00,0.49,3292.80
42193.00,0.50,3259.20
42193.00,0.51,3292.80
42193.00,0.52,3360.00
42193.00,0.53,3292.80
42193.00,0.54,3292.80
42193.00,0.55,3192.00
42193.00,0.56,3225.60
42193.00,0.57,3192.00
42193.00,0.58,3158.40
42193.00,0.59,3192.00
42193.00,0.60,3158.40
42193.00,0.61,3192.00
42193.00,0.62,3124.80
42193.00,0.64,3192.00
42193.00,0.65,3124.80
42193.00,0.66,3091.20
42193.00,0.67,3124.80
42193.00,0.68,3091.20
42193.00,0.69,2990.40
42193.00,0.70,2923.20
42193.00,0.71,2923.20
42193.00,0.72,2923.20
42193.00,0.73,2889.60
42193.00,0.74,2822.40
42193.00,0.75,2856.00
42193.00,0.76,2856.00
42193.00,0.77,2822.40
42193.00,0.78,2788.80
42193.00,0.79,2755.20
42193.00,0.80,2788.80
42193.00,0.81,2788.80
42193.00,0.82,2755.20
42193.00,0.83,2755.20
42193.00,0.84,2755.20
42193.00,0.85,2721.60
42193.00,0.86,2788.80
42193.00,0.87,2755.20
42193.00,0.89,2788.80
42193.00,0.90,2721.60
42193.00,0.91,2788.80
42193.00,0.92,2788.80
42193.00,0.93,2755.20
42193.00,0.94,2688.00
42193.00,0.95,2688.00
42193.00,0.96,2721.60
42193.00,0.97,2721.60
42193.00,0.98,2688.00
42193.00,0.99,2688.00
42193.00,1.00,2688.00
42194.00,0.01,2620.80
42194.00,0.02,2654.40
42194.00,0.03,2688.00
42194.00,0.04,2688.00
42194.00,0.05,2688.00
42194.00,0.06,2688.00
42194.00,0.07,2721.60
42194.00,0.08,2688.00
42194.00,0.09,2688.00
42194.00,0.10,2654.40
42194.00,0.11,2620.80
42194.00,0.12,2654.40
42194.00,0.14,2654.40
42194.00,0.15,2620.80
42194.00,0.16,2620.80
42194.00,0.17,2654.40
42194.00,0.18,2755.20
42194.00,0.19,2654.40
42194.00,0.20,2688.00
42194.00,0.21,2688.00
42194.00,0.22,2788.80
42194.00,0.23,2822.40
42194.00,0.24,2990.40
42194.00,0.25,2956.80
42194.00,0.26,3024.00
42194.00,0.27,3024.00
42194.00,0.28,3024.00
42194.00,0.29,2956.80
42194.00,0.30,3057.60
42194.00,0.31,3259.20
42194.00,0.32,3192.00
42194.00,0.33,3024.00
42194.00,0.34,3124.80
42194.00,0.35,3024.00
42194.00,0.36,3057.60
42194.00,0.37,3057.60
42194.00,0.39,3024.00
42194.00,0.40,3091.20
42194.00,0.41,3124.80
42194.00,0.42,3192.00
42194.00,0.43,3225.60
42194.00,0.44,3192.00
42194.00,0.45,3192.00
42194.00,0.46,3158.40
42194.00,0.47,3225.60
42194.00,0.48,3192.00
42194.00,0.49,3225.60
42194.00,0.50,3292.80
42194.00,0.51,3192.00
42194.00,0.52,3192.00
42194.00,0.53,3225.60
42194.00,0.54,3292.80
42194.00,0.55,3158.40
42194.00,0.56,3192.00
42194.00,0.57,3192.00
42194.00,0.58,3192.00
42194.00,0.59,3158.40
42194.00,0.60,3091.20
42194.00,0.61,3158.40
42194.00,0.62,3091.20
42194.00,0.64,3124.80
42194.00,0.65,3057.60
42194.00,0.66,3057.60
42194.00,0.67,3024.00
42194.00,0.68,2956.80
42194.00,0.69,2923.20
42194.00,0.70,2889.60
42194.00,0.71,2923.20
42194.00,0.72,2923.20
42194.00,0.73,2889.60
42194.00,0.74,2856.00
42194.00,0.75,2856.00
42194.00,0.76,2755.20
42194.00,0.77,2822.40
42194.00,0.78,2755.20
42194.00,0.79,2822.40
42194.00,0.80,2755.20
42194.00,0.81,2721.60
42194.00,0.82,2755.20
42194.00,0.83,2721.60
42194.00,0.84,2788.80
42194.00,0.85,2755.20
42194.00,0.86,2788.80
42194.00,0.87,2822.40
42194.00,0.89,2721.60
42194.00,0.90,2788.80
42194.00,0.91,2788.80
42194.00,0.92,2755.20
42194.00,0.93,2721.60
42194.00,0.94,2721.60
42194.00,0.95,2688.00
42194.00,0.96,2688.00
42194.00,0.97,2688.00
42194.00,0.98,2688.00
42194.00,0.99,2688.00
42194.00,1.00,2688.00
42195.00,0.01,2688.00
42195.00,0.02,2620.80
42195.00,0.03,2620.80
42195.00,0.04,2587.20
42195.00,0.05,2620.80
42195.00,0.06,2620.80
42195.00,0.07,2654.40
42195.00,0.08,2654.40
42195.00,0.09,2654.40
42195.00,0.10,2721.60
42195.00,0.11,2688.00
42195.00,0.12,2654.40
42195.00,0.14,2688.00
42195.00,0.15,2721.60
42195.00,0.16,2688.00
42195.00,0.17,2721.60
42195.00,0.18,2721.60
42195.00,0.19,2721.60
42195.00,0.20,2688.00
42195.00,0.21,2721.60
42195.00,0.22,2822.40
42195.00,0.23,2822.40
42195.00,0.24,2856.00
42195.00,0.25,2923.20
42195.00,0.26,2990.40
42195.00,0.27,2990.40
42195.00,0.28,2956.80
42195.00,0.29,3024.00
42195.00,0.30,2990.40
42195.00,0.31,2990.40
42195.00,0.32,3057.60
42195.00,0.33,2990.40
42195.00,0.34,3057.60
42195.00,0.35,3192.00
42195.00,0.36,3225.60
42195.00,0.37,3259.20
42195.00,0.39,3326.40
42195.00,0.40,3326.40
42195.00,0.41,3360.00
42195.00,0.42,3326.40
42195.00,0.43,3427.20
42195.00,0.44,3393.60
42195.00,0.45,3427.20
42195.00,0.46,3360.00
42195.00,0.47,3360.00
42195.00,0.48,3460.80
42195.00,0.49,3427.20
42195.00,0.50,3460.80
42195.00,0.51,3427.20
42195.00,0.52,3427.20
42195.00,0.53,3292.80
42195.00,0.54,3326.40
42195.00,0.55,3393.60
42195.00,0.56,3360.00
42195.00,0.57,3427.20
42195.00,0.58,3393.60
42195.00,0.59,3326.40
42195.00,0.60,3292.80
42195.00,0.61,3326.40
42195.00,0.62,3292.80
42195.00,0.64,3292.80
42195.00,0.65,3259.20
42195.00,0.66,3259.20
42195.00,0.67,3259.20
42195.00,0.68,3158.40
42195.00,0.69,3024.00
42195.00,0.70,3024.00
42195.00,0.71,3057.60
42195.00,0.72,2990.40
42195.00,0.73,3024.00
42195.00,0.74,2956.80
42195.00,0.75,2956.80
42195.00,0.76,2956.80
42195.00,0.77,2990.40
42195.00,0.78,2923.20
42195.00,0.79,2956.80
42195.00,0.80,2856.00
42195.00,0.81,2923.20
42195.00,0.82,2990.40
42195.00,0.83,2923.20
42195.00,0.84,2856.00
42195.00,0.85,2923.20
42195.00,0.86,2923.20
42195.00,0.87,2889.60
42195.00,0.89,2822.40
42195.00,0.90,2822.40
42195.00,0.91,2822.40
42195.00,0.92,2822.40
42195.00,0.93,2755.20
42195.00,0.94,2755.20
42195.00,0.95,2755.20
42195.00,0.96,2755.20
42195.00,0.97,2755.20
42195.00,0.98,2654.40
42195.00,0.99,2721.60
42195.00,1.00,2688.00
42196.00,0.01,2654.40
42196.00,0.02,2654.40
42196.00,0.03,2654.40
42196.00,0.04,2688.00
42196.00,0.05,2587.20
42196.00,0.06,2553.60
42196.00,0.07,2620.80
42196.00,0.08,2620.80
42196.00,0.09,2688.00
42196.00,0.10,2620.80
42196.00,0.11,2620.80
42196.00,0.12,2654.40
42196.00,0.14,2587.20
42196.00,0.15,2654.40
42196.00,0.16,2654.40
42196.00,0.17,2620.80
42196.00,0.18,2721.60
42196.00,0.19,2654.40
42196.00,0.20,2553.60
42196.00,0.21,2553.60
42196.00,0.22,2587.20
42196.00,0.23,2553.60
42196.00,0.24,2486.40
42196.00,0.25,2486.40
42196.00,0.26,2520.00
42196.00,0.27,2520.00
42196.00,0.28,2553.60
42196.00,0.29,2553.60
42196.00,0.30,2486.40
42196.00,0.31,2587.20
42196.00,0.32,2553.60
42196.00,0.33,2553.60
42196.00,0.34,2587.20
42196.00,0.35,2587.20
42196.00,0.36,2553.60
42196.00,0.37,2587.20
42196.00,0.39,2587.20
42196.00,0.40,2553.60
42196.00,0.41,2587.20
42196.00,0.42,2553.60
42196.00,0.43,2654.40
42196.00,0.44,2587.20
42196.00,0.45,2553.60
42196.00,0.46,2520.00
42196.00,0.47,2553.60
42196.00,0.48,2553.60
42196.00,0.49,2654.40
42196.00,0.50,2721.60
42196.00,0.51,2654.40
42196.00,0.52,2721.60
42196.00,0.53,2688.00
42196.00,0.54,2721.60
42196.00,0.55,2688.00
42196.00,0.56,2688.00
42196.00,0.57,2654.40
42196.00,0.58,2620.80
42196.00,0.59,2654.40
42196.00,0.60,2553.60
42196.00,0.61,2553.60
42196.00,0.62,2587.20
42196.00,0.64,2553.60
