Date,Time,KW
42245.00,0.60,2788.80
42245.00,0.61,2721.60
42245.00,0.62,2788.80
42245.00,0.64,2688.00
42245.00,0.65,2721.60
42245.00,0.66,2688.00
42245.00,0.67,2688.00
42245.00,0.68,2721.60
42245.00,0.69,2721.60
42245.00,0.70,2654.40
42245.00,0.71,2654.40
42245.00,0.72,2620.80
42245.00,0.73,2587.20
42245.00,0.74,2553.60
42245.00,0.75,2587.20
42245.00,0.76,2553.60
42245.00,0.77,2486.40
42245.00,0.78,2486.40
42245.00,0.79,2419.20
42245.00,0.80,2419.20
42245.00,0.81,2452.80
42245.00,0.82,2486.40
42245.00,0.83,2419.20
42245.00,0.84,2419.20
42245.00,0.85,2385.60
42245.00,0.86,2419.20
42245.00,0.87,2385.60
42245.00,0.89,2352.00
42245.00,0.90,2352.00
42245.00,0.91,2385.60
42245.00,0.92,2419.20
42245.00,0.93,2385.60
42245.00,0.94,2419.20
42245.00,0.95,2385.60
42245.00,0.96,2419.20
42245.00,0.97,2419.20
42245.00,0.98,2385.60
42245.00,0.99,2352.00
42245.00,1.00,2318.40
42246.00,0.01,2352.00
42246.00,0.02,2352.00
42246.00,0.03,2318.40
42246.00,0.04,2284.80
42246.00,0.05,2318.40
42246.00,0.06,2284.80
42246.00,0.07,2284.80
42246.00,0.08,2284.80
42246.00,0.09,2318.40
42246.00,0.10,2318.40
42246.00,0.11,2284.80
42246.00,0.12,2284.80
42246.00,0.14,2251.20
42246.00,0.15,2318.40
42246.00,0.16,2318.40
42246.00,0.17,2284.80
42246.00,0.18,2251.20
42246.00,0.19,2284.80
42246.00,0.20,2251.20
42246.00,0.21,2284.80
42246.00,0.22,2251.20
42246.00,0.23,2284.80
42246.00,0.24,2284.80
42246.00,0.25,2217.60
42246.00,0.26,2217.60
42246.00,0.27,2251.20
42246.00,0.28,2251.20
42246.00,0.29,2284.80
42246.00,0.30,2284.80
42246.00,0.31,2318.40
42246.00,0.32,2284.80
42246.00,0.33,2284.80
42246.00,0.34,2385.60
42246.00,0.35,2352.00
42246.00,0.36,2352.00
42246.00,0.37,2352.00
42246.00,0.39,2318.40
42246.00,0.40,2318.40
42246.00,0.41,2318.40
42246.00,0.42,2352.00
42246.00,0.43,2352.00
42246.00,0.44,2352.00
42246.00,0.45,2385.60
42246.00,0.46,2385.60
42246.00,0.47,2352.00
42246.00,0.48,2352.00
42246.00,0.49,2352.00
42246.00,0.50,2385.60
42246.00,0.51,2352.00
42246.00,0.52,2385.60
42246.00,0.53,2385.60
42246.00,0.54,2385.60
42246.00,0.55,2385.60
42246.00,0.56,2352.00
42246.00,0.57,2385.60
42246.00,0.58,2385.60
42246.00,0.59,2419.20
42246.00,0.60,2419.20
42246.00,0.61,2419.20
42246.00,0.62,2419.20
42246.00,0.64,2385.60
42246.00,0.65,2419.20
42246.00,0.66,2419.20
42246.00,0.67,2385.60
42246.00,0.68,2385.60
42246.00,0.69,2352.00
42246.00,0.70,2419.20
42246.00,0.71,2385.60
42246.00,0.72,2352.00
42246.00,0.73,2352.00
42246.00,0.74,2318.40
42246.00,0.75,2318.40
42246.00,0.76,2318.40
42246.00,0.77,2318.40
42246.00,0.78,2284.80
42246.00,0.79,2284.80
42246.00,0.80,2284.80
42246.00,0.81,2318.40
42246.00,0.82,2352.00
42246.00,0.83,2352.00
42246.00,0.84,2352.00
42246.00,0.85,2385.60
42246.00,0.86,2419.20
42246.00,0.87,2486.40
42246.00,0.89,2486.40
42246.00,0.90,2620.80
42246.00,0.91,2755.20
42246.00,0.92,2788.80
42246.00,0.93,2822.40
42246.00,0.94,2788.80
42246.00,0.95,2822.40
42246.00,0.96,2923.20
42246.00,0.97,2923.20
42246.00,0.98,2956.80
42246.00,0.99,2990.40
42246.00,1.00,2990.40
42247.00,0.01,2990.40
42247.00,0.02,2923.20
42247.00,0.03,2956.80
42247.00,0.04,2889.60
42247.00,0.05,2856.00
42247.00,0.06,2956.80
42247.00,0.07,2889.60
42247.00,0.08,2889.60
42247.00,0.09,2923.20
42247.00,0.10,2990.40
42247.00,0.11,3057.60
42247.00,0.12,2923.20
42247.00,0.14,3057.60
42247.00,0.15,3124.80
42247.00,0.16,3158.40
42247.00,0.17,3192.00
42247.00,0.18,3259.20
42247.00,0.19,3192.00
42247.00,0.20,3192.00
42247.00,0.21,3292.80
42247.00,0.22,3292.80
42247.00,0.23,3360.00
42247.00,0.24,3427.20
42247.00,0.25,3561.60
42247.00,0.26,3628.80
42247.00,0.27,3628.80
42247.00,0.28,3763.20
42247.00,0.29,3729.60
42247.00,0.30,3998.40
42247.00,0.31,4166.40
42247.00,0.32,4166.40
42247.00,0.33,4233.60
42247.00,0.34,3998.40
42247.00,0.35,3864.00
42247.00,0.36,3864.00
42247.00,0.37,3964.80
42247.00,0.39,4032.00
42247.00,0.40,3931.20
42247.00,0.41,3964.80
42247.00,0.42,4200.00
42247.00,0.43,4536.00
42247.00,0.44,4233.60
42247.00,0.45,4536.00
42247.00,0.46,4401.60
42247.00,0.47,4435.20
42247.00,0.48,4368.00
42247.00,0.49,4065.60
42247.00,0.50,4032.00
42247.00,0.51,3998.40
42247.00,0.52,4401.60
42247.00,0.53,4435.20
42247.00,0.54,3964.80
42247.00,0.55,3998.40
42247.00,0.56,3931.20
42247.00,0.57,3897.60
42247.00,0.58,3931.20
42247.00,0.59,3998.40
42247.00,0.60,3998.40
42247.00,0.61,3998.40
42247.00,0.62,3964.80
42247.00,0.64,4032.00
42247.00,0.65,4065.60
42247.00,0.66,4065.60
42247.00,0.67,3964.80
42247.00,0.68,3796.80
42247.00,0.69,3796.80
42247.00,0.70,3729.60
42247.00,0.71,3763.20
42247.00,0.72,3830.40
42247.00,0.73,3763.20
42247.00,0.74,3662.40
42247.00,0.75,3696.00
42247.00,0.76,3729.60
42247.00,0.77,3696.00
42247.00,0.78,3628.80
42247.00,0.79,3595.20
42247.00,0.80,3460.80
42247.00,0.81,3561.60
42247.00,0.82,3628.80
42247.00,0.83,3696.00
42247.00,0.84,3628.80
42247.00,0.85,3628.80
42247.00,0.86,3528.00
42247.00,0.87,3460.80
42247.00,0.89,3393.60
42247.00,0.90,3460.80
42247.00,0.91,3460.80
42247.00,0.92,3427.20
42247.00,0.93,3427.20
42247.00,0.94,3393.60
42247.00,0.95,3393.60
42247.00,0.96,3360.00
42247.00,0.97,3360.00
42247.00,0.98,3360.00
42247.00,0.99,3225.60
42247.00,1.00,3259.20
42248.00,0.01,3225.60
42248.00,0.02,3192.00
42248.00,0.03,3292.80
42248.00,0.04,3158.40
42248.00,0.05,3124.80
42248.00,0.06,3158.40
42248.00,0.07,3091.20
42248.00,0.08,3192.00
42248.00,0.09,3192.00
42248.00,0.10,3225.60
42248.00,0.11,3192.00
42248.00,0.12,3259.20
42248.00,0.14,3292.80
42248.00,0.15,3360.00
42248.00,0.16,3427.20
42248.00,0.17,3427.20
42248.00,0.18,3393.60
42248.00,0.19,3460.80
42248.00,0.20,3427.20
42248.00,0.21,3427.20
42248.00,0.22,3460.80
42248.00,0.23,3494.40
42248.00,0.24,3595.20
42248.00,0.25,3729.60
42248.00,0.26,3864.00
42248.00,0.27,3897.60
42248.00,0.28,3864.00
42248.00,0.29,3864.00
42248.00,0.30,4032.00
42248.00,0.31,3964.80
42248.00,0.32,3931.20
42248.00,0.33,3931.20
42248.00,0.34,3964.80
42248.00,0.35,3964.80
42248.00,0.36,3964.80
42248.00,0.37,4032.00
42248.00,0.39,4032.00
42248.00,0.40,4065.60
42248.00,0.41,4166.40
42248.00,0.42,4200.00
42248.00,0.43,4200.00
42248.00,0.44,4166.40
42248.00,0.45,4099.20
42248.00,0.46,4200.00
42248.00,0.47,4267.20
42248.00,0.48,4435.20
42248.00,0.49,4435.20
42248.00,0.50,4468.80
42248.00,0.51,4401.60
42248.00,0.52,4536.00
42248.00,0.53,4435.20
42248.00,0.54,4368.00
42248.00,0.55,4368.00
42248.00,0.56,4300.80
42248.00,0.57,4368.00
42248.00,0.58,4300.80
42248.00,0.59,4267.20
42248.00,0.60,4368.00
42248.00,0.61,4368.00
42248.00,0.62,4334.40
42248.00,0.64,4334.40
42248.00,0.65,4401.60
42248.00,0.66,4300.80
42248.00,0.67,4267.20
42248.00,0.68,4166.40
42248.00,0.69,4065.60
42248.00,0.70,4065.60
42248.00,0.71,4032.00
42248.00,0.72,4065.60
42248.00,0.73,3931.20
42248.00,0.74,3964.80
42248.00,0.75,3998.40
42248.00,0.76,3964.80
42248.00,0.77,3998.40
42248.00,0.78,3964.80
42248.00,0.79,3796.80
42248.00,0.80,3729.60
42248.00,0.81,3796.80
42248.00,0.82,3830.40
42248.00,0.83,3897.60
42248.00,0.84,3864.00
42248.00,0.85,3763.20
42248.00,0.86,3830.40
42248.00,0.87,3696.00
42248.00,0.89,3696.00
42248.00,0.90,3696.00
42248.00,0.91,3662.40
42248.00,0.92,3662.40
42248.00,0.93,3628.80
42248.00,0.94,3595.20
42248.00,0.95,3662.40
42248.00,0.96,3561.60
42248.00,0.97,3528.00
42248.00,0.98,3528.00
42248.00,0.99,3460.80
42248.00,1.00,3427.20
42249.00,0.01,3561.60
42249.00,0.02,3494.40
42249.00,0.03,3427.20
42249.00,0.04,3494.40
42249.00,0.05,3460.80
42249.00,0.06,3460.80
42249.00,0.07,3427.20
42249.00,0.08,3460.80
42249.00,0.09,3460.80
42249.00,0.10,3460.80
42249.00,0.11,3460.80
42249.00,0.12,3494.40
42249.00,0.14,3528.00
42249.00,0.15,3595.20
42249.00,0.16,3662.40
42249.00,0.17,3628.80
42249.00,0.18,3595.20
42249.00,0.19,3628.80
42249.00,0.20,3662.40
42249.00,0.21,3595.20
42249.00,0.22,3628.80
42249.00,0.23,3729.60
42249.00,0.24,3796.80
42249.00,0.25,3864.00
42249.00,0.26,3931.20
42249.00,0.27,4032.00
42249.00,0.28,4032.00
42249.00,0.29,3964.80
42249.00,0.30,4099.20
42249.00,0.31,4166.40
42249.00,0.32,4200.00
42249.00,0.33,4132.80
42249.00,0.34,3998.40
42249.00,0.35,4166.40
42249.00,0.36,4166.40
42249.00,0.37,4065.60
42249.00,0.39,4166.40
42249.00,0.40,4233.60
42249.00,0.41,4233.60
42249.00,0.42,4267.20
42249.00,0.43,4200.00
42249.00,0.44,4267.20
42249.00,0.45,4200.00
42249.00,0.46,4132.80
42249.00,0.47,4166.40
42249.00,0.48,4334.40
42249.00,0.49,4334.40
42249.00,0.50,4300.80
42249.00,0.51,4166.40
42249.00,0.52,4099.20
42249.00,0.53,4099.20
42249.00,0.54,4065.60
42249.00,0.55,4099.20
42249.00,0.56,4065.60
42249.00,0.57,4099.20
42249.00,0.58,3964.80
42249.00,0.59,3998.40
42249.00,0.60,3998.40
42249.00,0.61,3998.40
42249.00,0.62,4032.00
42249.00,0.64,4032.00
42249.00,0.65,3998.40
42249.00,0.66,3964.80
42249.00,0.67,4032.00
42249.00,0.68,3897.60
42249.00,0.69,3830.40
42249.00,0.70,3931.20
42249.00,0.71,3864.00
42249.00,0.72,3864.00
42249.00,0.73,3696.00
42249.00,0.74,3763.20
42249.00,0.75,3729.60
42249.00,0.76,3796.80
42249.00,0.77,3662.40
42249.00,0.78,3696.00
42249.00,0.79,3628.80
42249.00,0.80,3595.20
42249.00,0.81,3763.20
42249.00,0.82,3696.00
42249.00,0.83,3696.00
42249.00,0.84,3729.60
42249.00,0.85,3696.00
42249.00,0.86,3696.00
42249.00,0.87,3595.20
42249.00,0.89,3528.00
42249.00,0.90,3528.00
42249.00,0.91,3528.00
42249.00,0.92,3561.60
42249.00,0.93,3561.60
42249.00,0.94,3561.60
42249.00,0.95,3494.40
42249.00,0.96,3460.80
42249.00,0.97,3460.80
42249.00,0.98,3427.20
42249.00,0.99,3427.20
42249.00,1.00,3393.60
42250.00,0.01,3326.40
42250.00,0.02,3326.40
42250.00,0.03,3326.40
42250.00,0.04,3326.40
42250.00,0.05,3292.80
42250.00,0.06,3360.00
42250.00,0.07,3360.00
42250.00,0.08,3393.60
42250.00,0.09,3360.00
42250.00,0.10,3360.00
42250.00,0.11,3427.20
42250.00,0.12,3393.60
42250.00,0.14,3460.80
42250.00,0.15,3427.20
42250.00,0.16,3460.80
42250.00,0.17,3427.20
42250.00,0.18,3528.00
42250.00,0.19,3528.00
42250.00,0.20,3595.20
42250.00,0.21,3528.00
42250.00,0.22,3662.40
42250.00,0.23,3696.00
42250.00,0.24,3796.80
42250.00,0.25,3864.00
42250.00,0.26,3964.80
42250.00,0.27,3931.20
42250.00,0.28,4032.00
42250.00,0.29,4099.20
42250.00,0.30,4200.00
42250.00,0.31,4200.00
42250.00,0.32,4132.80
42250.00,0.33,4233.60
42250.00,0.34,4267.20
42250.00,0.35,4300.80
42250.00,0.36,4401.60
42250.00,0.37,4401.60
42250.00,0.39,4300.80
42250.00,0.40,4200.00
42250.00,0.41,4300.80
42250.00,0.42,4468.80
42250.00,0.43,4401.60
42250.00,0.44,4468.80
42250.00,0.45,4435.20
42250.00,0.46,4401.60
42250.00,0.47,4468.80
42250.00,0.48,4569.60
42250.00,0.49,4536.00
42250.00,0.50,4401.60
42250.00,0.51,4569.60
42250.00,0.52,4670.40
42250.00,0.53,4737.60
42250.00,0.54,4670.40
42250.00,0.55,4603.20
42250.00,0.56,4468.80
42250.00,0.57,4536.00
42250.00,0.58,4536.00
42250.00,0.59,4569.60
42250.00,0.60,4536.00
42250.00,0.61,4636.80
42250.00,0.62,4636.80
42250.00,0.64,4670.40
42250.00,0.65,4670.40
42250.00,0.66,4670.40
42250.00,0.67,4636.80
42250.00,0.68,4569.60
42250.00,0.69,4468.80
42250.00,0.70,4334.40
42250.00,0.71,4300.80
42250.00,0.72,4267.20
42250.00,0.73,4233.60
42250.00,0.74,4233.60
42250.00,0.75,4166.40
42250.00,0.76,4099.20
42250.00,0.77,4065.60
42250.00,0.78,4099.20
42250.00,0.79,3998.40
42250.00,0.80,3998.40
42250.00,0.81,4099.20
42250.00,0.82,4032.00
42250.00,0.83,4032.00
42250.00,0.84,4065.60
42250.00,0.85,4032.00
42250.00,0.86,4099.20
42250.00,0.87,3931.20
42250.00,0.89,3830.40
42250.00,0.90,3830.40
42250.00,0.91,3830.40
42250.00,0.92,3830.40
42250.00,0.93,3931.20
42250.00,0.94,3897.60
42250.00,0.95,3864.00
42250.00,0.96,3864.00
42250.00,0.97,3864.00
42250.00,0.98,3830.40
42250.00,0.99,3729.60
42250.00,1.00,3729.60
42251.00,0.01,3696.00
42251.00,0.02,3696.00
42251.00,0.03,3696.00
42251.00,0.04,3662.40
42251.00,0.05,3662.40
42251.00,0.06,3662.40
42251.00,0.07,3696.00
42251.00,0.08,3662.40
42251.00,0.09,3662.40
42251.00,0.10,3696.00
42251.00,0.11,3729.60
42251.00,0.12,3763.20
42251.00,0.14,3696.00
42251.00,0.15,3796.80
42251.00,0.16,3796.80
42251.00,0.17,3830.40
42251.00,0.18,3897.60
42251.00,0.19,3796.80
42251.00,0.20,3864.00
42251.00,0.21,3964.80
42251.00,0.22,3964.80
42251.00,0.23,4132.80
42251.00,0.24,4300.80
42251.00,0.25,4334.40
42251.00,0.26,4468.80
42251.00,0.27,4200.00
42251.00,0.28,4200.00
42251.00,0.29,4132.80
42251.00,0.30,3830.40
42251.00,0.31,3427.20
42251.00,0.32,3326.40
42251.00,0.33,3393.60
42251.00,0.34,3360.00
42251.00,0.35,3393.60
42251.00,0.36,3729.60
42251.00,0.37,3998.40
42251.00,0.39,4099.20
42251.00,0.40,4166.40
42251.00,0.41,4233.60
42251.00,0.42,4267.20
42251.00,0.43,4233.60
42251.00,0.44,4200.00
42251.00,0.45,4166.40
42251.00,0.46,4200.00
42251.00,0.47,4334.40
42251.00,0.48,4401.60
42251.00,0.49,4334.40
42251.00,0.50,4401.60
42251.00,0.51,4435.20
42251.00,0.52,4401.60
42251.00,0.53,4401.60
42251.00,0.54,4368.00
42251.00,0.55,4300.80
42251.00,0.56,4267.20
42251.00,0.57,4368.00
42251.00,0.58,4300.80
42251.00,0.59,4233.60
42251.00,0.60,4267.20
42251.00,0.61,4200.00
42251.00,0.62,4233.60
42251.00,0.64,4166.40
42251.00,0.65,4166.40
42251.00,0.66,4166.40
42251.00,0.67,4166.40
42251.00,0.68,4065.60
42251.00,0.69,4032.00
42251.00,0.70,3998.40
42251.00,0.71,3931.20
42251.00,0.72,3931.20
42251.00,0.73,3931.20
42251.00,0.74,3897.60
42251.00,0.75,3897.60
42251.00,0.76,3864.00
42251.00,0.77,3830.40
42251.00,0.78,3830.40
42251.00,0.79,3830.40
42251.00,0.80,3796.80
42251.00,0.81,3729.60
42251.00,0.82,3729.60
42251.00,0.83,3830.40
42251.00,0.84,3830.40
42251.00,0.85,3830.40
42251.00,0.86,3696.00
42251.00,0.87,3561.60
42251.00,0.89,3192.00
42251.00,0.90,3091.20
42251.00,0.91,3024.00
42251.00,0.92,3057.60
42251.00,0.93,2990.40
42251.00,0.94,3024.00
42251.00,0.95,2990.40
42251.00,0.96,3024.00
42251.00,0.97,2956.80
42251.00,0.98,2923.20
42251.00,0.99,2956.80
42251.00,1.00,2889.60
42252.00,0.01,2856.00
42252.00,0.02,2822.40
42252.00,0.03,2788.80
42252.00,0.04,2822.40
42252.00,0.05,2822.40
42252.00,0.06,2721.60
42252.00,0.07,2755.20
42252.00,0.08,2755.20
42252.00,0.09,2721.60
42252.00,0.10,2688.00
42252.00,0.11,2688.00
42252.00,0.12,2654.40
42252.00,0.14,2688.00
42252.00,0.15,2688.00
42252.00,0.16,2721.60
42252.00,0.17,2721.60
42252.00,0.18,2654.40
42252.00,0.19,2654.40
42252.00,0.20,2654.40
42252.00,0.21,2654.40
42252.00,0.22,2654.40
42252.00,0.23,2654.40
42252.00,0.24,2620.80
42252.00,0.25,2620.80
42252.00,0.26,2620.80
42252.00,0.27,2654.40
42252.00,0.28,2688.00
42252.00,0.29,2654.40
42252.00,0.30,2688.00
42252.00,0.31,2688.00
42252.00,0.32,2721.60
42252.00,0.33,2654.40
42252.00,0.34,2688.00
42252.00,0.35,2721.60
42252.00,0.36,2721.60
42252.00,0.37,2788.80
42252.00,0.39,2822.40
42252.00,0.40,2822.40
42252.00,0.41,2788.80
42252.00,0.42,2822.40
42252.00,0.43,2856.00
42252.00,0.44,2856.00
42252.00,0.45,2788.80
42252.00,0.46,2856.00
42252.00,0.47,2923.20
42252.00,0.48,2856.00
42252.00,0.49,2889.60
42252.00,0.50,2889.60
42252.00,0.51,2889.60
42252.00,0.52,2822.40
42252.00,0.53,2755.20
42252.00,0.54,2856.00
42252.00,0.55,2822.40
42252.00,0.56,2822.40
42252.00,0.57,2788.80
42252.00,0.58,2755.20
42252.00,0.59,2822.40
42252.00,0.60,2889.60
42252.00,0.61,2822.40
42252.00,0.62,2822.40
42252.00,0.64,2755.20
42252.00,0.65,2721.60
42252.00,0.66,2755.20
42252.00,0.67,2721.60
42252.00,0.68,2688.00
42252.00,0.69,2755.20
42252.00,0.70,2721.60
42252.00,0.71,2688.00
42252.00,0.72,2688.00
42252.00,0.73,2587.20
42252.00,0.74,2587.20
42252.00,0.75,2620.80
42252.00,0.76,2587.20
42252.00,0.77,2553.60
42252.00,0.78,2553.60
42252.00,0.79,2587.20
42252.00,0.80,2553.60
42252.00,0.81,2587.20
42252.00,0.82,2553.60
42252.00,0.83,2520.00
42252.00,0.84,2553.60
42252.00,0.85,2520.00
42252.00,0.86,2587.20
42252.00,0.87,2553.60
42252.00,0.89,2486.40
42252.00,0.90,2520.00
42252.00,0.91,2486.40
42252.00,0.92,2520.00
42252.00,0.93,2452.80
42252.00,0.94,2486.40
42252.00,0.95,2486.40
42252.00,0.96,2486.40
42252.00,0.97,2452.80
42252.00,0.98,2452.80
42252.00,0.99,2452.80
42252.00,1.00,2452.80
42253.00,0.01,2452.80
42253.00,0.02,2419.20
42253.00,0.03,2452.80
42253.00,0.04,2452.80
42253.00,0.05,2452.80
42253.00,0.06,2419.20
42253.00,0.07,2452.80
42253.00,0.08,2419.20
42253.00,0.09,2520.00
42253.00,0.10,2486.40
42253.00,0.11,2452.80
42253.00,0.12,2452.80
42253.00,0.14,2486.40
42253.00,0.15,2419.20
42253.00,0.16,2452.80
42253.00,0.17,2419.20
42253.00,0.18,2419.20
42253.00,0.19,2419.20
42253.00,0.20,2419.20
42253.00,0.21,2452.80
42253.00,0.22,2452.80
42253.00,0.23,2419.20
42253.00,0.24,2385.60
42253.00,0.25,2385.60
42253.00,0.26,2385.60
42253.00,0.27,2385.60
42253.00,0.28,2419.20
42253.00,0.29,2352.00
42253.00,0.30,2419.20
42253.00,0.31,2385.60
42253.00,0.32,2385.60
42253.00,0.33,2486.40
42253.00,0.34,2486.40
42253.00,0.35,2452.80
42253.00,0.36,2419.20
42253.00,0.37,2452.80
42253.00,0.39,2486.40
42253.00,0.40,2486.40
42253.00,0.41,2486.40
42253.00,0.42,2486.40
42253.00,0.43,2520.00
42253.00,0.44,2553.60
42253.00,0.45,2587.20
42253.00,0.46,2620.80
42253.00,0.47,2587.20
42253.00,0.48,2654.40
42253.00,0.49,2620.80
42253.00,0.50,2620.80
42253.00,0.51,2587.20
42253.00,0.52,2587.20
42253.00,0.53,2620.80
42253.00,0.54,2654.40
42253.00,0.55,2688.00
42253.00,0.56,2654.40
42253.00,0.57,2654.40
42253.00,0.58,2654.40
42253.00,0.59,2721.60
42253.00,0.60,2688.00
42253.00,0.61,2620.80
42253.00,0.62,2654.40
42253.00,0.64,2688.00
42253.00,0.65,2654.40
42253.00,0.66,2620.80
42253.00,0.67,2654.40
42253.00,0.68,2688.00
42253.00,0.69,2620.80
42253.00,0.70,2654.40
42253.00,0.71,2620.80
42253.00,0.72,2587.20
42253.00,0.73,2553.60
42253.00,0.74,2553.60
42253.00,0.75,2553.60
42253.00,0.76,2553.60
42253.00,0.77,2587.20
42253.00,0.78,2553.60
42253.00,0.79,2486.40
42253.00,0.80,2553.60
42253.00,0.81,2553.60
42253.00,0.82,2520.00
42253.00,0.83,2486.40
42253.00,0.84,2452.80
42253.00,0.85,2486.40
42253.00,0.86,2385.60
42253.00,0.87,2352.00
42253.00,0.89,2385.60
42253.00,0.90,2419.20
42253.00,0.91,2452.80
42253.00,0.92,2419.20
42253.00,0.93,2385.60
42253.00,0.94,2419.20
42253.00,0.95,2385.60
42253.00,0.96,2385.60
42253.00,0.97,2352.00
42253.00,0.98,2352.00
42253.00,0.99,2385.60
42253.00,1.00,2385.60
42254.00,0.01,2385.60
42254.00,0.02,2419.20
42254.00,0.03,2385.60
42254.00,0.04,2352.00
42254.00,0.05,2385.60
42254.00,0.06,2385.60
42254.00,0.07,2419.20
42254.00,0.08,2352.00
42254.00,0.09,2419.20
42254.00,0.10,2419.20
42254.00,0.11,2385.60
42254.00,0.12,2419.20
42254.00,0.14,2452.80
42254.00,0.15,2452.80
42254.00,0.16,2452.80
42254.00,0.17,2452.80
42254.00,0.18,2520.00
42254.00,0.19,2486.40
42254.00,0.20,2452.80
42254.00,0.21,2520.00
42254.00,0.22,2520.00
42254.00,0.23,2520.00
42254.00,0.24,2520.00
42254.00,0.25,2587.20
42254.00,0.26,2587.20
42254.00,0.27,2553.60
42254.00,0.28,2587.20
42254.00,0.29,2553.60
42254.00,0.30,2553.60
42254.00,0.31,2553.60
42254.00,0.32,2587.20
42254.00,0.33,2553.60
42254.00,0.34,2587.20
42254.00,0.35,2620.80
42254.00,0.36,2553.60
42254.00,0.37,2520.00
42254.00,0.39,2520.00
42254.00,0.40,2486.40
42254.00,0.41,2553.60
42254.00,0.42,2553.60
42254.00,0.43,2520.00
42254.00,0.44,2553.60
42254.00,0.45,2587.20
42254.00,0.46,2553.60
42254.00,0.47,2520.00
42254.00,0.48,2553.60
42254.00,0.49,2587.20
42254.00,0.50,2620.80
42254.00,0.51,2688.00
42254.00,0.52,2620.80
42254.00,0.53,2620.80
42254.00,0.54,2587.20
42254.00,0.55,2620.80
42254.00,0.56,2654.40
42254.00,0.57,2688.00
42254.00,0.58,2688.00
42254.00,0.59,2654.40
42254.00,0.60,2721.60
42254.00,0.61,2721.60
42254.00,0.62,2721.60
42254.00,0.64,2788.80
42254.00,0.65,2721.60
42254.00,0.66,2688.00
42254.00,0.67,2721.60
42254.00,0.68,2587.20
42254.00,0.69,2553.60
42254.00,0.70,2520.00
42254.00,0.71,2520.00
42254.00,0.72,2553.60
42254.00,0.73,2486.40
42254.00,0.74,2452.80
42254.00,0.75,2452.80
42254.00,0.76,2385.60
42254.00,0.77,2452.80
42254.00,0.78,2385.60
42254.00,0.79,2486.40
42254.00,0.80,2553.60
42254.00,0.81,2553.60
42254.00,0.82,2587.20
42254.00,0.83,2553.60
42254.00,0.84,2520.00
42254.00,0.85,2553.60
42254.00,0.86,2587.20
42254.00,0.87,2654.40
42254.00,0.89,2721.60
42254.00,0.90,2822.40
42254.00,0.91,2856.00
42254.00,0.92,2889.60
42254.00,0.93,2956.80
42254.00,0.94,3024.00
42254.00,0.95,3057.60
42254.00,0.96,3057.60
42254.00,0.97,3024.00
42254.00,0.98,2956.80
42254.00,0.99,3057.60
42254.00,1.00,3057.60
42255.00,0.01,2956.80
42255.00,0.02,2990.40
42255.00,0.03,3057.60
42255.00,0.04,2990.40
42255.00,0.05,3057.60
42255.00,0.06,3057.60
42255.00,0.07,3024.00
42255.00,0.08,3024.00
42255.00,0.09,3091.20
42255.00,0.10,3091.20
42255.00,0.11,3091.20
42255.00,0.12,2990.40
42255.00,0.14,3124.80
42255.00,0.15,3225.60
42255.00,0.16,3158.40
42255.00,0.17,3192.00
42255.00,0.18,3292.80
42255.00,0.19,3292.80
42255.00,0.20,3360.00
42255.00,0.21,3360.00
42255.00,0.22,3393.60
42255.00,0.23,3427.20
42255.00,0.24,3528.00
42255.00,0.25,3628.80
42255.00,0.26,3628.80
42255.00,0.27,3662.40
42255.00,0.28,3729.60
42255.00,0.29,3696.00
42255.00,0.30,3729.60
42255.00,0.31,3696.00
42255.00,0.32,3796.80
42255.00,0.33,3763.20
42255.00,0.34,3696.00
42255.00,0.35,3864.00
42255.00,0.36,3931.20
42255.00,0.37,3964.80
42255.00,0.39,4132.80
42255.00,0.40,4200.00
42255.00,0.41,4166.40
42255.00,0.42,4166.40
42255.00,0.43,4132.80
42255.00,0.44,4132.80
42255.00,0.45,4132.80
42255.00,0.46,4099.20
42255.00,0.47,4132.80
42255.00,0.48,4233.60
42255.00,0.49,4200.00
42255.00,0.50,4233.60
42255.00,0.51,4233.60
42255.00,0.52,4300.80
42255.00,0.53,4233.60
42255.00,0.54,4132.80
42255.00,0.55,3998.40
42255.00,0.56,4065.60
42255.00,0.57,4065.60
42255.00,0.58,4200.00
42255.00,0.59,4233.60
42255.00,0.60,4200.00
42255.00,0.61,4300.80
42255.00,0.62,4267.20
42255.00,0.64,4267.20
42255.00,0.65,4200.00
42255.00,0.66,4132.80
42255.00,0.67,4132.80
42255.00,0.68,4065.60
42255.00,0.69,3964.80
42255.00,0.70,3897.60
42255.00,0.71,3931.20
42255.00,0.72,3830.40
42255.00,0.73,3864.00
42255.00,0.74,3864.00
42255.00,0.75,3796.80
42255.00,0.76,3796.80
42255.00,0.77,3796.80
42255.00,0.78,3796.80
42255.00,0.79,3696.00
42255.00,0.80,3696.00
42255.00,0.81,3796.80
42255.00,0.82,3763.20
42255.00,0.83,3796.80
42255.00,0.84,3729.60
42255.00,0.85,3729.60
42255.00,0.86,3763.20
42255.00,0.87,3696.00
42255.00,0.89,3662.40
42255.00,0.90,3696.00
42255.00,0.91,3662.40
42255.00,0.92,3662.40
42255.00,0.93,3696.00
42255.00,0.94,3662.40
42255.00,0.95,3628.80
42255.00,0.96,3628.80
42255.00,0.97,3595.20
42255.00,0.98,3561.60
42255.00,0.99,3561.60
42255.00,1.00,3528.00
